"Symbol","n","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval"
"MGA",2,869.05,0,7501.6,0,9102.05,0,1403.35,0.001725
"MGAM",2,110.5,0.48793,316.7,0.07586,339.5,0.122415,130.3,0.47931
"MGAT1",1,907.3,0,13110.6,0,19294.6,0,5449.3,0
"MGAT2",3,596,0,6352.5,0,5832.73333333333,0,822.933333333333,0
"MGAT3",1,127.3,0.01034,697.9,0,1902.5,0,359.7,0
"MGAT4A",1,221.5,0,4199.7,0,7041.5,0,389.1,0
"MGAT4B",3,1022.83333333333,0,7571.36666666667,0,12030.8666666667,0,3156,0
"MGAT4C",1,110.5,0.43793,288.5,0.28966,269.1,0.92759,153.7,0.03103
"MGAT5",1,176.8,0,946.3,0,921.5,0,226.6,0
"MGAT5B",2,232.45,0.10517,4669.65,0.001725,357.55,0.11724,137.8,0.31724
"MGC10997",1,153,0,1977.6,0,1970.2,0,182.4,0.00345
"MGC119295",1,115.3,0.17241,372,0.00345,406.8,0.01034,145.4,0.07241
"MGC12965",1,197.2,0,2822.6,0,7035.7,0,333.9,0
"MGC12982",1,146.9,0,6007.7,0,1640.6,0,147,0.05862
"MGC13057",1,116.8,0.15172,430.6,0,737,0,206.6,0
"MGC15763",1,631.8,0,5781.6,0,6761.6,0,943.8,0
"MGC16169",1,580.6,0,6719.6,0,9650.9,0,1640,0
"MGC16291",1,113.1,0.26897,267.7,0.62414,315.7,0.3,114.6,0.92069
"MGC16703",2,243.3,0.25,1267.85,0,746.25,0.02931,276.85,0.47931
"MGC18216",1,147.1,0,2984.4,0,2379.6,0,156.7,0.01724
"MGC19604",1,106.8,0.68276,632.4,0,434.7,0.01034,130.3,0.32759
"MGC20983",1,137.4,0,733,0,425.8,0.01034,118,0.75517
"MGC21881",1,115.6,0.17241,1129.8,0,3177.5,0,157.9,0.01724
"MGC23270",1,121.8,0.03448,459.8,0,322.1,0.22759,151.9,0.04138
"MGC23284",3,123.066666666667,0.2023,583.6,0.0459766666666667,454.733333333333,0.02299,136.6,0.210343333333333
"MGC26647",1,109.3,0.51034,262,0.75517,301.5,0.49655,131.4,0.31724
"MGC26718",1,112.3,0.32414,305.2,0.12414,267.4,0.93448,118.5,0.73103
"MGC27121",1,105.1,0.76207,247.1,0.95172,272.6,0.91379,135,0.25517
"MGC2752",1,675.7,0,5280.5,0,5866.9,0,1328.7,0
"MGC29506",1,353.5,0,311.2,0.07586,436,0.01034,165.7,0.01379
"MGC3020",1,143.8,0,632.9,0,1700.6,0,150.8,0.04828
"MGC3196",2,609.85,0,5035.75,0,9175.65,0,2151.1,0
"MGC33407",1,102.5,0.87586,262.2,0.74483,255.2,0.9931,111.7,0.94828
"MGC33556",1,120,0.07241,430.4,0,505.2,0.0069,147.6,0.05862
"MGC34774",1,120.1,0.06897,308.7,0.09655,359,0.04138,135.7,0.22759
"MGC34821",1,122,0.03103,274.4,0.5069,329,0.18966,118.3,0.74138
"MGC35361",1,296.8,0,2799.7,0,4662.2,0,741.4,0
"MGC35440",1,126.9,0.01034,357,0.00345,315.9,0.29655,124.9,0.4931
"MGC3731",1,617.3,0,5499.4,0,10542.5,0,1503.2,0
"MGC3771",2,133.9,0.32414,1200.4,0,1728.9,0.001725,248,0.001725
"MGC39581",1,116.8,0.15172,246.1,0.95172,291.4,0.64828,131.4,0.31379
"MGC39606",1,106,0.72759,271.3,0.57241,305.6,0.41034,123.1,0.55517
"MGC39900",3,112.8,0.312643333333333,274.633333333333,0.510343333333333,817.966666666667,0.00344666666666667,125.366666666667,0.47586
"MGC40069",1,107.2,0.63448,277,0.46897,320.5,0.25172,131,0.32069
"MGC40168",1,107.4,0.62759,297.1,0.17241,353.6,0.05172,134.7,0.25862
"MGC42105",1,129.2,0.00345,297.7,0.16897,608.4,0,159.5,0.01724
"MGC42367",1,473.3,0,2146.7,0,28306.6,0,14119.6,0
"MGC44328",1,103.9,0.80345,268.9,0.6069,272.1,0.91724,123.1,0.55517
"MGC4473",1,111.7,0.37586,266.6,0.64828,306.8,0.4,135.7,0.22759
"MGC45491",1,103.7,0.81724,289.6,0.26897,307.4,0.37931,122.8,0.56897
"MGC45800",1,104.1,0.79655,291.7,0.24828,337.7,0.12759,123.9,0.52759
"MGC4677",2,4619.8,0,15765.5,0,12801.45,0,3108.85,0
"MGC48628",1,109.3,0.51034,301.7,0.14138,278.3,0.84138,124.8,0.49655
"MGC50722",1,105.8,0.73448,257.1,0.85517,283,0.78276,134.7,0.25862
"MGC5139",1,572.6,0,4165,0,4249.5,0,1218.2,0
"MGC52282",1,120.1,0.06897,661.9,0,285.8,0.74828,136.9,0.2069
"MGC57359",2,108.1,0.577585,313.9,0.15517,309.85,0.38276,116.85,0.760345
"MGC62100",1,180.8,0,1766,0,2181.9,0,249.5,0
"MGC70857",1,268.1,0,2262.6,0,3883.4,0,1325.4,0
"MGC70863",3,138.2,0.110343333333333,675.566666666667,0.05747,1473.13333333333,0.08046,285.666666666667,0.165516666666667
"MGC70870",2,102.15,0.88276,285.8,0.32069,290.15,0.677585,120.9,0.648275
"MGC71993",1,2414,0,18240.5,0,26221.6,0,8211.8,0
"MGC72080",1,134.6,0,885.7,0,4315.4,0,375.9,0
"MGC88374",1,118,0.11034,285.3,0.32759,298.3,0.56552,125.9,0.46552
"MGEA5",1,128.6,0.00345,857.7,0,1113.3,0,160.4,0.01724
"MGLL",3,130.2,0.206896666666667,334.533333333333,0.249426666666667,10126.3333333333,0,809.233333333333,0.00344666666666667
"MGMT",1,1983.3,0,15478.3,0,19377.4,0,4976.4,0
"MGP",2,4870.5,0,430.65,0,31779.3,0,27100.4,0
"MGRN1",1,822.3,0,9024.1,0,13934.1,0,2729.7,0
"MGST1",4,2552.8,0.10431,10558.125,0.0422425,4156.175,0.2051725,475.225,0.13362
"MGST2",1,4502.5,0,16853.4,0,33063.6,0,22075.8,0
"MGST3",1,1678.1,0,28348.2,0,31482.2,0,2469.5,0
"MIA",1,922.9,0,5432.4,0,374.3,0.02414,135.5,0.23793
"MIA2",2,120.25,0.22069,248.05,0.915515,324.05,0.32931,135.25,0.239655
"MIA3",1,174.6,0,2653.5,0,5164.8,0,397.2,0
"MIB1",1,198.9,0,4066,0,4071.7,0,219.9,0
"MIB2",2,159.45,0,2793.45,0,2630.05,0,183.15,0.12414
"MICA",1,1446.8,0,6393.9,0,7114.8,0,2098.9,0
"MICAL1",1,286.7,0,2591.1,0,3029.9,0,326,0
"MICAL2",1,132,0,504.8,0,607,0,188.6,0.00345
"MICALCL",1,201.8,0,845.9,0,1809,0,306.6,0
"MICALL1",1,584.5,0,4955.8,0,10224.4,0,3492.5,0
"MICALL2",2,167.8,0.106895,1380,0.00862,1462.35,0.01724,199.1,0.15345
"MICB",1,554.2,0,9449.8,0,20113.9,0,3150.4,0
"MID1",3,149.9,0.03678,471.566666666667,0.0747133333333333,4663.83333333333,0.0149433333333333,293.5,0.149426666666667
"MID1IP1",2,789.75,0,3925.15,0,11192.35,0,2564.5,0
"MID2",3,115.566666666667,0.212646666666667,561.533333333333,0.00115,2768.53333333333,0,174.033333333333,0.0103433333333333
"MIDN",1,162.2,0,5687,0,4901.1,0,201.6,0.00345
"MIER1",2,299.55,0,3822.65,0,7004.6,0,611.15,0
"MIER2",1,124.3,0.02069,629.7,0,962.7,0,171.6,0.01034
"MIER3",1,1005.7,0,11465.4,0,12798.6,0,1424,0
"MIF",1,2574,0,19726.6,0,15815.6,0,1357.4,0
"MIF4GD",1,178.2,0,2644.2,0,2066.9,0,264.6,0
"MIIP",1,461.4,0,6243.9,0,10961,0,1216.2,0
"MIMT1",1,115.4,0.17241,297.6,0.16897,337.2,0.13103,111.1,0.95172
"MINA",2,271.35,0.01207,3647.05,0,3884.35,0,292.7,0.248275
"MINK1",2,716.65,0,4434.2,0,6269.6,0,2094.85,0
"MINPP1",1,460.9,0,5145.8,0,7458.2,0,946.9,0
"MIOS",1,3514.4,0,14583.3,0,13503.5,0,4072.8,0
"MIOX",1,108.4,0.57241,251,0.93103,308.9,0.36207,147.2,0.05862
"MIP",1,107.1,0.64483,265.7,0.65862,290.5,0.66897,98.9,1
"MIPEP",1,387.5,0,8112.3,0,9325.1,0,818.9,0
"MIPOL1",2,329.55,0,3188.5,0,4436.15,0,374.9,0.02931
"MIR1-1",1,106.5,0.6931,287.9,0.29655,319.3,0.25517,136.1,0.22414
"MIR1-2",1,114.2,0.22759,283.6,0.34138,293.6,0.63103,125.7,0.47241
"MIR100",1,103.9,0.80345,288.9,0.27241,512.2,0.0069,131.1,0.32069
"MIR101-1",1,102.4,0.87931,268.7,0.6069,331.1,0.16552,133.5,0.28276
"MIR101-2",1,117,0.14828,246,0.95172,334.1,0.14828,123.4,0.55172
"MIR106A",1,129.2,0.00345,295,0.18621,295.4,0.5931,129.7,0.34828
"MIR106B",1,122.1,0.03103,294.9,0.18966,253.9,0.9931,125.5,0.47586
"MIR107",1,106.5,0.68966,282.1,0.34828,300.8,0.50345,124.7,0.49655
"MIR10A",1,108.7,0.55172,283.8,0.34138,363.4,0.03448,128.1,0.36897
"MIR1178",1,114.1,0.23103,261.7,0.76207,322,0.22759,133,0.28966
"MIR1179",1,123.3,0.02414,412.1,0,337.6,0.12759,117.6,0.77931
"MIR1180",1,112.2,0.33103,267.1,0.63448,312.1,0.33103,118.9,0.7
"MIR1183",1,136.8,0,281.1,0.37931,303.8,0.43448,159.9,0.01724
"MIR1185-1",1,103.7,0.81724,302.7,0.13793,328.2,0.19655,124.6,0.5
"MIR1197",1,111.7,0.36552,295.7,0.17931,296.6,0.57931,127,0.42759
"MIR1200",1,109.6,0.49655,256.1,0.86552,316.8,0.27931,116,0.86552
"MIR1202",1,109.3,0.51379,266.6,0.64483,258.9,0.97931,116.6,0.81724
"MIR1203",1,108.9,0.52759,297.6,0.16897,267.9,0.93448,116.4,0.83448
"MIR1204",1,356.5,0,3518.2,0,2962.1,0,443.8,0
"MIR1206",1,275.7,0,888.9,0,719.7,0,170.6,0.01034
"MIR1207",1,111.7,0.36552,313.4,0.06897,337,0.13448,138.8,0.16897
"MIR1208",1,119.9,0.07241,386.3,0.00345,348.2,0.07586,133.8,0.27586
"MIR122",1,106.7,0.68621,256.8,0.85862,287.3,0.71724,125.9,0.46552
"MIR1224",1,111.7,0.36552,321.8,0.02069,301.2,0.5,126.5,0.44828
"MIR1226",1,125.2,0.01724,291.4,0.25172,301.3,0.5,135.8,0.22759
"MIR1227",1,121.2,0.04138,277.9,0.44828,310.4,0.35517,117.5,0.78966
"MIR1228",1,115.5,0.17241,281.5,0.36552,297.3,0.57241,130.7,0.32414
"MIR1229",1,114.3,0.22414,340.7,0.01379,302.9,0.46552,124.6,0.5
"MIR1236",1,117.1,0.14138,313.2,0.06897,343,0.1069,124.8,0.49655
"MIR124-2",1,105.8,0.73793,253.4,0.90345,268.8,0.93103,122.1,0.58966
"MIR1245",1,100.5,0.93103,292,0.23448,281.7,0.78621,140.1,0.14138
"MIR1246",1,104.7,0.77931,271.4,0.57241,289.9,0.67586,110.3,0.96207
"MIR1247",1,97.8,0.96552,273.8,0.52759,268.5,0.93103,128.6,0.36207
"MIR1250",1,107.4,0.63103,268.2,0.61034,303,0.46552,133.4,0.28276
"MIR1251",1,100.4,0.93103,287.6,0.3,253.9,0.9931,134.8,0.25862
"MIR1252",1,111.5,0.38621,277.6,0.45862,255.3,0.9931,102.4,0.9931
"MIR1253",1,108.9,0.52759,339.5,0.01379,440.4,0.01034,141.7,0.12069
"MIR1255A",1,106,0.72759,264.4,0.67586,290.2,0.67241,128.4,0.36552
"MIR1255B1",1,110,0.48276,306.3,0.11724,331.3,0.16552,145.4,0.07586
"MIR1255B2",1,112.8,0.2931,248.1,0.94138,312.9,0.32759,119.3,0.68966
"MIR1256",1,111,0.40345,276.7,0.47586,300.4,0.52414,126.9,0.43448
"MIR1257",1,110,0.48621,290.6,0.25862,295.6,0.5931,138.9,0.16552
"MIR1258",1,109.1,0.51379,285,0.33448,331.5,0.16552,119.7,0.67931
"MIR125A",1,110.4,0.44483,269.3,0.60345,302,0.48621,111.7,0.94828
"MIR125B1",1,101.7,0.88966,281.6,0.36552,700.6,0,136,0.22414
"MIR125B2",1,135,0,368.2,0.00345,389.4,0.01379,162.2,0.01724
"MIR126",1,113.2,0.26897,273.1,0.54138,293.4,0.63103,154.4,0.02759
"MIR1261",1,102,0.88621,292.8,0.22414,302.5,0.47241,151.4,0.04138
"MIR1262",1,120.2,0.06552,278,0.44828,290.6,0.66897,172.6,0.0069
"MIR1263",1,112,0.34483,292.4,0.22414,343.7,0.1069,130.8,0.32414
"MIR1265",1,112.4,0.31379,330.8,0.01724,355.6,0.04483,121.4,0.62759
"MIR1266",1,100.3,0.93103,269.7,0.59655,276.2,0.86552,111.3,0.95172
"MIR1267",1,114.5,0.21034,301.1,0.14138,339.7,0.12069,122.3,0.58621
"MIR1269",1,108.4,0.57241,285.1,0.33448,294.8,0.60345,133,0.28966
"MIR1271",1,116,0.15862,296.8,0.17241,290.3,0.67241,146.7,0.05862
"MIR1272",1,106.9,0.66897,252.4,0.91724,302.4,0.47586,137.2,0.20345
"MIR1274A",1,113.9,0.23103,325.1,0.01724,323.8,0.21379,123.8,0.52759
"MIR1274B",1,110.9,0.4069,276,0.47931,320.8,0.24138,131.7,0.3069
"MIR1275",1,135.2,0,332.3,0.01724,345.2,0.09655,146.6,0.06207
"MIR1276",1,103.8,0.81034,286,0.31724,299.3,0.54483,113.8,0.92759
"MIR1277",1,105.5,0.74483,285,0.33448,244.7,1,120.7,0.64138
"MIR1278",1,100.8,0.91724,276.4,0.47931,282.5,0.78276,115.6,0.87586
"MIR128-1",1,114.4,0.21724,282.5,0.34483,319.6,0.25172,122.2,0.58621
"MIR128-2",1,125.5,0.01379,311.9,0.07241,310.3,0.35517,132.7,0.28966
"MIR1284",1,113.8,0.23793,322.9,0.02069,312.8,0.32759,120.8,0.64138
"MIR1286",1,126.6,0.01379,264.2,0.68276,361.9,0.03793,111.2,0.95172
"MIR1288",1,126.9,0.01034,275.2,0.50345,276.6,0.84828,124.4,0.50345
"MIR1289-1",1,122.6,0.02414,282,0.35517,299.5,0.54138,140.7,0.13103
"MIR1289-2",1,112.5,0.31034,281.6,0.36552,313.1,0.32759,122.6,0.57931
"MIR129-1",1,106,0.72759,270.4,0.58621,287.5,0.71379,133.8,0.27586
"MIR129-2",1,112.5,0.31034,266,0.65517,269.8,0.92414,138,0.18966
"MIR1290",1,102.6,0.87586,255.5,0.86897,315.9,0.2931,131.3,0.31724
"MIR1292",1,120.8,0.04828,313.4,0.06897,309.1,0.36207,122.7,0.57241
"MIR1293",1,112.3,0.32414,297.1,0.17241,298.5,0.55517,127.5,0.40345
"MIR1294",1,109,0.52759,271.9,0.55862,309.1,0.36207,131.1,0.32069
"MIR1295",1,103.6,0.82069,257,0.85862,305.9,0.41034,143.3,0.09655
"MIR1296",1,101.1,0.9069,297.1,0.17241,411.2,0.01034,114.2,0.92759
"MIR1297",1,102.4,0.87586,283.3,0.34138,289.8,0.68276,135.9,0.22759
"MIR1298",1,108,0.58621,290.6,0.25862,322.7,0.22414,118.6,0.72759
"MIR1299",1,277.9,0,586.1,0,842.5,0,176.3,0.00345
"MIR1301",1,120.6,0.04828,287.7,0.3,313.8,0.32069,133.5,0.28276
"MIR1302-1",1,108.5,0.56897,276.9,0.46897,303.8,0.43448,133.4,0.28276
"MIR1302-3",1,96.4,0.97931,285.4,0.32759,290.3,0.67241,117.6,0.77931
"MIR1302-4",1,94.9,0.98621,275,0.50345,299.6,0.53793,126.1,0.45517
"MIR1302-5",1,107.1,0.64828,292.3,0.22414,315.5,0.3,122.8,0.57241
"MIR1302-6",1,109.8,0.48621,340.5,0.01379,417.8,0.01034,142.8,0.1069
"MIR1302-7",1,101.3,0.9069,269.5,0.60345,317.5,0.27931,102.9,0.9931
"MIR1302-8",1,109.8,0.48621,258.3,0.83448,296.6,0.57931,146.1,0.06552
"MIR1305",1,111.3,0.39655,262.6,0.73103,317,0.27931,131.2,0.32069
"MIR1308",1,103,0.85517,279.1,0.41034,333.4,0.15172,122.4,0.58276
"MIR130A",1,114.1,0.23103,424.6,0,491.5,0.0069,162,0.01724
"MIR130B",1,106.7,0.68276,277.5,0.45862,272.4,0.91724,117,0.81034
"MIR132",1,108.4,0.57241,316.7,0.05517,309.1,0.36207,119.8,0.67241
"MIR1321",1,101.2,0.9069,261.6,0.76207,283.7,0.77586,134.6,0.25862
"MIR1322",1,99.8,0.93793,263.6,0.69655,279.6,0.83793,117.6,0.77586
"MIR1324",1,99.1,0.95862,307.1,0.11034,324.8,0.21034,127.4,0.41034
"MIR133B",1,102,0.88966,306.1,0.11724,259.6,0.97241,107.4,0.98621
"MIR134",1,100.1,0.93103,288.8,0.27931,311.4,0.34138,137.2,0.20345
"MIR135A2",1,103,0.85517,288,0.29655,314.5,0.3069,108,0.98276
"MIR135B",1,113.1,0.27586,321,0.02414,274.5,0.87931,174.3,0.00345
"MIR137",1,121.3,0.04138,1112.9,0,459.1,0.01034,128.1,0.36897
"MIR138-1",1,112.2,0.33103,273,0.54138,296.4,0.58276,108.9,0.97241
"MIR138-2",1,107.8,0.60345,248.1,0.94138,338.5,0.12759,143.5,0.0931
"MIR139",1,118.8,0.09655,261.7,0.75862,257.1,0.98621,112.5,0.94138
"MIR140",1,105.4,0.75172,286.1,0.31724,281.9,0.78621,113.8,0.92759
"MIR141",1,109.1,0.51724,268.8,0.6069,280.7,0.81379,128.5,0.36207
"MIR142",1,112.2,0.33103,263.4,0.70345,276.2,0.86552,125.5,0.47586
"MIR144",1,127.2,0.01034,269.2,0.60345,299.8,0.53103,130.8,0.32414
"MIR1468",1,114.4,0.21724,296.4,0.17586,314.9,0.3069,120.6,0.64138
"MIR146A",1,105.5,0.74483,285.4,0.32759,327.8,0.19655,124.8,0.49655
"MIR146B",1,113.5,0.26552,269.9,0.58966,283.9,0.77241,142.7,0.1069
"MIR147",1,101.5,0.8931,259,0.83103,306.6,0.4,129.1,0.34828
"MIR1470",1,101.1,0.9069,298.9,0.16897,352.2,0.06207,138.2,0.17931
"MIR1471",1,111.4,0.38966,293.7,0.20345,362.2,0.03448,136.3,0.21724
"MIR148A",1,100.7,0.92414,291.2,0.25517,354.2,0.04828,120.2,0.65517
"MIR148B",1,121.2,0.04483,299.7,0.15862,374.5,0.02414,150.3,0.05172
"MIR152",1,112.8,0.2931,271.7,0.55862,302.9,0.46552,130.4,0.32759
"MIR153-1",1,104.9,0.77586,267.2,0.63448,290.8,0.66552,113,0.93793
"MIR153-2",1,99.9,0.93103,251.1,0.93103,323.9,0.21379,117.2,0.80345
"MIR154",1,117.4,0.12759,280.6,0.38276,338.7,0.12759,117.6,0.77586
"MIR155HG",1,148.9,0,391.3,0.00345,696.1,0,182.4,0.00345
"MIR15A",1,115.1,0.17931,276.5,0.47931,272.6,0.91724,130.2,0.33103
"MIR15B",1,117.5,0.12759,442.5,0,360.2,0.03793,125.8,0.46552
"MIR16-1",1,111.1,0.4,305.9,0.11724,285.1,0.75172,132.1,0.3069
"MIR16-2",1,109.4,0.50345,323.9,0.02069,265.4,0.95172,131.5,0.31034
"MIR181A1",1,107.1,0.65517,265.2,0.66552,378.6,0.01724,127.6,0.39655
"MIR181A2",1,116.8,0.15172,277.6,0.45862,348.6,0.07586,134.2,0.26897
"MIR181B1",1,119.3,0.08276,258.2,0.83448,901.1,0,146.9,0.05862
"MIR181B2",1,119.9,0.07241,259.4,0.81724,355.2,0.04828,136.2,0.22414
"MIR181C",1,113.4,0.26552,266.6,0.64483,323.1,0.22069,133.2,0.28621
"MIR181D",1,112,0.34828,306.4,0.11724,293.7,0.62759,137.2,0.20345
"MIR182",1,122.7,0.02414,315.6,0.06207,279.1,0.83793,113.7,0.92759
"MIR1826",1,94,0.98966,248,0.94138,284.8,0.75862,121.5,0.62759
"MIR1827",1,112,0.35172,288.6,0.28966,297.7,0.56897,123.4,0.55172
"MIR183",1,114.1,0.23103,289.8,0.26552,276.3,0.86207,116.4,0.83448
"MIR187",1,105.8,0.73448,269.6,0.6,324.3,0.21034,116.5,0.81724
"MIR188",1,110.1,0.47586,254.4,0.87931,351.8,0.06897,133.9,0.27241
"MIR18B",1,118.8,0.09655,261.2,0.77931,341,0.11724,112.4,0.94138
"MIR190",1,125.3,0.01724,267.8,0.62069,322.1,0.22759,134.5,0.26207
"MIR1908",1,125.5,0.01379,274.3,0.5069,304.5,0.43103,123.7,0.53448
"MIR1909",1,135.4,0,352.5,0.0069,301.8,0.4931,136,0.22759
"MIR190B",1,123.7,0.02069,276.2,0.47931,279.3,0.83793,138,0.18621
"MIR191",1,109.3,0.51379,282.9,0.34138,289.4,0.6931,131.5,0.31034
"MIR1910",1,110.5,0.43793,247.2,0.95172,400.4,0.01034,129.8,0.34138
"MIR1911",1,107.6,0.61724,268.1,0.61379,294.1,0.61379,113.7,0.92759
"MIR1912",1,100.2,0.93103,267.1,0.63448,265.8,0.95172,123.8,0.53103
"MIR1913",1,108.5,0.56897,245.5,0.95517,298.5,0.55517,118.6,0.73103
"MIR1914",1,101.2,0.9069,252.8,0.91724,269.2,0.92759,117.3,0.8
"MIR1915",1,106.3,0.70345,327.2,0.01724,246,1,138.3,0.17241
"MIR192",1,103.9,0.8069,253.1,0.91379,338.9,0.12759,125.6,0.47241
"MIR193A",1,118,0.11034,403.4,0.00345,422,0.01034,125.7,0.47241
"MIR193B",1,109.6,0.49655,288.8,0.28276,348.2,0.07586,161.8,0.01724
"MIR194-1",1,107.8,0.60345,294.4,0.1931,283.9,0.77241,116.9,0.81034
"MIR194-2",1,111.5,0.38621,270.3,0.58621,282.3,0.78621,140.5,0.13793
"MIR195",1,104,0.8,251.8,0.92759,281.3,0.80345,116.3,0.83793
"MIR196A1",1,103.1,0.85517,512.7,0,333.3,0.15172,124.7,0.49655
"MIR196A2",1,117.2,0.13793,286.1,0.31724,282.7,0.78276,133.1,0.28966
"MIR196B",1,110.9,0.40345,291.1,0.25517,1393.2,0,142.5,0.11034
"MIR197",1,126.3,0.01379,342.1,0.01379,391.5,0.01379,126.1,0.45517
"MIR1974",1,22722.8,0,30438.3,0,26939.4,0,10592.3,0
"MIR1976",1,118.4,0.10345,266.5,0.65172,296.8,0.57586,121.5,0.62759
"MIR1978",1,5537.7,0,17369.7,0,24289.5,0,7539.1,0
"MIR1979",1,113.2,0.26897,252.6,0.91724,316.1,0.28966,141.1,0.12414
"MIR199A1",1,109.6,0.49655,270.2,0.58621,279.7,0.83793,140,0.14483
"MIR199A2",1,123.1,0.02414,249.9,0.93448,318.8,0.26207,107.5,0.98621
"MIR199B",1,121.9,0.03103,288.1,0.29655,323.8,0.21379,133.7,0.27931
"MIR19B2",1,111.7,0.37931,269.9,0.58621,327.2,0.20345,113.8,0.92759
"MIR200A",1,104.1,0.79655,237.1,0.98276,293.8,0.62759,135.1,0.25172
"MIR200B",1,100.8,0.91724,288.5,0.28966,280.8,0.81379,134.3,0.26552
"MIR200C",1,108.9,0.52759,274,0.51379,270.7,0.92069,127,0.42759
"MIR202",1,111.7,0.36552,302.3,0.13793,297.8,0.56897,138.9,0.16552
"MIR203",1,112.9,0.28966,254.5,0.87931,272.7,0.91379,126.1,0.45517
"MIR204",1,107.1,0.65172,309,0.0931,285.2,0.75172,124,0.51724
"MIR205",1,117.1,0.13793,283.8,0.34138,808.8,0,138.7,0.16897
"MIR2052",1,99.4,0.94483,280.9,0.37931,307,0.4,140.3,0.13793
"MIR2053",1,113.3,0.26897,266.4,0.65172,271,0.92069,135.5,0.23793
"MIR206",1,109.6,0.4931,284.4,0.33448,325,0.21034,115.3,0.8931
"MIR208A",1,110.5,0.43793,270.5,0.58621,279.5,0.83793,130.1,0.33448
"MIR208B",1,98.6,0.96207,261.6,0.76207,310.5,0.35517,118.3,0.74138
"MIR20B",1,110.3,0.45862,264.8,0.66897,278.7,0.84138,120.3,0.65172
"MIR21",1,1527.4,0,8296,0,5290.3,0,690.7,0
"MIR210",1,122.5,0.02414,313.1,0.06897,334.4,0.14483,125,0.4931
"MIR211",1,107.7,0.61379,254.5,0.87931,357.3,0.04483,138.7,0.16897
"MIR2113",1,113.8,0.23448,283.3,0.34138,314.5,0.3069,126.1,0.45517
"MIR2114",1,115.4,0.17241,229.4,0.9931,310.5,0.35517,127.6,0.39655
"MIR2115",1,115,0.18621,271.8,0.55862,318,0.26897,133,0.28966
"MIR2116",1,114.5,0.21379,268.8,0.6069,305.3,0.41379,134.3,0.26552
"MIR2117",1,113.9,0.23103,291,0.25517,306.5,0.4,123.3,0.55517
"MIR212",1,121.3,0.04138,356.7,0.00345,314,0.31724,119.1,0.6931
"MIR214",1,107.8,0.61034,304.1,0.12414,282.8,0.78276,147.7,0.05862
"MIR215",1,115.4,0.17241,277.7,0.45862,271.3,0.92069,171,0.01034
"MIR216A",1,107.9,0.59655,299.5,0.16207,317.5,0.27931,120.5,0.64483
"MIR216B",1,115,0.17931,272.6,0.54828,299.1,0.54483,114.4,0.92414
"MIR217",1,115.9,0.15862,281.3,0.36897,300.2,0.52759,116.8,0.81724
"MIR218-1",1,107.9,0.60345,219.9,0.99655,310.7,0.35172,126.3,0.45172
"MIR218-2",1,107.8,0.6069,314.6,0.06552,313.4,0.32759,117.2,0.8
"MIR219-2",1,106.8,0.67931,303,0.13448,276.1,0.86552,124.1,0.51724
"MIR220C",1,108.4,0.57241,250.1,0.93448,297.1,0.57241,122,0.5931
"MIR221",1,1847.4,0,16049.8,0,6486.9,0,483.1,0
"MIR222",1,106.2,0.71379,296,0.17931,421.4,0.01034,132.2,0.30345
"MIR223",1,115.2,0.17931,257.1,0.85517,306.2,0.40345,105.5,0.98966
"MIR224",1,104.4,0.78621,249.7,0.93448,295.3,0.6,115.8,0.87586
"MIR2276",1,118.2,0.1069,823,0,372.1,0.02414,131.6,0.31034
"MIR2278",1,113.7,0.23793,297.7,0.16897,364.5,0.03103,113.8,0.92759
"MIR23B",1,118.7,0.1,302.2,0.14138,377.4,0.01724,125.6,0.47241
"MIR24-1",1,111,0.40345,290,0.26552,1403,0,162.5,0.01724
"MIR24-2",1,116.8,0.15172,425.1,0,374.2,0.02414,125.2,0.48276
"MIR25",1,129.2,0.00345,734.9,0,473.3,0.0069,148.8,0.05517
"MIR26A1",1,118.3,0.10345,266.7,0.63793,319.2,0.25862,144,0.0931
"MIR26A2",1,108.4,0.57241,309.3,0.08621,297.6,0.56897,124.2,0.51034
"MIR26B",1,108.2,0.58621,251.2,0.93103,332.8,0.15172,140.8,0.12759
"MIR27A",1,119.5,0.07931,418.4,0,315.5,0.3,129.7,0.34483
"MIR27B",1,115.5,0.17241,259.9,0.8069,621.6,0,135.1,0.24828
"MIR296",1,112.7,0.29655,294.3,0.1931,292.7,0.63793,121.6,0.62414
"MIR297",1,105.4,0.75172,268.9,0.6069,342.5,0.11034,111.2,0.95172
"MIR298",1,107.9,0.59655,276.1,0.47931,287.7,0.71379,99,1
"MIR299",1,108.1,0.58621,257.8,0.84138,297.9,0.56552,134.5,0.26207
"MIR29A",1,112.4,0.31379,545.2,0,525.7,0.0069,148,0.05862
"MIR29B1",1,105.3,0.75172,292,0.23448,348.3,0.07586,148.2,0.05517
"MIR300",1,116.9,0.14828,373,0.00345,388.6,0.01379,128.1,0.36897
"MIR301A",1,113.3,0.26897,342.5,0.01379,396.8,0.01379,134.7,0.25862
"MIR301B",1,110.4,0.45172,301.8,0.14138,305,0.42069,124.4,0.50345
