"Symbol","n","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval"
"7A5",1,285.8,0,278.7,0.41724,352.7,0.05517,127.6,0.39655
"A1BG",1,104.3,0.7931,308.8,0.09655,324.6,0.21034,155.7,0.02414
"A1CF",3,108.333333333333,0.533336666666667,269.366666666667,0.631036666666667,320.933333333333,0.34138,123.366666666667,0.551726666666667
"A26C3",1,104,0.79655,270.5,0.58621,302.8,0.46552,136.9,0.2069
"A2BP1",4,111.375,0.4293125,277.75,0.4767225,317.825,0.3431025,129,0.41207
"A2LD1",1,140.4,0,3065.7,0,2149.1,0,156.5,0.01724
"A2M",1,6296.6,0,369.1,0.00345,1759.5,0,2190.3,0
"A2ML1",1,110.4,0.45172,302.8,0.13793,245.1,1,122.1,0.58966
"A3GALT2",2,109.55,0.49483,295.65,0.21897,315.2,0.489655,119.6,0.62414
"A4GALT",1,162,0,410.3,0.00345,5124.7,0,1617.4,0
"A4GNT",1,106.9,0.67241,315.5,0.06207,322.3,0.22759,125.1,0.48966
"AAA1",5,113.1,0.38,281.98,0.417932,322.86,0.254482,133.66,0.306898
"AAAS",1,152.4,0,1253.6,0,1730.5,0,308.4,0
"AACS",1,269.3,0,4733.9,0,5359.8,0,406.9,0
"AADAC",1,129.7,0.00345,333.7,0.01724,1106.9,0,358.3,0
"AADACL1",2,1166.75,0,9365.45,0,11510.05,0,1646.95,0
"AADACL2",1,123.7,0.02069,286.7,0.31034,293,0.63793,127.6,0.39655
"AADACL4",1,135.8,0,338.6,0.01379,386.5,0.01379,142.4,0.11034
"AADAT",3,144.433333333333,0.296553333333333,811.233333333333,0.0896566666666667,1577.36666666667,0.0735633333333333,145.433333333333,0.210343333333333
"AAGAB",1,900.1,0,15007.5,0,13908.3,0,720.2,0
"AAK1",2,354.15,0.010345,4974.4,0.006895,3887,0.07931,225.4,0.46207
"AAMP",1,565.5,0,7788.2,0,9986.4,0,1074.6,0
"AANAT",1,117.1,0.13793,240.1,0.97586,251.4,0.9931,126.6,0.44828
"AARS",1,5104.5,0,29387,0,32598.1,0,4819.7,0
"AARS2",1,971,0,8114.9,0,8497.7,0,1436.5,0
"AARSD1",1,1140.7,0,12952.1,0,13699.6,0,2770.4,0
"AASDH",1,321.3,0,11739.1,0,11845.1,0,366.2,0
"AASDHPPT",1,2137.6,0,9680,0,12051.5,0,2167.8,0
"AASS",2,173.35,0.118965,1238.65,0.031035,3209,0.00517,436.5,0.17931
"AATF",1,3718,0,20722.5,0,25029.1,0,7976.4,0
"AATK",2,134,0.006895,521.1,0,306.4,0.41724,124.45,0.531035
"ABAT",3,278.766666666667,0.16092,3260.53333333333,0.0885066666666667,691.9,0.190803333333333,136.733333333333,0.228736666666667
"ABCA1",1,2791.4,0,10683.5,0,12676.5,0,6346.1,0
"ABCA10",2,213.05,0,1133.3,0,1071,0,184.5,0.018965
"ABCA11",1,123.5,0.02069,1217.6,0,2107.4,0,161.2,0.01724
"ABCA12",2,113.15,0.324135,279.3,0.437935,490.1,0.00862,125.65,0.468965
"ABCA13",1,108.5,0.56207,288.7,0.28276,1459.7,0,150,0.05517
"ABCA2",2,208.1,0.20517,2199.65,0.001725,2841.7,0.01724,344,0.17414
"ABCA3",1,438.2,0,7580.3,0,4751.5,0,367.9,0
"ABCA4",1,142.4,0,572.1,0,636.5,0,130.7,0.32414
"ABCA5",3,137.333333333333,0.12414,1028.3,0,1638.73333333333,0,272.466666666667,0.21839
"ABCA6",2,140.5,0.001725,373.35,0.00862,6250.9,0,847.8,0
"ABCA7",3,127.666666666667,0.14368,1773.93333333333,0.00459666666666667,963.633333333333,0.04253,130.533333333333,0.489653333333333
"ABCA8",2,186.1,0.001725,917.7,0,371.4,0.02931,145.35,0.07414
"ABCA9",2,121.9,0.031035,304.65,0.131035,557.7,0.02414,186.6,0.00862
"ABCB1",2,113.5,0.27069,307.6,0.446555,325.95,0.434485,126.2,0.47931
"ABCB10",1,2668.6,0,10068.4,0,9763.9,0,3672.3,0
"ABCB11",1,113.4,0.26552,284.7,0.33448,293.3,0.63448,116.1,0.86552
"ABCB4",1,110.1,0.48276,331.4,0.01724,344.8,0.09655,143.1,0.1069
"ABCB5",1,101.9,0.88966,302.4,0.13793,310.6,0.35517,117.9,0.75862
"ABCB6",1,556.9,0,7399.5,0,12241.8,0,1900.9,0
"ABCB7",1,457.7,0,7136.2,0,7428.7,0,471.2,0
"ABCB8",1,200.7,0,3719.9,0,6490.1,0,434.3,0
"ABCB9",3,227.866666666667,0.16207,2314.33333333333,0.0563233333333333,1318.13333333333,0.0252866666666667,164.533333333333,0.209193333333333
"ABCC1",2,202.1,0,3900.85,0,18756.75,0,1619.65,0
"ABCC10",1,473.2,0,2660.9,0,5320.5,0,942,0
"ABCC11",3,115.133333333333,0.333333333333333,357.766666666667,0.02069,433.366666666667,0.02069,135.166666666667,0.283906666666667
"ABCC12",1,110.8,0.41034,274.9,0.50345,285.7,0.74828,130.7,0.32414
"ABCC13",2,113.9,0.470685,303,0.17586,326.4,0.24138,125.6,0.467245
"ABCC2",1,180.3,0,4266.6,0,803.8,0,120,0.66552
"ABCC3",1,169.9,0,932.5,0,4381.7,0,175.4,0.00345
"ABCC4",2,648.6,0,4470,0,3981.75,0,454.8,0
"ABCC5",3,515.733333333333,0,7300.63333333333,0,7933.8,0,873.533333333333,0
"ABCC6",5,124.38,0.217242,371.08,0.346894,629.22,0.188964,134.16,0.432414
"ABCC6P1",1,109.4,0.5,361.7,0.00345,311.9,0.33793,112.2,0.94138
"ABCC6P2",1,125.4,0.01724,365.3,0.00345,398.6,0.01034,140.6,0.13793
"ABCC8",1,116.3,0.15172,1204.6,0,274.8,0.87931,124.8,0.49655
"ABCC9",3,121.933333333333,0.1977,302.266666666667,0.166666666666667,396.433333333333,0.310346666666667,135.2,0.24368
"ABCD1",1,390.2,0,2715,0,9119.5,0,2452.8,0
"ABCD2",2,111.65,0.44138,279.55,0.408625,340.3,0.129315,122.95,0.56379
"ABCD3",1,148.1,0,3722.4,0,3705.5,0,145.3,0.07586
"ABCD4",2,143.9,0.010345,642.8,0,718.15,0.00345,190.55,0.03793
"ABCE1",2,613.75,0,11653.05,0,13007.4,0,740.95,0.001725
"ABCF1",2,4743.75,0,18308.25,0,18868.4,0,4540.55,0
"ABCF2",3,864.733333333333,0,8881.43333333333,0,10153.8333333333,0.00344666666666667,2257.03333333333,0.1023
"ABCF3",1,346.7,0,6628.2,0,12663.6,0,1294.5,0
"ABCG1",6,355.65,0.492528333333333,1730.3,0.266091666666667,3376.21666666667,0.16839,1412.73333333333,0.344251666666667
"ABCG2",1,124.3,0.02069,367.1,0.00345,6202.5,0,936.1,0
"ABCG4",1,154.1,0,1998.7,0,591.7,0,145.5,0.07241
"ABCG5",1,115.2,0.17586,292.5,0.22414,343.2,0.1069,136.2,0.22414
"ABCG8",1,119.5,0.08276,297,0.17241,306.3,0.4,116.3,0.84828
"ABHD1",1,114.5,0.21379,320.9,0.02759,325.2,0.21034,136.5,0.21724
"ABHD10",1,1254.7,0,20809.3,0,19177.5,0,1510.4,0
"ABHD11",3,190.633333333333,0,7928.33333333333,0,4658.46666666667,0,206.766666666667,0.01494
"ABHD12",3,673.966666666667,0,7663.7,0,12075.0666666667,0,2045.96666666667,0
"ABHD12B",3,114.166666666667,0.320686666666667,293,0.233333333333333,339.3,0.263216666666667,126.4,0.5023
"ABHD13",2,150.95,0,1590.25,0,1676.65,0,165.45,0.031035
"ABHD14A",1,262,0,3878.2,0,7644.5,0,927.3,0
"ABHD14B",1,686.5,0,13700.1,0,17486.9,0,2004.7,0
"ABHD15",1,872.6,0,8554.3,0,8547.2,0,1583.2,0
"ABHD2",3,136.933333333333,0.0137933333333333,989.5,0,3226.46666666667,0,291.933333333333,0
"ABHD3",1,1269.5,0,11032.7,0,10154.9,0,1070.3,0
"ABHD4",1,315.9,0,7674.4,0,15359.6,0,2590.7,0
"ABHD5",1,203.1,0,8068.1,0,9912.1,0,210.7,0
"ABHD6",1,1307.3,0,11752.7,0,14721.9,0,3072.1,0
"ABHD7",1,763.5,0,7230.7,0,8684.6,0,1379,0
"ABHD8",1,128.8,0.00345,3331.2,0,3484.2,0,172.9,0.0069
"ABHD9",1,173.2,0,365.6,0.00345,468.4,0.01034,128.6,0.36207
"ABI1",2,266.85,0,1535,0,1992.25,0.001725,451.55,0.006895
"ABI2",3,1129.33333333333,0,9452.86666666667,0,8827.3,0,929.066666666667,0
"ABI3",1,105.1,0.76207,280.7,0.37931,501.5,0.0069,136.2,0.22414
"ABI3BP",1,226.7,0,270.1,0.58621,7711.2,0,1324,0
"ABL1",3,463.233333333333,0,7585.86666666667,0,8234.5,0,650.366666666667,0
"ABL2",3,240.433333333333,0.00344666666666667,2169.6,0,7538.96666666667,0,773.6,0
"ABLIM1",4,600.5,0,4092.65,0.077585,11313.275,0.006035,4231.925,0.18362
"ABLIM2",1,223.3,0,1421.2,0,2178,0,1095.6,0
"ABLIM3",1,130.7,0.00345,441,0,3738.7,0,245.6,0
"ABO",1,194.7,0,290.1,0.26207,8660.8,0,1613.6,0
"ABP1",1,114.1,0.23103,279.1,0.41379,367.3,0.02414,143.3,0.1
"ABR",3,778.533333333333,0,4074.56666666667,0,4362.16666666667,0.0023,1060.36666666667,0.00804666666666667
"ABRA",1,112.1,0.34483,325.4,0.01724,413.6,0.01034,123.6,0.54138
"ABT1",1,287.9,0,1723.2,0,1403.5,0,374,0
"ABTB1",2,161.15,0,2693.6,0,3728.95,0,210.55,0.006895
"ABTB2",1,117,0.14483,570.4,0,3108.1,0,173.4,0.0069
"ACAA1",1,612.5,0,6230,0,11711.3,0,3605.2,0
"ACAA2",1,7289.8,0,29062.3,0,20238.1,0,4271.3,0
"ACACA",3,913.4,0.03678,12066.8,0,8543.8,0.0023,622.466666666667,0.04023
"ACACB",1,254.2,0,8580.9,0,5823.7,0,146.6,0.06207
"ACAD10",1,192.5,0,3367.9,0,3040.5,0,422.1,0
"ACAD11",1,6681.1,0,19073.7,0,9761.6,0,2985.2,0
"ACAD8",2,416.35,0.001725,2421.25,0,3087,0,686.7,0.006895
"ACAD9",1,9356.3,0,19959.9,0,18455,0,10478,0
"ACADL",1,107.7,0.61034,259.1,0.82414,336,0.13448,127.6,0.39655
"ACADM",2,1919.8,0,14297.6,0,14881.75,0,3159.3,0
"ACADS",1,201.9,0,2618.3,0,2192.6,0,378.4,0
"ACADSB",1,130.1,0.00345,2733.2,0,2476.9,0,145.4,0.07241
"ACADVL",3,2189.36666666667,0,11699.4666666667,0,11902.4333333333,0,3541.9,0.00115
"ACAN",1,103.2,0.85517,285.1,0.33448,289.1,0.6931,107.8,0.98276
"ACAP1",1,161.4,0,391.3,0.00345,347.7,0.07586,143.8,0.0931
"ACAP2",1,837.2,0,17263,0,14834.5,0,676.3,0
"ACAP3",1,125.9,0.01379,1008.8,0,2035.1,0,152.8,0.03793
"ACAT1",1,11950.5,0,20492.2,0,18805.5,0,11291,0
"ACAT2",2,3917,0,9094.7,0,7241,0,3440.85,0.38793
"ACBD3",1,1233.3,0,9349.4,0,10118.8,0,2037.3,0
"ACBD4",1,135.1,0,623.6,0,575.2,0,172.8,0.0069
"ACBD5",3,190.233333333333,0.244826666666667,2359.66666666667,0,4960.8,0,478.166666666667,0.01954
"ACBD6",1,1987.7,0,16726.6,0,16891.1,0,2917,0
"ACBD7",2,401.9,0,5040.4,0,2091.1,0,232.1,0.00345
"ACCN1",1,118.3,0.10345,256,0.86897,283.9,0.76897,114.1,0.92759
"ACCN2",2,389.6,0.348275,6503.35,0.07069,3995,0.031035,335.75,0.34655
"ACCN3",2,129.95,0.03793,1029.4,0,408.05,0.012065,132.3,0.313795
"ACCN4",3,117.733333333333,0.188503333333333,376.5,0.0482766666666667,305.8,0.5046,123.3,0.572413333333333
"ACCN5",1,112.7,0.29655,301.1,0.14138,331.6,0.16552,167.7,0.01379
"ACCS",1,977.4,0,7937.3,0,13520.3,0,4334.8,0
"ACCSL",2,102.8,0.846555,270.45,0.57931,323.2,0.25,120.8,0.67069
"ACD",1,1055.5,0,8199.3,0,12927.7,0,4845.6,0
"ACE",3,141.7,0.0885066666666667,614.966666666667,0.135633333333333,305.9,0.45977,131.133333333333,0.343676666666667
"ACE2",1,112.2,0.33103,262,0.74828,1019.4,0,139.8,0.15172
"ACER1",2,105.8,0.69655,295.6,0.20345,297.15,0.56724,121,0.646555
"ACER2",2,264.6,0,2412.85,0,2281.05,0,333.05,0
"ACER3",1,145.8,0,2127.1,0,3724.8,0,178.4,0.00345
"ACHE",2,129.9,0.13276,936.45,0,709.4,0.01207,147.35,0.268965
"ACIN1",1,455,0,5923.4,0,5859.1,0,527.5,0
"ACLY",2,5864.05,0,16104.55,0,15622.9,0,6068.35,0
"ACMSD",1,123.7,0.02069,302.8,0.13793,300.2,0.52759,116.4,0.82414
"ACN9",2,282.4,0,7780.15,0,3799.8,0,176.2,0.04655
"ACO1",1,1391,0,10034.4,0,10923.3,0,1607.9,0
"ACO2",1,139.1,0,6032.5,0,10225.8,0,325.4,0
"ACOT1",2,120.95,0.301725,513.95,0.11207,340,0.12069,133.3,0.318965
"ACOT11",2,203.35,0.04138,1127.45,0.001725,942.8,0.00517,147.15,0.110345
"ACOT12",1,99.8,0.93793,282.9,0.34138,305.9,0.41034,139.3,0.15517
"ACOT2",2,1046.85,0.28276,6963.3,0.00862,3274.4,0.106895,616.8,0.39655
"ACOT4",1,144.5,0,575.1,0,2933.6,0,188.6,0.00345
"ACOT6",1,110.5,0.43793,325.1,0.01724,295.4,0.6,124.6,0.5
"ACOT7",6,253.083333333333,0.146553333333333,3164.5,0.03046,4308.73333333333,0.0764366666666667,442.816666666667,0.319541666666667
"ACOT8",1,145.2,0,2843.2,0,6683.7,0,393.2,0
"ACOT9",2,2243.15,0,8484.6,0,8798.55,0,2079.95,0
"ACOX1",3,196.533333333333,0.312643333333333,1772.83333333333,0.00574666666666667,1744.3,0.00459666666666667,190.733333333333,0.0367833333333333
"ACOX2",1,689.3,0,5953.9,0,2727.1,0,436.7,0
"ACOX3",1,111,0.40345,336.2,0.01379,448.9,0.01034,129.5,0.34828
"ACOXL",1,134.1,0,276.5,0.47931,285.7,0.74828,125.9,0.46552
"ACP1",2,4724.7,0,19253,0,17920.7,0,5349.95,0
"ACP2",1,747.2,0,6929.2,0,7490.8,0,1841.9,0
"ACP5",1,108,0.58621,292.4,0.22414,346.6,0.08276,146.4,0.06552
"ACP6",1,3913.1,0,16806.3,0,16492.1,0,5426.4,0
"ACPL2",2,201.55,0,4760.2,0,1201.5,0,147.8,0.07414
"ACPP",1,185.6,0,276.6,0.47931,344.3,0.10345,135.9,0.22759
"ACPT",2,132.1,0.07586,363.75,0.084485,301.85,0.48793,135.75,0.22931
"ACR",1,108.1,0.58621,280.1,0.3931,304.6,0.43103,137.7,0.1931
"ACRBP",1,113.3,0.26897,340.1,0.01379,362.4,0.03448,155.1,0.02414
"ACRC",1,156.9,0,1886.1,0,7038,0,319.2,0
"ACRV1",2,106.4,0.684485,301.55,0.19483,410.25,0.01034,131.25,0.368965
"ACSBG1",1,105.1,0.75862,333,0.01724,417.6,0.01034,118.4,0.73448
"ACSBG2",1,104.7,0.77931,280.2,0.38966,299.5,0.54138,113.8,0.92759
"ACSF2",1,210.2,0,2648.8,0,752.5,0,161.2,0.01724
"ACSF3",1,124.7,0.02069,522.1,0,349.5,0.07241,148.5,0.05517
"ACSL1",1,201.5,0,1314.1,0,663.1,0,164.3,0.01379
"ACSL3",3,2157.36666666667,0,13845,0,13202.4,0,3438.26666666667,0
"ACSL4",4,491.475,0.1301725,4208.325,0.218965,6579.175,0.006035,1122.775,0.1275875
"ACSL5",5,462.8,0.166896,399.54,0.253104,6963.42,0.081378,2142.54,0.111036
"ACSL6",4,121.6,0.2362075,270.7,0.5818975,358.925,0.19914,137.225,0.418965
"ACSM1",1,97.4,0.96897,259.1,0.82759,284.9,0.75517,120.8,0.63793
"ACSM2B",2,103.6,0.827585,277.15,0.46724,323.65,0.306895,139.5,0.163795
"ACSM3",3,167.366666666667,0.275863333333333,737.066666666667,0.127586666666667,534.533333333333,0.173563333333333,123.933333333333,0.573563333333333
"ACSM5",1,113.5,0.26207,261.5,0.76552,285.4,0.74828,115.8,0.87586
"ACSS1",1,542.2,0,2583.3,0,10749,0,1124.7,0
"ACSS2",4,2426.425,0.0948275,8992.675,0.2172425,9361.425,0.1405175,3696.025,0.14138
"ACSS3",1,119.4,0.08276,310.5,0.08621,303,0.46207,120.3,0.65172
"ACTA1",1,104.4,0.78621,412.4,0,313.6,0.32414,118.1,0.75517
"ACTA2",1,6671.9,0,11203.9,0,16748.8,0,4694.3,0
"ACTB",2,18559.15,0,33793.2,0,32049.8,0,19489.05,0
"ACTBL2",1,141.3,0,1015.9,0,443.6,0.01034,135,0.25517
"ACTC1",1,123.5,0.02069,327.7,0.01724,555.3,0.00345,137.2,0.20345
"ACTG1",1,11863.8,0,14942.7,0,12708.5,0,9295,0
"ACTG2",1,408.1,0,838.3,0,14891.7,0,131.8,0.3069
"ACTL6A",2,3832.85,0,15339.95,0,11741.8,0,3246.6,0
"ACTL6B",1,109.8,0.48621,277,0.46897,316.8,0.27931,119.5,0.68276
"ACTL7A",1,105.6,0.74483,252.1,0.92414,266.8,0.94138,116.6,0.81724
"ACTL7B",1,110.6,0.42759,272.2,0.55517,297.8,0.56897,114.3,0.92414
"ACTL8",1,104.8,0.77931,283.7,0.34138,332.4,0.15172,148.4,0.05517
"ACTN1",1,1698.9,0,26978.2,0,31174,0,2499.2,0
"ACTN2",1,109.9,0.48621,285,0.33448,295.4,0.6,123.4,0.55172
"ACTN3",1,110,0.48621,348.3,0.0069,311.2,0.34138,120,0.66897
"ACTN4",1,4293.7,0,19786.3,0,26676.7,0,8824.2,0
"ACTR10",1,219.5,0,5320,0,5849.8,0,319.7,0
"ACTR1A",1,711.4,0,7449.1,0,13257.7,0,2855.3,0
"ACTR1B",1,2017.3,0,19503.6,0,19078.2,0,3541.3,0
"ACTR2",1,5516.1,0,9315.2,0,9002.2,0,5679.6,0
"ACTR3",1,3452.2,0,13862.1,0,14741.2,0,4354.7,0
"ACTR3B",3,200.066666666667,0,2219.73333333333,0,1573.46666666667,0,189.033333333333,0.02069
"ACTR5",1,388.6,0,2466.3,0,3363,0,824.6,0
"ACTR6",1,5188.7,0,19503.6,0,18828.5,0,5500.8,0
"ACTR8",1,191.5,0,2796.3,0,2597.9,0,231,0
"ACTRT1",1,120.5,0.05862,282.7,0.34138,397.7,0.01379,148.3,0.05517
"ACTRT2",1,116.9,0.14828,261.5,0.76897,296.8,0.57241,108.1,0.97931
"ACVR1",1,1207.1,0,8129.7,0,14705.8,0,4455,0
"ACVR1B",4,143.5,0.1215525,1461.25,0.0405175,1574.4,0.0068975,164.95,0.14655
"ACVR1C",1,108.7,0.53793,311.3,0.07586,464.5,0.01034,127.3,0.41034
"ACVR2A",2,161.8,0,2648.75,0,4138.8,0,276.9,0
"ACVR2B",1,101.5,0.8931,451.3,0,569.7,0.00345,120.1,0.65862
"ACVRL1",2,413.5,0.25517,1074.7,0.00345,9864.3,0,9150.7,0
"ACY1",1,401.4,0,10121.9,0,12741.8,0,1624.6,0
"ACY3",1,109.4,0.50345,309.4,0.08621,456.3,0.01034,141,0.12759
"ACYP1",3,603.066666666667,0,8076.7,0,7515.1,0,712.133333333333,0.00115
"ACYP2",2,493.9,0,5686.1,0,6518.95,0,1301.95,0
"ADA",1,2876.4,0,20095.8,0,15433.7,0,4546.6,0
"ADAD1",1,111.8,0.36552,272.2,0.55517,291,0.66552,124.9,0.49655
"ADAD2",1,98.4,0.96552,297.2,0.17241,319.2,0.25862,106.6,0.98621
"ADAL",1,182.3,0,1531.3,0,2710.8,0,307.8,0
"ADAM10",2,3620.75,0,13803.1,0,13746.9,0,4476.2,0
"ADAM11",1,360.1,0,3355.1,0,441,0.01034,145.7,0.06897
"ADAM12",3,131.266666666667,0.0965533333333333,272.466666666667,0.63333,331.333333333333,0.36322,119.633333333333,0.66207
"ADAM15",3,884.266666666667,0,12866.0666666667,0,16854.9666666667,0,3290.96666666667,0
"ADAM17",2,1214.4,0,16319.4,0,15433.85,0,1424.5,0
"ADAM18",1,104.1,0.79655,295.7,0.17931,306.2,0.40345,114.7,0.91379
"ADAM19",3,152.266666666667,0.188506666666667,689.866666666667,0.45977,3258.63333333333,0.186206666666667,328.3,0.367816666666667
"ADAM2",1,116.6,0.15172,313,0.06897,324.9,0.21034,145.2,0.07586
"ADAM20",1,104.3,0.7931,285.8,0.32069,365.4,0.02759,148.9,0.05517
"ADAM21",1,119.3,0.08276,386.2,0.00345,631.9,0,122.7,0.57241
"ADAM21P",1,105.2,0.75862,288.2,0.28966,312.9,0.32759,137.7,0.1931
"ADAM22",3,145.8,0.329883333333333,2066.16666666667,0.00459666666666667,355.5,0.216093333333333,129.133333333333,0.391953333333333
"ADAM23",1,104.6,0.77931,329.5,0.01724,268.2,0.93448,122.6,0.58276
"ADAM28",3,126.1,0.28046,265.566666666667,0.680463333333333,986.433333333333,0.229886666666667,179.233333333333,0.0643666666666667
"ADAM29",1,111.9,0.36207,267.9,0.62069,331.3,0.16552,147.3,0.05862
"ADAM30",1,121.8,0.03448,285.8,0.32069,251.7,0.9931,116.8,0.81724
"ADAM32",3,120.166666666667,0.0666666666666667,432.666666666667,0.0023,629.4,0.00344666666666667,149.366666666667,0.206896666666667
"ADAM33",2,116,0.25517,286.55,0.32586,298.75,0.55,132.75,0.28448
"ADAM3A",3,107,0.629886666666667,261.333333333333,0.752873333333333,299.233333333333,0.545976666666667,122.3,0.602296666666667
"ADAM5P",1,102.4,0.87586,291,0.25517,325.2,0.21034,129.2,0.34828
"ADAM6",1,114.8,0.1931,280.3,0.38966,328.1,0.19655,158,0.01724
"ADAM7",1,109.7,0.48966,294.5,0.1931,328.9,0.18966,114.9,0.9069
"ADAM8",1,139.8,0,604.7,0,360.8,0.03793,135.7,0.22759
"ADAM9",1,6209.2,0,19477.2,0,22093.4,0,8075.1,0
"ADAMDEC1",2,138.7,0.00345,277.5,0.51552,319,0.32414,135.6,0.237935
"ADAMTS1",1,191.7,0,454.2,0,12032.3,0,5135.1,0
"ADAMTS10",1,122,0.03103,261.1,0.78276,282.4,0.78276,135.2,0.24828
"ADAMTS12",1,104.1,0.79655,266.3,0.65172,267.2,0.93793,119.1,0.6931
"ADAMTS13",3,115.833333333333,0.252873333333333,344.633333333333,0.31954,359.366666666667,0.289653333333333,145,0.294253333333333
"ADAMTS14",2,114.1,0.274135,291.25,0.244825,447.65,0.00862,131.85,0.46724
"ADAMTS15",1,130.3,0.00345,313.6,0.06552,601.8,0,142.4,0.11034
"ADAMTS16",1,111.3,0.3931,251.9,0.92759,533.2,0.0069,130.1,0.33448
"ADAMTS17",1,114.1,0.23103,269.4,0.60345,365.7,0.02759,124.9,0.4931
"ADAMTS18",2,118.35,0.108625,297.3,0.17414,297.8,0.563795,130.6,0.49138
"ADAMTS19",1,114.7,0.2069,270.2,0.58621,276.7,0.84483,171.5,0.01034
"ADAMTS2",2,113.15,0.286205,299.35,0.18793,397.7,0.068965,136.55,0.27586
"ADAMTS20",2,117.25,0.13103,252.65,0.784485,389.2,0.182755,133.4,0.27931
"ADAMTS3",1,121.4,0.03793,296.4,0.17586,320.3,0.25172,123.3,0.55172
"ADAMTS4",1,105.3,0.75517,492.1,0,356.9,0.04483,126.6,0.44828
"ADAMTS5",1,104.9,0.77586,282.1,0.34828,290.8,0.66552,118.4,0.73448
"ADAMTS6",1,107.4,0.62759,306.6,0.11724,2234.3,0,174.5,0.00345
"ADAMTS7",2,132.8,0.05,754.55,0.001725,970.55,0.00517,190.9,0.236205
"ADAMTS8",1,110.3,0.46207,316.9,0.05517,280.2,0.82759,135.9,0.22759
"ADAMTS9",1,99.6,0.93793,264.8,0.66897,257.9,0.98276,150.2,0.05517
"ADAMTSL1",5,114.3,0.366898,338.44,0.109654,388.88,0.122756,123.06,0.575862
"ADAMTSL2",1,111.8,0.36552,274.5,0.50345,513,0.0069,119.3,0.68966
"ADAMTSL3",1,113.1,0.26897,346.3,0.0069,375.1,0.02414,128.9,0.35862
"ADAMTSL4",3,185.133333333333,0.22299,2289.86666666667,0,737.233333333333,0,190.266666666667,0.0942533333333333
"ADAMTSL5",1,270.4,0,2515.7,0,1988.4,0,236,0
"ADAP1",1,120.6,0.05172,540.1,0,625.7,0,129.6,0.34828
"ADAP2",1,196.3,0,3623.7,0,502.1,0.0069,123.6,0.54483
"ADAR",3,2277.3,0.13793,14513.5,0.00115,19172.9666666667,0.0023,5734.1,0.0977
"ADARB1",4,1275.65,0,9386.05,0,5816.175,0,1158.075,0.014655
"ADARB2",1,123.9,0.02069,248.7,0.94138,297.2,0.57241,127.6,0.3931
"ADAT1",1,880.7,0,11107,0,16174.7,0,3422.5,0
"ADAT2",1,179,0,2112.3,0,2030.2,0,189.2,0.00345
"ADAT3",1,129.6,0.00345,632.9,0,1027.9,0,142.3,0.11034
"ADC",1,284.2,0,4839.1,0,2649.7,0,321.5,0
"ADCK1",1,116.2,0.15172,515.7,0,615.1,0,142,0.11379
"ADCK2",1,5133.4,0,20161.8,0,17387,0,3282.9,0
"ADCK4",1,581.3,0,6660,0,4421.7,0,827.3,0
"ADCK5",1,216.5,0,1305.5,0,1946.4,0,375.3,0
"ADCY1",2,115.2,0.272415,264.65,0.689655,283.1,0.763795,132.4,0.34655
"ADCY10",1,113.1,0.27241,373.1,0.00345,426.2,0.01034,121.8,0.61724
"ADCY2",1,116.9,0.14828,276.1,0.47931,344,0.10345,134.6,0.25862
"ADCY3",1,484,0,10911.7,0,8182.1,0,388,0
"ADCY4",1,137.9,0,310.7,0.08276,415.1,0.01034,127,0.43448
"ADCY5",1,154.1,0,655.4,0,417.6,0.01034,155.3,0.02414
"ADCY6",2,631.3,0,6394,0,7484.65,0,1202.9,0
"ADCY7",1,199.3,0,2799.8,0,1109.9,0,136.5,0.21724
"ADCY8",1,102.7,0.87241,288.5,0.28966,346,0.0931,138.2,0.17586
"ADCY9",1,113.2,0.26897,710.1,0,1392.1,0,171.5,0.01034
"ADCYAP1",1,102.9,0.86897,251.4,0.93103,459.5,0.01034,141,0.12414
"ADCYAP1R1",1,100.9,0.91724,265.6,0.65862,276.1,0.86552,126.2,0.45517
"ADD1",2,2596.4,0,9790.25,0,10670.2,0,3837.05,0
"ADD2",4,118.9,0.356035,740.775,0.338795,299.875,0.5577575,129.725,0.368965
"ADD3",4,723.65,0.1551725,2003.875,0.23362,8053.3,0,2154.325,0.0034475
"ADH1A",1,115.5,0.17241,277.7,0.45517,305.2,0.41724,130.6,0.32414
"ADH1B",1,111.6,0.38276,287.5,0.3,298.5,0.55517,130.7,0.32414
"ADH1C",1,126.7,0.01379,280.4,0.38276,517.2,0.0069,138.8,0.16897
"ADH4",2,211.75,0.465515,746.25,0.24138,774.5,0.336205,176.15,0.113795
"ADH5",1,129.4,0.00345,3154.8,0,3575.6,0,140.6,0.13793
"ADH6",1,122.3,0.02414,308.4,0.1,383.7,0.01379,137,0.20345
"ADH7",1,119.8,0.07586,308.4,0.1,295.5,0.5931,136.3,0.21724
"ADHFE1",2,173.8,0,1199.8,0,1992.3,0,154.15,0.160345
"ADI1",1,4429.6,0,13416.8,0,12086.1,0,3640.8,0
"ADIG",1,103,0.86552,251.1,0.93103,280.8,0.81379,134.6,0.25862
"ADIPOQ",1,117.4,0.12759,290.7,0.25517,340.9,0.12069,148.1,0.05862
