"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"ELOVL7",0.28978831,0.6326793,0.94732036,4.8913,5.031269
"FRMPD4",-0.14693778,2.300753,0.82099707,3.4231,3.102988
"PPCDC",-0.46742764,-0.5008684,-0.55002489,9.6409,9.836628
"EPHA8",-0.43822867,-0.486205,0.03676719,3.1484,2.821748
"MEX3D",-0.89261519,-0.9844018,-0.53287406,13.6746,13.719597
"LPAR1",0.97210199,0.6850103,0.54309675,6.4341,5.988409
"TMEM14C",-0.04856956,0.6471179,0.62975925,13.1065,13.463755
"TSC22D1",-0.36379974,-0.5267413,-0.06196214,8.633,8.782426
"CRABP2",0.78319779,-0.2400438,-0.04591343,11.6858,11.27785
"SLC41A2",0.09891314,0.8006411,0.92069368,6.1236,5.766384
"EPHX1",0.33651786,-0.3861067,-0.03305501,7.873,7.651222
"NUCKS1",0.54496253,1.342879,1.47702399,13.7694,13.740445
"POLR2E",-0.45668335,-0.3195757,0.05536923,8.7819,8.577562
"FIBIN",-0.67557272,-1.057469,-0.1390447,4.3944,4.339804
"CPNE6",-0.08098935,0.2317628,0.58818247,3.3128,3.026482
"NPEPPS",0.08707375,1.5415392,1.3804355,13.1477,12.803365
"RPS20",-0.05561973,0.2557689,0.12157218,15.9229,15.967959
"EFNA2",0.1024933,-0.2797472,-0.35130821,4.1213,3.858474
"ARHGDIA",-0.62982402,-0.7906584,-0.40826921,7.1516,6.988364
"DTNA",0.6480623,-0.6872702,0.00966151,3.3128,3.400504
"SRGAP2",0.68476782,0.7146101,0.79149965,11.1171,10.611737
"BHLHE23",-1.01365256,-0.8472592,-0.85553876,11.6469,11.771011
"SQRDL",-0.10941302,0.5401419,0.53442876,11.425,11.555213
"MYOZ1",0.3506597,0.3083086,1.44328307,3.6411,3.490365
"QARS",-0.60130868,-0.088083,0.27093748,7.2038,7.246759
"PRCC",-0.08603526,-0.3633961,0.08343561,7.2923,7.088414
"ZBTB6",1.43708182,0.6354753,0.51922026,4.8333,5.38164
"ALX1",-0.04121304,0.8125371,-0.71823148,4.2161,4.157538
"FRAP1",0.2128763,0.250033,0.25083883,8.0096,7.991256
"DR1",1.78227296,1.0717593,1.02057266,8.3018,8.282209
"LEPROT",0.44293545,1.1364326,1.00548985,8.1469,8.572006
"BCAT2",0.37790988,-0.519152,-0.32189477,9.0359,9.10468
"PLA2G15",-0.34408019,0.01469,-0.23551579,8.0264,7.951742
"HECTD1",0.55899867,1.2676548,1.21856047,11.0285,11.053555
"SYT5",0.21754265,-1.1190679,-0.99986345,3.1009,2.975039
"CDCP1",-0.37489458,-0.296876,-0.4148021,5.2313,6.041725
"RPS4Y2",0.36204962,0.2120621,-0.31351549,2.226,2.289684
"APPL1",0.06103845,1.094643,0.5366598,5.4839,5.416154
"ASCC1",0.36606216,0.2233055,0.44049283,8.0018,8.142137
"NUP210",-0.12335356,-0.3710232,-0.32486716,8.1576,8.050876
"CCNB1",0.60880817,0.4384723,0.50723289,13.3662,12.761511
"FBXL14",-0.76631436,-1.2490416,-1.18504653,5.0197,4.689818
"KCNV2",0.09220428,0.1419991,0.54983982,4.1808,4.143966
"TSPAN3",0.33416203,0.4794617,0.48580298,11.5942,11.410637
"VNN2",0.424601,0.4439856,0.1124418,5.9351,5.778174
"SLC35D1",0.46543339,0.5443587,-0.11106461,5.8218,5.333452
"OPALIN",0.60233658,0.4570154,0.31059637,2.7479,2.482512
"N-PAC",-0.42116536,-0.0991779,0.3354575,7.3006,6.99891
"CORO1A",-0.55178788,-0.1845459,-0.23278862,9.1523,9.045556
"UFM1",0.39861718,0.4270396,1.2213467,5.745,6.49102
"SLC35E3",0.39843872,1.5537335,1.28603058,7.2583,6.850637
"MIF",-0.09919555,0.1318878,0.12588399,16.0331,15.950278
"PHF13",0.19665966,-0.7380777,-0.76827629,10.9864,10.840613
"N6AMT2",-1.03828864,-0.7309386,-0.6839081,8.9815,8.837
"P4HTM",-0.87626848,-1.1262458,-1.08280593,7.38,7.441121
"RHEB",0.64005129,0.6133228,0.68708349,11.2274,11.453078
"PAX9",0.31882725,-0.6781338,-0.79501669,5.1967,5.529853
"FAM13B1",0.44666842,0.6581823,1.21989769,7.3463,7.291414
"TRAT1",-0.09669827,0.9526275,-0.23287499,3.1484,3.211379
"GGPS1",0.48784996,0.3570169,0.36611886,10.1857,10.563415
"GJB5",-1.7372394,0.8515431,0.55296494,8.2139,8.071923
"CDH9",0.54131858,0.5847507,0.16673175,2.9373,2.746771
"GARNL1",1.83098041,1.0972198,0.23766298,3.2657,3.890546
"SLC25A41",-0.15764412,-0.9435195,-1.85490931,3.5587,3.490365
"IGBP1",-0.06183918,-0.1264233,-0.10041784,9.8301,9.860083
"NAT11",-1.02167698,0.0371127,-0.26196256,7.2239,6.981674
"PARS2",-0.07380625,-0.458452,-0.704902,7.7202,7.594464
"TES",0.05908466,1.0523766,0.99174729,8.0617,8.579729
"TBC1D23",-0.06412411,1.3162917,0.99109629,8.031,8.157292
"PDE5A",-0.17245535,-0.2850933,-0.35130821,3.4886,2.289684
"P2RX7",0.55451604,-0.6505486,-0.78447877,3.6971,3.83126
"FOXA3",-0.99591455,-1.1554538,-0.86887241,4.8913,5.186303
"DDX18",0.42612565,1.1622544,0.99085911,8.9484,8.659838
"CCDC91",-0.17997679,0.7823576,0.82802343,7.4267,7.254751
"SF3A2",-0.60226583,-0.615074,-0.55804058,12.2219,12.024372
"DCK",1.54254414,0.6156335,1.01070277,7.8543,7.59727
"YKT6",-0.75958138,-0.5618688,-0.33216066,9.3505,9.232947
"SCP2",1.3821879,1.2206625,1.20541331,4.2543,3.890546
"FBXO27",-1.08799313,-0.9107923,-0.70550278,7.2946,7.48279
"CCDC88C",0.09220428,-0.5451264,0.13749199,4.048,3.923435
"KRT6B",-1.10434066,-0.3342367,-0.82908398,7.1056,6.132902
"CASP9",0.55193134,-0.9545408,-0.52058185,7.8243,7.62345
"RGMB",-0.19302849,-0.6864276,-0.95898215,7.6539,7.815601
"PMS2",0.00176412,0.299625,0.04240036,6.4274,6.666974
"ASCC2",-0.565143,-0.3257143,0.04518282,7.0012,7.591022
"HAMP",-0.38493574,-0.4402912,-0.48529696,4.9127,4.921954
"CNRIP1",-0.14851876,-0.0186219,-0.23287499,3.0299,3.313889
"P2RY8",-0.37841372,-0.0682856,0.64381132,2.226,2.164094
"FAM179A",-0.67568367,-0.6057282,-0.62980797,6.0607,5.874528
"TBC1D2B",0.43073747,0.1829599,-0.10149235,9.4727,9.408274
"IVNS1ABP",0.39483183,0.6125868,0.63293699,8.1876,8.823749
"ZNF34",-0.06248347,-0.6832444,-0.20805599,5.7933,5.964528
"PAPPA2",1.15840854,-0.7834049,-0.31351549,2.6756,2.669062
"NPHS1",0.1375413,0.4147947,0.5199572,3.8263,3.83126
"FAM65B",1.41375087,0.2317628,-0.1554911,3.3886,1.394577
"TMED3",-0.60004984,-0.1830416,-0.25018827,10.4177,10.492992
"COL2A1",0.11261001,0.5820547,0.34544919,2.6756,3.261144
"ZBTB48",-0.5566053,-1.1634367,-1.34097714,7.4213,7.463955
"HMBOX1",0.01992814,0.2104831,0.91389734,9.2069,9.17419
"CYGB",-1.03596324,-0.8326147,-0.66649505,7.2379,6.590044
"MGC33407",0.02328034,0.6354753,0.66375475,3.6411,2.912117
"FUT10",-0.7080126,0.5200527,-0.11126183,7.3366,6.85825
"TMEM110",-0.40682737,-0.1676498,-0.15894092,5.5752,5.399714
"APOA2",-0.39331542,-0.606654,-1.09179883,3.3128,2.746771
"NPAS2",0.02057252,-0.1824711,0.07892912,6.2193,6.086622
"GMNN",0.56023369,1.2986311,1.32392794,11.6052,11.50609
"KCTD16",0.69712993,-0.3613713,0.3702624,3.1009,2.382856
"RNF115",-0.62803472,-0.5060187,-0.19634819,8.5643,8.659838
"TRAF3IP3",0.36034568,0.9606918,-1.1235802,3.366,3.102988
"CACNG4",0.32688019,0.0204605,-0.11118515,4.4518,4.411479
"RNF152",0.60960312,-0.4713146,-0.63248743,3.757,3.802131
"ANKRD44",0.60233658,-0.192472,-0.30205656,2.4362,2.289684
"NRG1",-0.56456935,0.4655525,-0.08023058,3.3128,2.975039
"IFNGR1",1.02179468,1.1331201,1.18358318,10.5529,10.156539
"VPREB3",-0.38328803,-1.1038186,-1.25933428,4.9249,4.956713
"MRPS34",-0.24097522,-0.4015921,-0.40765641,13.7528,13.370604
"CACNG5",0.32134379,-0.1091761,0.31059637,3.3128,3.575997
"ZBTB1",0.19484675,1.0211638,1.23262136,5.7579,4.708013
"PREP",0.40339334,0.022837,0.1660346,9.779,9.472859
"AQP7P2",1.13392967,-0.2480499,0.34544919,3.3886,3.400504
"APITD1",-0.16429171,0.1329518,0.67711538,8.5344,8.235303
"KCNT1",-0.03203452,-0.7179348,-0.48439256,3.7842,3.641099
"PAN3",1.03634599,1.145371,1.07315009,6.6468,6.590044
"HLA-DQA1",1.81592041,-1.1466902,-1.83269393,3.587,3.452668
"TMEM136",-0.6988906,-0.3117202,-0.45681059,9.5361,10.061484
"ZAP70",1.01985334,-0.9960284,-0.54337985,3.3128,3.102988
"KRTAP9-9",-0.36546762,-0.159697,-0.93467319,2.9891,3.026482
"OR7A17",-0.29660364,-0.2971017,-0.71099532,3.5271,3.261144
"RHOH",0.28853657,-0.2850933,0.70993474,2.6756,2.975039
"EFNA5",-0.04121304,0.5633165,-0.83260171,4.7851,4.181627
"CTDSPL",0.00971272,0.8684701,0.89003055,8.2481,8.020953
"STXBP4",1.54352133,-0.2343012,1.14230964,5.4161,5.097623
"SFTA2",0.64769511,0.2424858,0.70435191,4.1213,3.923435
"FAM150B",-0.05888168,0.2120621,1.14390278,2.6756,2.382856
"USP21",0.16693144,-0.4302734,0.01665586,7.5434,7.636996
"TBCEL",0.64989814,1.2256545,1.50871122,6.6741,6.609679
"SRP54",1.06576996,0.7930745,0.80515393,8.2481,8.467125
"SVIP",0.81476009,1.7482792,0.86439353,5.5008,5.38164
"FCHSD2",-0.42507868,0.9606918,0.74516755,4.6331,4.569836
"USMG5",0.32354325,0.8119622,0.80346444,14.6999,14.450954
"SLIT2",0.72961938,-0.864882,-0.9943765,6.1404,5.48762
"GPR124",0.10230333,-1.1450349,-0.94033086,5.3198,5.846552
"SPDYA",0.50026218,0.8000428,-1.14210131,2.3199,0.443079
"CEPT1",0.78678588,-0.4231515,-0.16666332,6.9493,7.028657
"MYCL1",-0.10228824,-0.6319836,-1.51230252,3.4231,3.945592
"GPR120",0.186699,0.2071396,-0.8525901,4.2543,4.300218
"SEPT7",1.04102168,1.3441258,1.24186152,11.2009,11.107535
"UBFD1",0.30108258,0.436025,0.3434145,9.5508,9.724389
"RALA",0.97484415,1.1400853,1.09874156,9.9947,9.923069
"ZMAT2",0.0382045,-0.0440811,-0.04103012,11.073,10.983078
"PON3",0.19647104,0.8636441,0.80144436,7.4396,7.309752
"CTPS2",0.4237439,1.2092617,1.43650808,6.181,6.229933
"PRKACB",0.92883694,-0.000249,-0.21283176,5.5416,6.197311
"NCAN",-0.83735792,-0.9435195,0.12428026,3.757,3.858474
"C19orf24",-0.58491447,-0.6328505,-0.89049441,9.4805,9.278433
"FAM134B",0.75877708,1.6503374,1.96117666,3.0299,3.313889
"TPPP2",1.05886102,0.2703587,0.76686255,3.5271,2.912117
"TK1",0.15481574,0.3007135,0.3606482,14.9417,15.189071
"PLEKHA2",-0.05372074,1.4562065,1.47632745,6.5183,6.260794
"PM20D2",0.48821832,1.3458664,1.13776955,7.7463,7.817339
"ICMT",-0.02151667,-0.6196246,-0.51800223,10.4061,10.519639
"NTAN1",0.37590539,0.3885808,0.51279094,9.8567,9.823148
"TOLLIP",-0.18111414,-0.4211996,-0.0531477,4.9022,4.880156
"DDX27",0.04403648,0.3361896,0.42562021,12.7063,12.379167
"DSEL",-0.06782185,-0.5928551,0.88004475,3.757,3.534091
"KCND3",-0.05791359,0.0551533,0.23766298,2.8053,2.289684
"C6orf124",-0.73126302,-0.6286803,-0.79437145,4.9249,4.553233
"GPA33",-0.36546762,0.1207112,2.37841736,2.8733,2.482512
"VPS18",-0.83557951,0.2285132,0.06570473,9.5967,9.111269
"UCN",-0.32737047,-0.9821021,-1.07602145,4.9022,4.981431
"ATF4",-1.23837937,-1.2777063,-1.02452379,12.2592,12.957375
"ACSL3",0.59615807,-0.6101423,-0.73361947,8.9092,8.85688
"IL23A",-1.33915212,-0.3638695,-0.32320835,10.1502,10.800423
"GNG12",0.00027723,0.0492472,0.20686654,8.8767,8.959013
"A3GALT2",-0.47345914,-0.4495502,0.82333631,2.4362,2.669062
"OR7E91P",-0.88299194,0.6254217,-0.36742665,4.4696,4.143966
"LRRC46",-0.67421324,-0.3302333,-0.34137422,5.6737,5.362706
"PFKFB3",-0.2655638,-0.86948,-0.75138115,4.4843,4.484352
"RABIF",0.01291834,1.1621235,0.16714783,4.3412,4.374102
"RBM18",-0.37739225,-0.8833265,-0.91088111,11.7273,11.562095
"SEPT14",0.41631016,0.9645078,0.64320464,4.5048,4.810731
"CACHD1",0.72592108,-1.0049265,-0.72675374,4.2709,3.83126
"PAQR5",-0.3123412,-0.8367076,-1.04904691,6.9946,7.130297
"LYPLA2",0.05067195,-0.3867572,-0.08411267,7.1217,7.009099
"C5orf33",0.63736297,0.4902769,0.57819195,8.3509,8.480262
"KCNK15",-0.43231108,-0.9609513,-0.68841149,10.8034,10.538639
"SEPHS2",0.22257032,0.3547114,0.82539932,10.5087,10.298799
"ANGPTL4",-2.14860047,-1.0619963,-1.27237255,11.45,10.386574
"SALL2",0.15161701,-0.277237,-0.37763891,8.6216,7.909111
"ALOX15",1.70435424,0.4966705,0.57832826,4.1028,4.073103
"SOST",0.02489214,-0.1758604,-0.28023985,3.757,3.61357
"FREM3",-0.05888168,-0.2106158,-0.1554911,2.3199,2.482512
"ESM1",0.81451052,0.3300423,-0.45977505,4.064,4.613079
"KRT83",-1.03157776,-0.5552759,-0.50339867,9.9452,9.644088
"NTRK2",0.02489214,-0.791528,-0.44808001,3.0299,2.052759
"LRRC16A",0.589951,1.1705723,1.98197873,5.9819,5.7579
"EDNRA",-0.74754366,0.9029892,-0.28993074,2.6088,2.746771
"FAM120B",-0.10163902,0.1263332,-0.13996162,6.1943,6.015942
"MVD",-0.78406703,-0.7658145,-0.746279,8.4598,8.284178
"SLC10A1",-0.30288154,0.2703587,-0.3374903,3.4886,3.154883
"RASSF9",-0.74209571,0.2664711,-0.31351549,3.877,3.261144
"KPNA4",0.31903154,0.4335057,0.56708536,12.1396,12.200159
"SCGB2A2",-0.56456935,-0.920191,0.25276114,3.1907,2.593155
"ZADH2",-0.63124433,-0.171312,-0.05345607,9.5749,9.773926
"DCTN4",1.1266902,0.4165316,0.4324511,10.6395,10.609584
"CPSF2",-0.56022978,1.1922181,-0.95300538,4.2709,4.245898
"EXOC8",0.5135341,0.9380803,0.8563866,9.3095,9.321133
"DCTN5",-0.11270282,-0.214047,-0.34165943,7.5715,7.439383
"CHMP4C",0.54881122,1.2351114,0.82939869,7.0113,7.208039
"SUPT7L",-0.04537699,0.5217358,0.46843867,11.231,11.310805
"CCDC126",1.48692631,1.6265004,0.81695731,5.5488,5.701816
"C7orf44",-0.17505047,-0.3846559,-0.13807137,10.5037,10.60673
"CLDN4",-0.46438203,0.5403645,0.88910408,9.3125,8.707339
"EIF1AD",-0.38120133,-0.9168307,-0.94178372,8.9425,8.89812
"ITGB6",1.21516295,0.2016138,0.96782131,5.7527,5.898026
"CHD7",0.2331516,0.2340222,0.24780174,7.0972,6.807519
"ACCN4",-0.1821597,-0.2343012,0.09793141,3.8998,3.706272
"GPSM2",1.75306982,0.6254217,0.21443071,5.7823,5.684708
"TM9SF2",1.16345258,1.1324697,1.27581536,10.2164,9.861171
"ZNF511",-0.61335592,-0.3296009,-0.44185981,10.1477,10.019743
"ARFGEF2",0.67903136,0.5917187,0.63231611,7.7364,7.883878
"LINGO4",-0.83218997,-1.0529596,-0.99921188,5.5597,5.062589
"RBMS1",0.6882905,1.0655906,1.30673394,8.8838,8.770144
"TNS4",-0.06076183,0.3658446,0.34488375,12.879,12.070562
"ACSS3",-0.7411135,-1.10956,-1.42363197,3.5271,3.641099
"SLC30A4",0.16073544,-0.963769,-0.44018946,5.4161,5.234541
"PTGER3",-0.49379807,-1.2804133,-0.21894523,2.5009,2.482512
"SLC28A1",-1.07716487,0.0315451,0.52282367,4.1454,4.374102
"C19orf29",-0.50772447,-0.3259353,-0.14959618,5.2313,5.121928
"OPCML",0.11261001,0.163498,0.76683126,3.2657,3.261144
"TOMM7",0.26609624,-0.0745523,-0.14751934,14.3755,14.28829
"PKD2L2",-0.8814868,-0.3429303,-0.19236623,2.6756,1.565233
"RP11-216L13.5",-0.83218997,-0.9138245,-1.48802951,4.7709,5.049925
"ZNF70",-0.56999852,1.1170747,0.57612867,5.7002,5.416154
"KHSRP",-0.2761566,0.2002985,0.34867667,13.2417,13.249193
"NPC1L1",-0.24509255,-0.5111736,-0.36712,5.1416,4.956713
"DSCAML1",0.68648524,1.6345661,-0.81470937,3.2249,3.313889
"SPTLC1",-0.90673782,-1.5758821,-1.46401432,6.7359,7.558124
"NLRX1",-0.19374328,-0.5587488,-0.63967871,10.7233,10.657345
"ZNF568",0.7750712,1.1797557,1.24337938,4.7355,5.133203
"CYB5RL",0.27286051,0.1026238,-1.6073414,3.3128,2.382856
"ZBTB46",-0.08334147,-1.0865416,-0.57910083,4.0222,3.769096
"POLR3B",-0.16000998,1.1361468,0.95285566,8.815,8.43726
"MIOX",-0.65265288,-0.245719,-0.53032992,4.9249,4.907378
"MYO1C",-0.66611666,-0.6682352,-0.00134427,7.7463,7.83282
"UGT2B11",1.3356563,-1.3956282,0.63023272,3.757,3.102988
"ECEL1",-0.76776038,0.4282681,-0.61995747,3.9799,3.641099
"TTL",-0.39863847,-0.6781338,-0.30273311,5.6039,5.426222
"ZBTB43",-0.59592305,-0.4788054,-0.32476425,9.387,9.582312
"MAGEA6",-0.96852471,-1.2926503,-0.7904805,5.0739,4.708013
"SNED1",0.86244695,-0.145474,0.03676719,3.9241,3.706272
"KIAA1303",-0.22913791,0.1230594,0.30250991,10.007,9.300137
"SPATA6",-0.73481717,-0.4155669,0.38492463,3.8075,3.490365
"GTF2A2",0.16037573,0.2328075,0.34586251,11.3351,11.195722
"UBASH3A",0.35648561,0.5847507,-0.53687486,2.9891,2.821748
"ZNF382",0.88276456,0.6964376,2.05793499,2.7479,3.102988
"C20orf186",-0.08098935,-0.2850933,-0.13634864,3.1907,3.452668
"GRIN2D",-0.93030739,-0.9226841,-0.61042684,14.1221,13.583097
"PTRH2",-0.18228669,0.335283,0.29480285,12.1028,11.636526
"PPIB",-0.23634645,0.3945665,0.48717456,10.9572,11.141118
"FLJ45803",-0.06958253,-0.1256612,-1.15537798,4.1213,4.209102
"ITGB7",-1.15191786,0.0644489,0.01996428,8.021,8.173215
"PLD3",-0.09676904,-0.9283293,-0.74684393,8.7222,8.768903
"RGS22",0.07498138,0.3367512,0.60851979,2.9373,2.289684
"ENPP7",-1.19705167,0.2424858,-0.2319841,4.6036,4.504786
"WDR44",1.24746867,1.0754407,0.98786252,6.7254,6.395594
"VCL",0.1972159,-0.9402477,-0.87505341,7.9909,8.024151
"TAF2",1.01396662,0.9924652,0.82287925,9.6783,9.515947
"RPL8",-0.3268178,-0.6575059,-1.42417871,16.7152,16.570137
"RNF167",-0.66441558,-1.4210254,-0.80561053,7.6951,7.507833
"MED20",0.0138874,-0.176061,-0.24497251,8.3991,8.548573
"ACTN3",-0.47516271,-0.1949408,-0.20818727,6.71,6.762633
"C21orf45",0.2081419,0.8855606,0.66212434,10.5121,10.735754
"SCN8A",-0.7432972,1.131308,-0.20835428,2.8053,2.821748
"INSM1",-1.08424091,-0.6872702,-1.81673801,3.2249,2.593155
"IL12B",-0.75016938,-0.7047133,-0.42495218,2.8053,2.593155
"DDA1",-0.39230279,-1.1431491,-0.90926115,8.7808,8.684869
"LUC7L2",0.75841224,0.5872681,0.85955841,9.7949,10.109964
"RBPJL",-0.30871925,0.2851277,0.85414263,3.8998,3.261144
"AVPR1B",-0.34239267,1.4055463,0.03676719,3.1907,3.490365
"FGFR3",-0.02182166,-1.4209885,-0.19109562,4.2161,4.00252
"NARS2",0.8287841,0.4184115,0.81141197,8.5333,8.744396
"ZNF79",-0.78340366,-0.4644036,-0.4741725,6.8454,6.833851
"HADHA",-0.39743514,0.480728,-0.06628936,6.3298,6.28942
"ZNF527",-0.15438974,1.1784846,1.5028964,4.7111,4.629553
"LGR6",-0.65035311,-0.3669438,-0.76741535,5.5597,5.416154
"GTF2F2",0.28392569,0.6493639,0.56930501,11.4057,11.1657
"NEDD8",0.20081561,0.2682607,0.3477771,14.8164,14.571786
"INTS7",0.60038187,0.5791956,0.5529205,8.3455,8.377848
"LCE3B",-0.37865836,-0.9494127,-1.38020124,6.0144,6.266208
"PSMD13",-0.2533267,0.3744944,0.61837626,10.4669,10.203025
"MAP3K7IP1",-0.27793198,-0.7602542,-0.83554182,7.6491,7.25894
"PABPN1",0.21001145,0.1732682,0.28747679,12.7712,12.460614
"FAHD1",0.62417161,-0.4487578,-0.10174618,9.4196,9.212843
"F2RL3",0.21668431,-0.1091761,-0.13634864,3.3128,3.102988
"GABARAP",0.15423789,-0.4426321,-0.43712147,12.1171,12.221696
"CTSA",-0.33675492,-0.1195118,-0.00450568,10.4642,10.191984
"ABCA9",-0.56854215,0.163498,-0.45580998,2.5009,2.912117
"C19orf50",-0.51972354,-0.6897255,-0.49906182,8.5545,8.39913
"ZCCHC13",0.55925603,-0.6160772,0.11640023,3.366,2.975039
"NAP1L2",-0.74754366,1.1922181,-0.53687486,2.226,2.289684
"CTRL",-0.86332018,-0.5878538,-0.78344067,6.4664,6.058375
"FAF2",1.44011352,0.1614129,0.51578917,10.5209,10.454158
"CDGAP",0.66268618,0.5008495,-0.41471983,5.4674,5.576236
"COMMD1",-0.53995282,0.3067548,0.2820774,8.4872,8.56046
"SFTPA1B",-0.38493574,-0.2227388,-0.93228218,5.3008,4.824736
"KLHL34",-1.09511469,-0.1824711,0.07119047,4.8568,4.644663
"CD300LD",-1.07352122,-0.6780413,0.98343088,2.5009,2.052759
"C5orf20",-0.99463746,-1.0584647,0.11424282,3.1484,3.154883
"APPL2",1.51855435,1.5090948,1.60845819,6.3541,6.46458
"REEP4",-0.69299576,-0.034106,-0.09939762,9.8282,9.811062
"NOD1",0.02305525,0.0478777,-0.05984876,6.0752,6.112986
"EFHD1",-0.35566541,0.5036377,1.88241529,2.8053,3.368842
"AIFM3",-0.8512503,-0.0196982,0.08926766,3.587,3.83126
"TIMELESS",-0.37589337,0.0323243,-0.06131658,11.8595,11.969972
"LEAP2",0.07778696,-0.6053517,-1.14246212,5.6436,5.073681
"PRODH2",-0.56854215,-0.3749626,-0.75342914,3.8075,2.821748
"IDH3A",1.0172636,-0.3873709,0.47181153,6.4008,6.381729
"AMPD1",-0.62141923,-0.0202361,0.82333631,2.6756,2.912117
"KIDINS220",0.27130623,0.7063303,1.00322668,6.0144,5.874528
"IK",0.68263164,0.1204093,0.17618257,11.198,11.5603
"ELF4",-0.38414126,-0.3727592,-0.57766204,4.6492,4.613079
"RPH3AL",0.11905746,-1.3770073,-1.36854332,4.6594,4.659897
"ITPA",-0.37649125,-0.1430351,-0.2036685,11.5284,11.40214
"LPAR3",-0.43822867,2.5649843,-0.35130821,3.3886,3.154883
"SPRN",-0.62974878,-0.7326574,-0.22728939,4.3242,4.339804
"GNPDA1",0.1007196,-0.6319057,-0.41777809,7.1728,7.097618
"GALNT5",0.94276497,0.728001,0.35253857,8.5404,7.94814
"GMFG",-0.83457953,-0.1965704,-0.17220871,5.9819,5.778174
"RDH5",-0.29201749,-0.5720693,-0.63131101,5.3336,5.47276
"ORAI1",-0.27411799,-1.0671704,-1.05199764,9.5401,9.670134
"MUC15",-0.48824475,-0.2850933,-0.32023788,3.1484,2.669062
"CDC45L",-0.49783524,0.0518385,0.17928608,12.2049,12.430211
"SLC7A6",-0.3501613,0.3539068,0.13506474,8.7988,8.367568
"BVES",0.04352969,-0.4160492,-0.10161724,5.7653,5.957125
"XPNPEP2",0.04941742,-0.3682123,-1.06813004,4.3757,4.504786
"GNAZ",0.30069982,-1.1268443,-1.27634583,4.9694,4.644663
"TMEM106C",0.32771601,0.1084547,0.43380436,13.2912,13.225417
"IKBKB",-0.16689856,-0.2952102,-0.52565411,6.4664,6.898976
"RCN3",-0.56991789,-0.7997962,-0.76938223,4.2543,4.143966
"ST18",-1.03392341,-1.0891814,-0.57830712,2.8053,2.482512
"ATP6V1G2",0.13215241,-0.7954874,-0.77861009,6.2116,6.118169
"GOSR1",-0.43056595,0.2890789,0.24870298,8.3697,8.282209
"CWF19L1",-0.14384302,0.1517664,0.31115759,8.0617,7.951742
"PHF20L1",0.01401913,-0.0017191,-0.41545732,7.4525,7.789871
"KCNC2",-0.00432644,0.1275948,-0.20388119,2.3199,1.780831
"RBBP5",0.30572799,-0.4850903,-0.94729662,5.7063,5.898026
"LCT",0.08864057,-0.920191,0.92476387,3.6971,3.102988
"ZNF10",0.19372099,0.4119442,0.85029128,6.3541,6.718025
"RGS20",0.38477018,0.4519818,0.66806498,8.5404,8.442554
"TTC30B",-0.10887639,0.9813461,1.41211132,6.2504,5.752312
"COL11A1",-0.91314234,0.1207112,0.00588987,3.4544,3.211379
"RPS6KA1",-0.35782312,-0.5023509,-0.56469509,8.9577,8.725215
"SEPW1",0.2766196,0.1353438,0.20384643,14.3721,14.081482
"PPAT",0.61177968,0.7755401,0.71965117,10.65,10.463966
"RICTOR",0.79430963,0.0980074,-0.06009576,9.441,9.646171
"ICAM4",0.11487922,-0.2374801,-0.41471983,3.9799,4.073103
"TRNAU1AP",-0.42222849,0.0378436,0.00641297,8.5807,9.146462
"AICDA",1.15840854,0.5847507,0.16673175,3.2249,2.821748
"PLEKHA8",-0.00699089,0.8647139,0.41840765,5.1124,6.192153
"SLC25A45",-0.54353526,-0.6569131,-0.67951141,6.0416,5.935539
"DOCK8",-0.17312747,-0.1091761,-1.13227224,3.1484,2.821748
"ADAMTS2",-0.61784357,-0.3661879,0.12226082,4.4262,3.945592
"CGN",-0.08135159,0.0064681,-0.23165741,10.3034,9.771288
"ZBTB41",-0.34239267,-0.0186219,-0.93467319,4.6859,4.209102
"SCRT2",-1.2884184,-1.3191008,-0.93913839,8.0568,8.806887
"GPR112",-0.34662814,-1.8370132,-0.08023058,3.366,3.452668
"FNBP1L",-0.6572222,1.2638373,-0.13672733,7.25,7.492963
"ZFP3",0.82562597,0.163498,0.00966151,3.5587,3.641099
"CA12",-0.23835958,-0.6780413,-1.33054297,2.6756,2.593155
"ZNF541",0.09775598,-0.6872702,-1.41390174,2.8053,2.669062
"CHMP4B",0.57162134,-0.1894261,0.69304995,10.3054,10.266195
"PRRG4",-0.54801941,0.4938933,0.15021634,6.5085,6.401213
"CSGALNACT2",0.7750712,-0.5532984,0.01601558,6.4555,6.793138
"TANK",1.27169187,0.5851188,1.16024571,9.3721,9.315991
"SIRT6",-0.25586633,-1.2974509,-1.47327093,8.6132,8.860214
"SPEM1",-0.40785532,-0.3316797,0.76683126,3.0299,3.211379
"MTHFSD",0.21079725,-0.255952,-0.19246193,7.1761,7.452012
"ZNF81",-0.81809412,-0.3429303,1.2516632,3.6411,3.211379
"PPP1R9A",-0.02534879,1.8927059,1.67004758,7.1128,7.037518
"EP400",0.59756196,0.1750389,0.4080519,7.4776,7.533361
"CCDC59",-0.13480748,-0.1717896,-0.12714567,9.4718,10.096942
"IL13RA2",-1.47825844,-0.5627236,0.05251112,5.0739,5.898026
