"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
-7.6,10.7,15.6,17,18.4,4.5,"GRIK5"
73.5,67.1,58,62.7,177.7,199.9,"ACOT8"
147.2,95.3,43.9,65.9,234.2,220.4,"SGSM3"
28.6,22.7,60.1,120.5,85.3,56.3,"LOC654155"
17,-3.6,5.7,4.1,44.4,-1.2,"LOC728519"
-16.8,-7.3,-4.6,-9.8,-11.4,-13.9,"LOC642383"
-2.5,-5.6,9.4,-6.7,6.1,-3.3,"LOC389033"
19.3,-16.5,-18,-4.9,-14.8,-13.4,"CHN1"
1715.4,1603.4,1624.2,1482.7,115.9,167.3,"FXR1"
766,773.9,1034.2,1003.1,437,412.7,"FAM120B"
-5.5,-15,-12.9,-17.9,-13.2,-5.4,"FTCD"
10.7,-3.2,-4.8,-2.3,15.5,-3.3,"CHIA"
421.7,348.9,953.3,1008,474.7,456.4,"WDR82"
-2.6,-11.3,-11.4,-12.4,3.5,-17,"SCGB3A1"
31.6,36.3,47.6,59.2,6.6,14.6,"FSD1L"
2.8,3.2,8.9,1.4,19.3,-3.6,"WDR38"
15.5,7.3,5.2,-1.3,0.6,-14.7,"EXOC6"
31.4,17.4,44.4,29.3,11.4,4.2,"IMPG2"
-4.5,6.1,18.7,1.1,-5.8,24.4,"LOC651113"
16,34.4,48.6,55.2,-13.8,-13.8,"TMEM87B"
-16.5,-11.9,-16,0,-16.7,-3.8,"MMP27"
-9.5,11.3,-0.5,-18.6,9.9,-12.1,"EXT2"
1653.5,1688.7,808.6,1025.7,2535.4,2844.3,"LOC389672"
-11.9,-9.2,-18.1,7.8,-8.8,-4.4,"LOC650118"
3.3,-1.1,-10.8,-0.6,38.4,-3.3,"LOC729399"
40.7,22.8,15.5,11.3,41.7,59.4,"CYB561"
212.5,240.7,834.9,748.8,47.8,60,"PCYOX1"
632.3,627.4,667.7,683.2,75,124.1,"CLK1"
5,6.2,1.8,-4.2,13.7,-11.3,"WDR87"
354.4,358.8,294.6,321.5,407.9,512.8,"SLC15A4"
11.9,9,-6.4,1.1,-5.4,4.2,"ADRA1B"
21.2,15.2,14.1,17.9,37.9,2.2,"LOC728939"
10.9,-7,-1,-16.5,-1.2,-8.3,"FLJ45983"
2,-7.6,10.6,3.3,-5,3.4,"ENOX2"
40.1,6.5,68.9,83.2,52.8,26,"LOC388969"
-12.4,-12.4,0.1,-7.7,-11,28.6,"LOC442710"
19,27,4.6,-4.2,-9.1,9.8,"LOC145814"
-15,-14.5,-0.9,2.5,4.5,-16.9,"LOC644183"
19.7,17.3,27.9,39,18.6,18.7,"BLOC1S2"
3117.4,2983.7,2477.7,2722.7,281.6,325.9,"TOMM20"
314.3,342.9,233.6,229.3,483.2,530.7,"ADARB1"
-17.8,-1.7,-12.5,-5.9,-11.7,25.6,"TLR9"
4601.6,4014.8,3396.8,3231.6,699.4,1056.7,"BRIX1"
17220.1,17055,10394,11113.7,24361.1,22723,"GSTP1"
-9.2,-0.4,4,-22.7,-11.1,-9,"DKFZp779B1634"
-13.3,3.4,-13.8,14,14.2,12,"C1orf117"
18,24.5,1.7,-0.5,28.7,0.3,"LOC642047"
-4.7,-14.9,-10.6,-7.9,-7.3,-1.2,"MBD3L1"
26.5,26.1,610.5,863.4,242.8,296,"CST7"
-6.4,-3.4,-7.8,-17.6,-10.7,-11.1,"SYT8"
44,57.7,44.6,48,-15.6,4.2,"SGPP1"
1029.9,1111.9,804.8,815.1,141,229,"WBP5"
54.9,45.8,133.9,145.5,214.6,233,"LOC642255"
-15.6,0,0,-5.2,-3.3,16.3,"OR11H12"
121.7,126.2,322.3,335.4,628.4,621,"THOC6"
416.1,461.7,325,295.4,7.1,7.5,"WRN"
242.1,225.5,287.5,293.6,450.8,463.6,"NAF1"
16.6,11.6,8,3.9,13.4,26.1,"IGFL3"
0,1.7,-19.5,0.8,0.2,-4.3,"ALAD"
6.6,3.1,-14,-13.2,1.5,0.2,"PPARG"
-17,7,7.7,0,-10.6,-7.7,"LOC729759"
215.5,173.6,239,217.8,359.4,339.5,"DPH3"
279.7,210,247.8,295.7,771.8,815.6,"ARL16"
647.4,682.3,957.3,941.8,1024.7,1128.3,"ASCC2"
7882.1,8468.7,6092.4,7621.3,6711.1,6655.8,"LOC651894"
10.3,-3.6,7.9,-7.2,-5.6,3.2,"CT45A1"
6.9,22.8,1.8,10.2,37.8,17.5,"LOC643932"
875,1231.6,229.7,203.2,1380.7,1609.3,"KLF13"
-3.1,0.9,7.8,-6.9,12.1,-8.6,"DBF4B"
1512.7,1412,1460,1465.2,3130.1,3385.6,"SLC25A23"
5.5,-13.5,-4,-5.8,3.6,-15.8,"TBX6"
9.1,-10.1,-0.5,-14.9,44.4,-19.3,"LCE1A"
4.1,-5,-1.3,-13.3,3.4,-0.7,"GPR31"
-19.7,0,-6.8,-0.9,-8.9,-11.6,"NMS"
73.5,85,68.8,34.8,57.2,27.6,"CCDC123"
-4.8,13.7,164.3,38.1,-3.1,102.3,"OR1J2"
218.3,229.1,92.4,75,633.4,541.7,"WBSCR16"
15.3,-3.7,15.4,3.1,114.4,60,"PLK3"
-14.1,-23.2,-11,-1.9,-4.6,-7.3,"ZCCHC12"
7.4,18.5,-11.1,-2.6,-11.1,-4.3,"AKAP14"
360.3,319.5,409.3,411.2,193.3,159.9,"MPP6"
7.3,16.9,20.8,4.7,2.3,-17.8,"TNFSF12"
74,83.9,75.1,61.4,0.3,6.7,"KIAA0753"
1.2,-7.4,-11.2,-3.8,-5.3,2.3,"VSX1"
14,9.2,13.1,0,24,16.8,"SLCO1A2"
168,210.9,162.4,198.5,488.6,491.2,"RIPK4"
22.2,12.3,49.4,39.1,-0.5,-2.5,"LOC644978"
2.3,-12.6,-2.1,-15.8,-12.7,-23.2,"SLC7A13"
-12.4,-8.3,-1,-12.6,-4.1,-5.7,"LOC649455"
258.1,236.2,240.5,295.8,789.1,793.3,"FAM65A"
-13,-9.3,3.3,-2.7,-20.8,-6.3,"LOC649452"
-12.2,4,6.3,1.3,7.5,17.2,"LOC642659"
27.9,32.7,25.2,4.3,10.2,9.4,"LAMB3"
-0.1,-4.2,-13.2,-12.5,6.1,85,"LOC727787"
-9.4,-7.5,13.1,5.5,-4.4,-7.5,"MUC6"
18.7,17.4,97,94.6,35.5,8.2,"ZNF32"
17,21.6,37.6,22.5,83.9,22.4,"B3Gn-T6"
10.5,7.1,-5.1,0.8,3.2,47.3,"RANBP3"
847.8,924.3,635.5,680.6,1797.9,1824.5,"POP7"
-20.5,-9.8,-13.9,-16.8,-13.5,-17.7,"HEMGN"
11.6,5.9,-4.2,8.3,0,1.9,"LOC121792"
0.9,6.1,-13.5,3.3,23.9,19.6,"C11orf45"
268.6,274.4,340.2,321.1,744.6,757.5,"SLC35C1"
426.8,444.9,481.6,316.3,77.6,40.2,"COL4A3BP"
217.6,180.1,-3.4,4.9,452,446.4,"C10orf116"
-4,4.8,14,23.3,-2.2,33.8,"AHDC1"
4776.4,5065.7,5365.2,4899.7,3138.8,3225.9,"NSUN2"
962.1,1107.7,672,668,169.5,225.8,"DYM"
42.6,43,933.7,977.1,10.4,25.9,"CADM1"
1125.6,1408.7,2470.6,2424,2396.8,2388.6,"CARM1"
95.2,75.9,49.4,97.4,261.5,287.6,"MAFF"
-4.3,-10.7,-10.9,-10.7,1.4,21.3,"HLA-DQA2"
7.1,-2.8,-3.1,-12.2,-0.7,59.6,"SART1"
20.2,19.4,49.2,-9.2,53,23.3,"MTERFD3"
-7.7,-5.6,-10.9,0.5,-12.9,5.6,"MAP1B"
13.7,18.4,7.9,18.2,11.5,3.4,"CXorf27"
624.1,580.5,415,548.1,329.9,290.4,"MFF"
-17.6,-14,-4.4,-7,-15.6,3.2,"C13orf28"
21.3,0.3,-2.8,2,6.3,-9.1,"SNORD18B"
-6,-6.5,-6.4,-7.9,14.6,-5.7,"LOC648173"
-14.4,5.8,4.6,-2.4,5,2.6,"APOBEC3A"
602,738,477.5,480.3,150.3,187.5,"PAXIP1"
5188,5316.6,935.6,1095.9,3434.9,3300.3,"LAPTM4B"
8.1,13.2,5.1,15.9,-5,3.1,"LOC643903"
19547.2,19593,14981.5,15406.5,22385.8,19629.3,"LOC284821"
-2.6,11.4,1.6,14.4,19.1,29.4,"KCNK4"
14.3,3.6,9.5,25.4,-9.3,-1.6,"GEN1"
289.8,250.3,173.2,160.5,-0.8,-4.7,"PNPLA8"
7.1,-1.7,5.5,2.5,-5.2,12.1,"OR2L2"
-5.6,10,-4.2,-9,-10.8,11.3,"LOC647264"
8.5,10.4,-12,1,7.5,0,"FAM119B"
616.1,520.7,732.2,482.9,404.4,392.8,"NUDT9"
-8.7,-11.5,1.2,-10.5,10.8,2,"LOC648502"
252.2,276.5,128.3,161.7,44.2,13.6,"MAT2B"
0.8,-1.7,-6.1,10.3,43.3,11.3,"LOC650881"
8.1,7,-1.6,6.8,8.2,2.2,"SORCS1"
-4.2,-1.2,11.3,12,-9.4,2.6,"LOC650325"
1.9,-14.4,35.8,3.2,-2.7,12.6,"LOC653676"
-3.3,-4.4,-2.6,4.2,-4,-20.4,"MYOCD"
28,19.8,18.1,19.6,69.8,11,"LOC652694"
367.3,382.7,804.3,591.5,234.8,307.1,"USP49"
-6.2,0.7,17.4,16.8,17.8,7.3,"ZNF681"
12.9,20.4,9.3,7.7,15.2,3.3,"BCAN"
6.7,9.8,14.9,26.7,-9,3.9,"LOC643446"
-1.1,12.7,0.7,4,3.4,39,"ABCG8"
280.9,254.7,347.6,460.8,584.9,486.6,"STX4"
12189.8,12841.9,18635.8,18364.1,15249.6,16890.3,"TXN"
-11.2,11.9,12.8,-15.7,-15.9,-14.4,"CDKL5"
-1.7,-6.7,-3.7,-15,7.7,-5.6,"GBX2"
-10.9,-8.7,-0.3,-0.3,19.4,-11.2,"HHCM"
-10.4,-9,-10.9,0.4,5.8,-9.9,"TACR1"
139.3,125.9,116.2,134.6,320.3,300.5,"PDGFRL"
466.2,468.8,238.5,278.6,957.7,965,"PPIE"
6.7,-0.8,-2.2,32.6,-5.2,50.2,"AGL"
31.1,42.8,11.7,5,1.1,-1.1,"MYOM1"
226.5,276.3,228.5,199.2,304.5,237.6,"ZNF317"
35.7,65.1,69.3,50.4,72,17.9,"NBPF3"
-3.6,-5.2,-7.4,5.7,6.9,-23.3,"RIBC2"
1477.3,1585.8,2710.2,2970.7,295.5,323.3,"NSF"
4.1,-2.5,4.5,-7.5,9.7,-4,"LOC646879"
9.9,-10.9,-7.2,-0.4,-9.2,6.4,"LOC643359"
-20.6,-7.8,1.6,-13.4,9.5,5.8,"LOC650965"
29,23.3,-12.1,-7.7,-10.1,6.7,"CD109"
-21,-15.4,-17,-0.1,3.8,-6.6,"C10orf90"
4.8,-7.7,-7.7,-6.7,-14.6,-14.5,"WDR17"
289.7,273.7,299.6,280.9,23.4,71.4,"RBM45"
18.8,13.3,1.3,7.1,3.2,14.9,"ATXN2L"
144.7,101.7,128.3,152.3,155.7,164.5,"RPP38"
34,17,7.5,25.9,108.6,69.4,"FLJ45337"
7.8,-1.2,36.3,-2.8,41.1,10.8,"GCNT2"
68.7,86.4,88.9,60.4,149.1,120.8,"SNORD55"
1.3,-1.4,12.4,10.9,21.5,6.5,"IL8RB"
-2.5,2.6,-3.5,19.5,0.8,-3.4,"LOC646931"
16.5,18.4,28.3,70.1,62,102.5,"KIAA1026"
6170.1,6583.7,4441,5281,8905,8680,"SSR4"
-10,-1.8,7.3,12.5,1.1,-9.4,"LOC654200"
57.6,43.8,24.4,32.3,161.7,134,"ASB7"
-13.9,2.8,7.4,-9.7,4.5,-4.9,"NUDT13"
7.1,17,-2.9,33.5,-0.9,42.3,"CTSG"
-10.7,7.2,-4.6,-10.7,-11,1.4,"TSGA10"
-0.9,-3.6,-6.6,3.6,2.5,18.4,"KRTAP4-7"
-14,-4.7,-1.6,-11.9,-6.4,16.4,"MAPK8IP1"
12.9,7,40.1,42.9,16.2,22.3,"NPEPPS"
22,11.4,8.1,21.9,8.7,47.6,"CSHL1"
18050.4,19175.1,13031.8,13272.6,26112.8,25082.9,"LOC731096"
4.6,-1.4,9.8,12.2,8.3,8.6,"LOC729238"
2047.6,1971.6,1912.3,2250.6,3722.2,2962.3,"ITM2C"
-14.5,-17.7,-11.3,1.3,-13.8,-0.3,"XAGE3"
0,-11,-7.2,-11.6,1.6,-1,"CST6"
139.7,122.6,113.6,73.9,-1.7,17.1,"ARL5B"
-7,5.2,1.1,-0.1,23.7,-6,"LOC643449"
20.2,12.4,16.7,19.2,21.1,21.1,"SDC3"
-2.5,14.9,0.9,13,15.7,3.6,"TRIM16"
11,10.7,6.9,-3.2,24.8,18.9,"FLJ12529"
6.1,-3.8,-4,-12.6,-18.8,1.8,"LOC652898"
630.6,674.9,207.5,169.9,674.1,715.7,"GTF2IRD2B"
7.8,-7.5,6,8.9,8.5,17.7,"PPP2R2C"
-4.9,-9.6,-17,-1.2,-2.1,-6.1,"LOC400950"
10.8,-6.7,-18.8,-7.9,-8.1,-2,"AVPR1B"
7.9,15.9,-2.4,14.2,-8.9,-15.4,"LOC650788"
-7.5,1.1,3.7,-2.6,10.1,4.6,"LOC645168"
-8.1,10.8,6.1,-1.3,9.7,-5.8,"SSX5"
5.7,1.3,-11.6,1,-4.6,-13.3,"LOC650739"
99.2,155.5,141.1,121.3,24.5,103.5,"ATP2B4"
13.2,-0.4,-7.4,14.3,7.5,0.9,"LOC148709"
-9.4,4.2,-9.8,9.7,-8.6,19.4,"LOC650407"
9.4,-1.3,1,-8.5,-15,-6.2,"LOC644662"
878.4,805.1,1361.8,1454.2,1733.1,1872.2,"RTKN"
-3.9,-12.7,0.4,17.1,-15,-0.4,"LOC440248"
14.2,2.4,-0.7,-14,6.2,9.2,"PLXNA2"
4388.9,5155.9,2395.4,2135,5307.9,5376.2,"MYC"
1921.8,2092.3,1456.2,2051.3,262.5,353,"CREG1"
920,1091,1315.8,1180.2,961,1027.6,"PDIA6"
-7.6,-19.5,-15.1,-14.7,0.8,-12.9,"ANKRD20B"
38.2,45.3,31.9,30,-16,10.2,"KIAA1333"
503.7,534.3,312.1,317.8,94.4,86.8,"MIOS"
66.7,56.2,168.3,194.2,170.4,201.4,"SELENBP1"
33.4,12.2,18.7,37.7,-6.2,2.7,"C11orf63"
19.8,23,46.3,38.5,12.7,17.5,"SASS6"
6.6,0.1,19,-3.3,27.7,-7.4,"C20orf51"
5.1,-9.8,-9.1,-8.1,7.2,-6.3,"LOC650749"
639.7,620.1,477.8,514.7,17.7,60.7,"NT5DC1"
993,978.4,505.4,534.3,597.9,562.8,"MRRF"
72.9,72.3,78.6,85.5,91.8,44.8,"TADA2A"
14.9,15.1,13.9,29.3,115.8,66.2,"BCR"
-0.9,-0.1,2,9.9,-7.2,-5.4,"LOC649800"
54.3,83.6,183.1,220.7,41.7,0.5,"NSF"
-2.3,-1.7,7,-10,-11.5,-13.2,"SPANXB2"
447.3,582.4,506.6,250.9,326.1,374.6,"NUCKS1"
87.1,70.9,161.8,120.8,139.4,127.8,"ZNF419"
4782.3,5073.6,2760.9,3085.4,4710.1,4521.2,"MRPS15"
14.9,24.9,24.1,6.2,-8.4,68.4,"RAET1E"
28.3,22.8,94.8,48.3,27.9,37.1,"LIG4"
3,3.5,-16.6,6.5,7.2,14.7,"CAPZA1"
19.5,-1.2,-1.3,-1.8,-16.2,38.3,"SYTL5"
855.2,741.7,673.3,570.8,1055.4,928.8,"GLRX2"
-2.4,-2.3,-11.9,-7,3,7.7,"GGTLC1"
-5.1,6.8,-9,-14.3,-10.5,5.3,"B4GALT2"
-20.4,-6.6,7.6,11,7.4,13,"TMPRSS3"
46,34.9,158.4,178.8,43.6,63,"C5orf13"
-1.8,-4.7,-15.2,-2.8,-7.1,-3.4,"HOXA1"
14.2,-0.6,0.4,15.4,-1.9,29.5,"LOC646627"
6.6,10.1,9.7,4.4,17.5,-1.8,"A4GNT"
183,173.8,441.5,376.4,384.1,382.1,"LRRC26"
561.8,509.8,955.4,754.1,621.9,603.1,"UBQLN2"
-4.2,10.6,7.8,27,2.8,-3.3,"LOC642083"
-3.2,-13.7,2.5,29.3,-3.4,40.7,"LOC653380"
54.9,66.9,17.6,17.4,102.7,112.7,"LOC730994"
4.1,5,17,9.8,4.1,5.6,"LOC341346"
7.7,-0.7,6.5,6.5,22.9,13.4,"MAP2K3"
353.9,431.7,841.4,705,36.2,27.8,"C14orf135"
680.6,623.6,1102,943.5,624.9,624.9,"PATL1"
-2.3,3.9,29.2,-1.9,-14.3,-11.2,"LOC643570"
3.2,9.8,-3.3,-15.4,-3.3,-2.6,"LOC642366"
68.6,93.7,54.1,106.2,208.3,221.8,"IL28RA"
4.8,7,2.9,-0.7,-2.6,19.4,"EDN2"
10.9,-3.1,6.7,3.3,9.2,-3.5,"LILRP2"
8.8,-16.7,-9.6,-7.1,10,-7.4,"KRT27"
679.8,693.2,473.2,547.6,128.7,116.5,"BAZ1B"
9.2,24.4,0,7,21.7,13.7,"LOC641941"
2.2,-1.6,-4.3,-7.4,12.7,13.2,"LOC647493"
81,102,315.6,316.2,12.9,9.6,"RECQL"
70.7,68,70.2,74.3,246.9,315.7,"MAMLD1"
268.9,249.9,174.1,174.4,434.1,382.5,"LEMD2"
72,54.4,68.1,65.7,36.9,38.3,"C6orf61"
1105.1,1348.5,26,35.9,1166.6,1214.6,"TUBB2B"
-13.2,-8.3,-1.7,-9.2,-11.4,-8.7,"OR5H15"
56.2,46.8,14.7,3.7,77.9,135.2,"LOC643550"
-1,-1.7,-15.1,1.9,-8.5,-10.8,"LOC400954"
-8.9,-9.4,50,7.6,-1.3,39.4,"LOC647339"
-11,10.5,61.3,-3.4,8,12.8,"TREX2"
50.6,70.4,32.2,78.4,178.5,164.7,"TTLL3"
11.1,22,5.7,13,2.6,7.1,"LOC284998"
922.8,872.1,1100.3,1170.8,1897.7,1713.4,"SLC9A3R1"
-1,-14.4,3.9,-4,0.2,19.3,"CASC2"
29.2,2.6,-15.2,5,24.9,9.2,"DNM3"
-2.5,-9.7,13.6,-1.7,16.6,-9.3,"LOC730196"
7.7,5.8,-1,15.3,-12.9,7.9,"LOC644504"
-4.5,-1.1,-4.1,1.2,-16,52.7,"OSBPL9"
-1,10.4,8.3,-3.5,9.8,7.8,"LOC649823"
70.1,63,16.3,14.5,157.4,152.7,"HIST1H2BC"
0.4,-8.2,6.7,-10.4,33.2,14.5,"ACTR3B"
162.7,163.8,59,29.8,134.2,130.8,"PTPN20"
-6,2.7,2.3,-4.8,-9.8,0.7,"LMOD1"
-12.4,-2.6,-9.8,7.1,-7.1,-9,"LOC651102"
2353.9,2612.2,2700.6,2972.8,1236.5,1208.8,"AURKA"
-8.1,9.3,14.6,5.3,-13.6,3.4,"LOC643640"
-13.6,-0.9,-7,0.6,0.6,-0.1,"C11orf34"
1.4,2.7,8.8,21.4,101,-16.1,"LOC728454"
3354.6,3352.5,1910.4,2128,806.2,1126.5,"CIP29"
-8.2,-11,-0.6,-5.3,-1,3.7,"LOC643968"
23,-10.2,-12.1,-2.7,17.6,9.4,"FOXF1"
4.9,8.2,-3.9,-1.8,-2.8,15.2,"LOC644286"
1282.8,1070.7,7,-17.2,3682.7,3197.9,"HAND1"
3.5,-3.6,-14.8,-3.5,11.6,-2.8,"TRIM10"
502.9,476.1,9.1,4.6,724.2,635.2,"ALOX5"
-5.8,2.8,-8.2,6.4,-13.5,-3.4,"LOC646442"
389.7,324.2,256.4,208.3,90.4,168,"CGRRF1"
651.5,720.1,459.3,389.8,1063.5,1203.8,"SPNS1"
-0.7,-0.1,22.1,33.3,65.2,3.5,"C16orf54"
3,-15.7,-3,-12.6,26.5,-0.5,"LOC644048"
8.4,-8.1,-11.6,8.7,4.5,-7.6,"ALLC"
-8.9,-12.9,3.5,0.7,20.1,-0.7,"LOC441811"
-1.3,-3.1,-0.6,-4.1,48,-0.8,"LOC642112"
-2.5,-2.4,-11.2,-13.7,93.1,-10.2,"C7orf20"
-7.1,17.7,2.1,-9.8,23.8,-0.7,"LOC388946"
-6.6,-13.5,-11.1,-9.3,10.7,-0.5,"PIK3R5"
-13.3,-11.2,-7.9,-5.1,14.7,-3.5,"LOC402100"
1.1,-2.5,-8.3,4.1,9.1,55.6,"LOC441119"
502.2,587.5,257.4,261.4,865.1,770.9,"AGPAT2"
-3,-21.5,0.4,-11.1,12.9,-13.1,"CNTNAP3B"
0.5,3.3,-15.6,-7,-9.7,30.3,"SLC7A10"
68.3,79,80.9,62.8,0.8,9.6,"LOC651316"
-3.5,-10.2,-6.8,-4.2,5.8,-15.7,"1-Mar"
6.3,-3.1,-5,-8,-1.7,0.2,"AQP1"
5.9,8.4,1.4,-8.7,-12.9,-7.3,"LOC652148"
5.1,15.2,-8.5,-20.6,-11.4,1.1,"NPHS1"
240.1,246.6,151.9,165.8,34.5,6.8,"CAPRIN2"
10.4,-4,3.8,-11.8,22.8,7.9,"GlyBP"
24.6,25.1,21.1,33.7,42.5,54.2,"C19orf48"
-3.4,-5.9,-8.1,-10.8,5.1,-15.4,"IL12B"
72,49.5,39.2,24.5,130.2,116.2,"SPATA2"
20.1,11.8,10.9,18.7,-6.2,29.3,"CCDC33"
86.5,94.3,69.8,48.1,117.4,99,"ZBTB39"
184.4,179.5,203.3,245.6,-1.9,12.5,"CCT6P1"
-4,-12.3,-16.8,-4.2,-15.3,-13,"KLF14"
10.1,-0.3,58.5,6.9,-11,50.8,"LOC642154"
8.6,5.5,13.4,15.3,1.4,6,"EPS8L1"
-9.6,-4.4,-13.2,-3.2,-1.7,31.2,"OVCH1"
415.3,401.7,300.2,233.7,51.6,54.3,"TWF1"
75.8,63.5,49.5,42.7,156.6,179.5,"C9orf100"
10.5,18.3,17,5.1,25.3,8.5,"CACNA1D"
7.4,26.8,18.6,-10.9,1.8,28.4,"LOC643328"
14.1,7,5.7,5.1,94.5,67.1,"MRPL4"
-10.1,-7,-4.1,11.9,-0.3,-12,"TNRC4"
4.5,16.7,-5.3,-7.7,19.2,13.9,"CLPB"
5.9,-2,-13.7,5.6,-7,-0.5,"MYO1F"
2.4,2.3,-8.4,-11.5,-11.5,6.3,"BLOC1S3"
12.1,16.1,10.9,5.4,2.2,54.9,"TCHH"
607.6,742.7,355.4,383.2,64.7,62.6,"KIF21A"
44.2,46.9,27,26.2,69.7,85.1,"C17orf44"
331.1,340.5,77.6,54.9,5014.9,4750.6,"LOC643272"
39.8,38,4,-11.6,544.9,541.9,"SPINK4"
643.5,677.7,536.9,612.5,1265.2,1130.3,"DYRK4"
78.2,71.2,185.2,131.2,-1.3,-2.2,"HIF1A"
-12.9,-10,-11.1,-16.6,-1.6,-4.7,"MAGEC1"
-14.7,1.8,-16.2,-19.4,-5.4,-15,"ICAM4"
29.2,33.8,44.3,43.1,17.8,46.4,"LOC641806"
18.6,24.6,3.8,7,15.6,22,"AIM2"
348.7,366.8,342,314.6,78.4,109.5,"PAN3"
-1.1,-14.3,-2.6,-0.2,-2.7,1,"LOC649921"
-2.5,1.8,-5.8,-2.4,-13.8,0.7,"LOC390594"
12.4,-8.4,12.5,4.5,11.9,12.8,"MFSD7"
295.7,270.2,358.9,393.7,722.5,723.7,"MRPL49"
45.4,42.5,110.7,94.3,204.1,247.5,"LOC727825"
-11.7,-7.8,-14.5,6.3,3.8,-18.8,"LOC645869"
7.8,22.1,26.2,20.2,43.7,52.4,"LOC649416"
-8.5,10.7,-3.7,-17,-11.9,-7.3,"LOC646496"
417.9,360.4,2955.8,3195.3,984.7,1005.7,"C1orf41"
16,2.1,-3.3,-11.3,-5.5,-5.7,"PDE2A"
-3.6,-16.1,11.6,-22.3,30.7,-6,"LOC651311"
39.5,14.5,24.4,27.2,8.1,12.1,"LOC652271"
36.8,32.4,9.6,19.1,24.8,9.6,"ZNF642"
-15.4,-12.4,3.9,-1.5,-14.1,-7.7,"ALDOA"
-3.9,41.5,15.3,20.1,53.1,49.8,"LOC653362"
11.6,-12.7,-10.3,-3.9,11.2,2.4,"LOC650036"
-8.9,11.8,-11.8,6.5,-9.8,25.1,"LOC642178"
-0.6,-1.7,-2.7,3.2,7.7,25.5,"SIGLEC7"
843.5,783.6,559.4,597.7,1554.9,1498.2,"DCXR"
1.2,10.1,6.2,-9.1,-13.4,1.7,"RP1"
-21.8,-6,-17.1,-17.1,-5.6,-8.8,"FOXL2"
-19.3,-13.5,14.6,-3,-5,-9.1,"OR8H1"
1,7.9,-11.6,7.8,9.4,-7.6,"RAB27A"
9.3,14,-6.4,21.6,82.2,0.7,"REG1B"
-19.3,-3.6,19.8,7.8,-1.3,-3.5,"LOC650841"
-7.3,-5.9,-4.4,5,5.3,10.4,"LOC402715"
49.4,47.2,31.2,38.6,84.4,77.4,"RAB11FIP4"
10.3,8.8,18.5,18,-12.3,3.3,"ZNF568"
8.8,-11.6,-3.9,-12,-8.5,10.6,"HTR3A"
-3.4,16.3,37.9,-4.1,-12.5,-2.3,"UACA"
1.6,29.2,2.6,23.8,-3.3,-1.3,"LOC647535"
521.6,502.1,1440.2,1889.7,1644,1714.1,"MCM2"
119.6,145,0.1,32.6,209.4,202.9,"CRLF1"
-5.5,6.2,-1.4,-0.4,20.2,-8.6,"LOC339902"
22.5,27.6,8.2,9.8,15.8,19,"DGAT2"
0.7,10,26.2,17.6,26.5,-1.5,"SLC5A1"
31.7,34.3,3.7,33,59.1,83.8,"HIST1H4E"
139.5,135.5,287.4,348.9,225.7,238.4,"RHBDD1"
-9.8,1,-5.8,-6.1,3.2,11.5,"RASGEF1C"
4.6,-10.7,11.3,17.1,-12.7,-11,"FAM48A"
-3.5,11.2,11.2,8.6,2.5,6.6,"LOC728956"
0.1,11.3,10.7,4,6.7,18.1,"LOC648403"
-8.1,-9.6,-6.9,-6.6,-15,-19.4,"IQCF2"
12.6,8,-7.5,6.7,-1.1,-13.3,"BACH1"
864.3,831.8,711.6,807.5,1765,1730.5,"LARP1"
621.7,772.5,2149.4,2149.4,1149.3,1235.6,"PTPN1"
-21.9,-5.5,-8.6,4.8,6.8,-10.5,"PCDHGB7"
3.9,4.1,7.1,40.7,17,-11.8,"SUCNR1"
9.4,3.5,4.7,17.3,4.6,15.9,"UBE2A"
0.3,-0.3,-2.5,-9.3,2.8,-6.4,"LOC649415"
-3,-1.5,-8.8,-11.4,12.7,10.8,"ZNF100"
3.7,-2.5,-3,3.1,0.9,7.7,"DMBT1"
1.8,17.4,9.2,8.6,23,15.8,"GTF2A1L"
-7.2,3.5,13.3,13,-7.4,5.8,"LOC651390"
1605.7,1604.2,404.4,379.5,100.7,201.9,"ZNF277"
15.8,6,5.4,15.7,2.6,14.9,"LOC133993"
422.9,439.7,481.9,502.2,886.5,887.7,"PXMP2"
28.5,-7.1,-14.1,12.5,-5.6,55.3,"LOC441155"
102.9,75.6,31.7,45.8,30.5,41.8,"DLEU1"
-2.9,-6.7,2.9,-9.9,22.5,37.9,"PCP4L1"
13.7,32.8,6.2,11,-3.7,-7.7,"BIRC3"
-9,-14.1,-3.1,-4.7,-8.6,-10.6,"TPD52"
-16.2,-1.7,-1.1,-13.4,-13.8,-8.3,"FOLH1"
-18.6,-6.4,-12.3,2.2,6.3,-11.3,"MAP4K4"
12,10.3,0.5,9.4,29.5,-10.3,"GGA1"
943.1,1096.3,1383.5,1730.5,1654.6,1799.7,"SLC25A4"
12.8,23.8,34.6,23.8,55.6,84.3,"LOC645904"
110.1,111.4,167,168.5,69.3,88.1,"RBM16"
27.9,31.4,34.5,35.3,49.8,92.1,"CTDSP1"
10510.8,9740.7,4705.5,5032.3,11460.4,11598.7,"TSPO"
-1.7,-7.6,-4.8,-18.4,-3.1,-6.5,"LOC650919"
23.9,-0.2,-22,-9.9,1.5,-12,"LOC645676"
