ID_REF	MiaPACA2_EV	MiaPACA2_EV.Detection_Pval	MiaPACA2_ARHGEF10	MiaPACA2_ARHGEF10.Detection_Pval	Hs766T_shGFP	Hs766T_shGFP.Detection_Pval	Hs766T_shARHGEF10	Hs766T_shARHGEF10.Detection_Pval	
ILMN_1802380	489.7	0	12847.3	0	16472.4	0	981.8	0	
ILMN_1792389	120.5	0.05862	270.5	0.58621	3423.4	0	180.8	0.00345	
ILMN_3308818	109.3	0.51034	396.3	0.00345	418.6	0.01034	130.1	0.33448	
ILMN_3242405	2583.6	0	24169.2	0	29298.9	0	6584.5	0	
ILMN_2375156	158.9	0	1589.8	0	1221	0	226.4	0	
ILMN_1697642	1124.1	0	20368.2	0	23760.4	0	2623.8	0	
ILMN_1788184	127.2	0.01034	404.5	0.00345	318	0.26897	138	0.18276	
ILMN_1681845	1390.9	0	7030.4	0	5983.8	0	989.2	0	
ILMN_1690979	114.6	0.21034	277.9	0.45517	321.5	0.24138	125.7	0.47241	
ILMN_1811114	119.9	0.07241	276.5	0.47931	336.9	0.13448	124.5	0.50345	
ILMN_1660729	134.7	0	454.2	0	454.5	0.01034	169	0.01379	
ILMN_1791820	655.4	0	4409.5	0	3812.8	0	707.7	0	
ILMN_2129572	338.9	0	2828.1	0	21810.7	0	846.4	0	
ILMN_1705659	116.6	0.15172	241.3	0.96897	335.1	0.14138	118.6	0.72759	
ILMN_3309184	109.2	0.51379	314.5	0.06552	272.1	0.91724	118.1	0.75517	
ILMN_1674774	116.6	0.15172	346.1	0.01034	452.5	0.01034	119.1	0.6931	
ILMN_1702329	110.2	0.47241	270.1	0.58621	310.5	0.35517	151.5	0.04138	
ILMN_1658806	111.7	0.36897	299.4	0.16207	310.6	0.35517	128.3	0.36552	
ILMN_2310896	113.3	0.26897	410	0.00345	1371.8	0	148.5	0.05517	
ILMN_3238196	120.1	0.06897	263.3	0.71034	340.6	0.12069	122.4	0.58276	
ILMN_2109994	184.2	0	2151.6	0	4939.4	0	386.5	0	
ILMN_1745256	167.4	0	1728.3	0	5464	0	312.3	0	
ILMN_2191313	2835.7	0	6920.7	0	14373.4	0	9217	0	
ILMN_1689123	823.9	0	7657.3	0	6811.7	0	836	0	
ILMN_1674337	431.9	0	8981.5	0	16204.8	0	2210.2	0	
ILMN_1694077	106	0.72759	270.7	0.57931	307.2	0.38966	107.5	0.98621	
ILMN_1711986	103.5	0.82414	285.6	0.32414	354.4	0.04828	143.5	0.0931	
ILMN_1684081	112.4	0.31379	258.3	0.83448	339	0.12759	127.4	0.4069	
ILMN_1778743	103.8	0.81034	287.9	0.29655	314.4	0.3069	134	0.27241	
ILMN_1803748	119.4	0.08276	286	0.31724	326.9	0.20345	119.1	0.6931	
ILMN_3164858	121.8	0.03103	258.4	0.83448	244.3	1	113.4	0.93103	
ILMN_3310446	115.9	0.15862	281.3	0.36897	300.2	0.52759	116.8	0.81724	
ILMN_1686748	864.9	0	4579.7	0	8006.3	0	2276.8	0	
ILMN_1685703	689.3	0	5953.9	0	2727.1	0	436.7	0	
ILMN_1678652	2592.1	0	11725.3	0	13009.4	0	6188.1	0	
ILMN_1743620	170.6	0	305.4	0.12414	3040	0	221.9	0	
ILMN_1757272	348.6	0	9211.8	0	8941	0	476.1	0	
ILMN_1767448	200.1	0	317.8	0.04828	15948.3	0	1019.9	0	
ILMN_1662707	210.3	0	2484.6	0	3078.2	0	211	0	
ILMN_1668469	511.3	0	5874	0	6643.8	0	596	0	
ILMN_1704842	302.7	0	13611.8	0	6204	0	189.4	0.00345	
ILMN_1714087	200.9	0	1543.1	0	5059.1	0	565.6	0	
ILMN_1659285	969.1	0	14246.8	0	16854.6	0	2326.5	0	
ILMN_1807181	1216.4	0	10640.4	0	12515.1	0	3456.5	0	
ILMN_1701643	169.4	0	5679.9	0	6519.9	0	304.2	0	
ILMN_2105177	255.4	0	7728.9	0	10745.1	0	357.9	0	
ILMN_2216860	101	0.91379	286.7	0.31034	286.5	0.73793	131.4	0.31724	
ILMN_2305544	161.4	0	7927	0	5191.9	0	159.7	0.01724	
ILMN_1797055	283.8	0	5491.4	0	4045.4	0	333.8	0	
ILMN_1811068	120.9	0.04828	1197.5	0	744.9	0	138.6	0.17241	
ILMN_1704380	113	0.27931	347.6	0.0069	362.7	0.03448	143.2	0.10345	
ILMN_1778294	775.9	0	5387.8	0	4860.7	0	1321.9	0	
ILMN_1766159	124.3	0.02069	629.7	0	962.7	0	171.6	0.01034	
ILMN_1811544	126.8	0.01379	353	0.0069	451.3	0.01034	127.9	0.38621	
ILMN_2347798	186	0	1575.7	0	12609.5	0	3269.7	0	
ILMN_1682165	3295.4	0	8527.9	0	9423	0	6232.3	0	
ILMN_3248347	108.3	0.57241	257.9	0.84138	299.6	0.53793	122.3	0.58621	
ILMN_2410905	100.5	0.92759	279.4	0.4069	305.6	0.41034	128.1	0.36897	
ILMN_1711021	111.3	0.39655	276.5	0.47931	306.2	0.40345	120.1	0.65862	
ILMN_1670748	806.3	0	875.2	0	6019.4	0	1747.8	0	
ILMN_2123312	162.2	0	870.4	0	17574.2	0	3927.7	0	
ILMN_1761000	317	0	3186.3	0	2980	0	341.2	0	
ILMN_2078389	304.2	0	4256.5	0	7869.9	0	587.8	0	
ILMN_2338197	412.4	0	2295.7	0	2797.1	0	406.2	0	
ILMN_1685891	374.4	0	6159.4	0	1506.6	0	162.6	0.01724	
ILMN_2405264	126.9	0.01034	1200	0	367.4	0.02414	145.6	0.06897	
ILMN_1758719	329.6	0	461.1	0	3205.5	0	404.3	0	
ILMN_1696118	120.9	0.04828	407.2	0.00345	506	0.0069	137	0.20345	
ILMN_1777397	1159.2	0	9644.5	0	21394.9	0	5022.9	0	
ILMN_1710289	112.2	0.33103	283.4	0.34138	294.5	0.6069	136.9	0.2069	
ILMN_1706403	95.6	0.98621	265.5	0.66207	304.9	0.42414	117.6	0.77586	
ILMN_1720542	830.5	0	11574.2	0	9860.9	0	1048.5	0	
ILMN_1706100	129.4	0.00345	2164.5	0	1892.6	0	148.9	0.05517	
ILMN_1662507	116	0.15862	290.8	0.25517	302.9	0.46552	130.2	0.33103	
ILMN_2335813	180.8	0	2166.4	0	1258.6	0	200.2	0.00345	
ILMN_1806951	494.2	0	2116.5	0	4858.8	0	668.6	0	
ILMN_1800912	819.2	0	5728.5	0	4626.4	0	648.6	0	
ILMN_1805652	255.9	0	6525.4	0	8986.6	0	586.1	0	
ILMN_2403006	791	0	9229.8	0	10113.6	0	1398	0	
ILMN_1739943	871.1	0	9985.8	0	8413.4	0	662.5	0	
ILMN_1732182	1026.3	0	8098.9	0	3035	0	364.2	0	
ILMN_1690179	132.7	0	395.3	0.00345	433.8	0.01034	143.4	0.09655	
ILMN_1748291	1056.6	0	10255.4	0	12527.9	0	1478.6	0	
ILMN_2041355	110.4	0.45172	288.2	0.28966	330.5	0.17931	126.7	0.44138	
ILMN_3165307	104.7	0.77931	273.9	0.52069	311.8	0.33793	114.8	0.91379	
ILMN_1729288	909	0	7360.2	0	8643.6	0	4214.9	0	
ILMN_3237623	1916	0	10798	0	14422.9	0	3556.4	0	
ILMN_1656638	118.5	0.10345	290.9	0.25517	328.6	0.1931	115.5	0.88276	
ILMN_1807540	4193.9	0	14502.2	0	17759.7	0	6410.8	0	
ILMN_1702197	396.2	0	6014.9	0	4766.1	0	411.2	0	
ILMN_1809895	900.9	0	4798.8	0	2210.4	0	382.6	0	
ILMN_1809695	1026.2	0	6866	0	10836.6	0	3344.3	0	
ILMN_1787378	720.4	0	1676.1	0	5181.4	0	1297.1	0	
ILMN_1685339	157.3	0	345.3	0.01379	808.5	0	132.9	0.28966	
ILMN_1770085	876.5	0	8320.5	0	9042.5	0	901.1	0	
ILMN_3244588	112.1	0.33448	280.6	0.38276	306.2	0.40345	133.8	0.27586	
ILMN_3250209	189.8	0	804.3	0	659.7	0	177	0.00345	
ILMN_1739368	133.1	0	1269.3	0	1417.9	0	163.7	0.01379	
ILMN_2284181	1060.3	0	7639.8	0	9404.9	0	900.8	0	
ILMN_2367384	114.8	0.1931	322.2	0.02069	330	0.18621	126.9	0.43448	
ILMN_2145997	591.5	0	5611.4	0	5677	0	727.5	0	
ILMN_2413231	102.7	0.86897	278.2	0.44483	372	0.02414	132.3	0.29655	
ILMN_1710284	986.8	0	21562	0	15789.3	0	544.2	0	
ILMN_3248966	1638.1	0	13426.6	0	16225	0	2190.1	0	
ILMN_3251592	1008.7	0	15011.5	0	13004.8	0	1805.4	0	
ILMN_3263329	6784.8	0	19390.2	0	21996.8	0	9336.1	0	
ILMN_1690911	1866.7	0	7510.4	0	10103.1	0	2476.7	0	
ILMN_1784863	243.8	0	280.9	0.37931	684.3	0	197	0.00345	
ILMN_1672191	2115.7	0	14296.6	0	14637.8	0	3475.1	0	
ILMN_1795055	129.3	0.00345	646.8	0	531.4	0.0069	131.2	0.32069	
ILMN_1693683	152	0	1203.2	0	853.6	0	153.6	0.03103	
ILMN_2408877	290.7	0	7469.3	0	6057.2	0	229.6	0	
ILMN_3245550	108.1	0.58621	261.8	0.75517	342.1	0.11034	116.5	0.82069	
ILMN_1725145	161.8	0	976.7	0	972.1	0	162.5	0.01724	
ILMN_3226904	122.3	0.02414	957	0	944.2	0	155	0.02414	
ILMN_1763437	161.1	0	402.6	0.00345	8446.3	0	1161.1	0	
ILMN_1720724	140.6	0	678.4	0	564.7	0.00345	140.3	0.13793	
ILMN_1666178	187.1	0	2117	0	1966.9	0	236.3	0	
ILMN_1746686	4536.6	0	16160.9	0	17797.9	0	6808.3	0	
ILMN_3308183	112.4	0.31379	270.5	0.58621	287	0.72069	135.6	0.23103	
ILMN_2210934	144.4	0	348	0.0069	1585.1	0	475.8	0	
ILMN_1792825	690.5	0	11780.7	0	11661.7	0	986.1	0	
ILMN_1720034	110.5	0.43793	270.3	0.58621	377.6	0.01724	132.1	0.3069	
ILMN_1672080	1004.4	0	10288.3	0	6517.6	0	1713.7	0	
ILMN_2282379	117.3	0.13448	308.8	0.09655	330.7	0.16897	125.2	0.48276	
ILMN_3249175	118.5	0.10345	294.8	0.18966	338.2	0.12759	116.7	0.81724	
ILMN_3310336	116.3	0.15172	309.6	0.08621	292	0.64483	117.3	0.7931	
ILMN_2387180	124.7	0.02069	924.2	0	546.4	0.00345	139.9	0.15172	
ILMN_1755834	405.4	0	6593.5	0	8335.6	0	768.4	0	
ILMN_1652219	99.8	0.93793	306.3	0.11724	334.1	0.14828	121.9	0.60345	
ILMN_1694776	734.6	0	13006.1	0	12783.8	0	916.9	0	
ILMN_2080342	97.1	0.96897	286.8	0.31034	335.5	0.13793	127.8	0.38621	
ILMN_1700628	1570	0	17161.9	0	18239.7	0	2022.9	0	
ILMN_3298423	133.4	0	774	0	426.5	0.01034	140.1	0.14483	
ILMN_1676749	129.3	0.00345	320.5	0.03448	399.8	0.01034	131	0.32414	
ILMN_3184448	100.4	0.93103	275.9	0.48276	873.9	0	113.4	0.93103	
ILMN_1689176	562.6	0	303.5	0.13103	1417.4	0	136.1	0.22414	
ILMN_1702335	103.1	0.85517	405.7	0.00345	407.6	0.01034	115.5	0.88276	
ILMN_1792075	131.4	0.00345	488.3	0	475.9	0.0069	147.1	0.05862	
ILMN_1702305	116.5	0.15172	265.3	0.66552	343.9	0.10345	116.2	0.85517	
ILMN_1763147	522	0	5849.9	0	9313.3	0	1989	0	
ILMN_3240428	107.6	0.61724	288.7	0.28276	321	0.24138	163.1	0.01724	
ILMN_1670547	106.6	0.68621	280.7	0.37931	402.5	0.01034	145.8	0.06897	
ILMN_2342515	199.4	0	4036.6	0	4165.2	0	207.4	0	
ILMN_1800425	593.9	0	5831.4	0	11509.7	0	3901.4	0	
ILMN_1783852	6535	0	16455.6	0	15649.9	0	7789	0	
ILMN_3310603	111.3	0.39655	262.6	0.73103	317	0.27931	131.2	0.32069	
ILMN_1721344	133.7	0	3908.4	0	4245	0	199.4	0.00345	
ILMN_1691223	108	0.58621	578	0	615.5	0	136.6	0.21724	
ILMN_1679973	112.7	0.29655	317	0.05517	301.6	0.4931	127.2	0.41724	
ILMN_1701854	275.1	0	9390.9	0	11092.9	0	610.4	0	
ILMN_1678707	9846.2	0	27774.4	0	31942.2	0	13546.4	0	
ILMN_2276504	371.4	0	3353.8	0	4035	0	676.3	0	
ILMN_1778226	128.2	0.00345	894.8	0	1968.8	0	166.2	0.01379	
ILMN_1669674	574	0	7575	0	4647.9	0	798.7	0	
ILMN_1678052	587.8	0	8825.1	0	9954.6	0	1152.2	0	
ILMN_2045576	115.4	0.17241	276	0.47931	476.7	0.0069	165.5	0.01379	
ILMN_1682812	183.5	0	2062.8	0	2314	0	305.9	0	
ILMN_1777811	1383.7	0	8974.6	0	7250.5	0	1353.9	0	
ILMN_1663447	1564.5	0	14362.9	0	5106	0	568.3	0	
ILMN_2187002	112.3	0.32414	270	0.58621	309.3	0.36207	143.9	0.0931	
ILMN_2343563	1716.1	0	10750.9	0	8570.4	0	1802.4	0	
ILMN_1790014	99.4	0.94483	286.9	0.3069	423.5	0.01034	125.7	0.47241	
ILMN_1775441	133.6	0	299.9	0.15862	978.9	0	249.5	0	
ILMN_1758529	117.7	0.11724	302.4	0.13793	359.2	0.04138	120.7	0.64138	
ILMN_1715616	3350	0	10720.5	0	10690.1	0	3492	0	
ILMN_1759175	144.3	0	272.2	0.55517	2639.8	0	213.2	0	
ILMN_2202481	3745.8	0	15393.7	0	16502.5	0	3838.1	0	
ILMN_1797056	231.7	0	3797.9	0	2499.1	0	183.8	0.00345	
ILMN_1687035	144.5	0	1790.8	0	864.8	0	183.7	0.00345	
ILMN_2383638	108.1	0.58621	292.4	0.22414	275.1	0.87931	119.4	0.68276	
ILMN_1698995	108.2	0.58621	246.5	0.95172	302	0.48621	126.2	0.45517	
ILMN_1687652	926.8	0	6774.4	0	5551.9	0	718.3	0	
ILMN_1693287	2395.3	0	12178	0	14243.6	0	3155.4	0	
ILMN_1746435	222.8	0	1805.4	0	1830.4	0	293	0	
ILMN_1796464	510.8	0	6586.2	0	5820.7	0	780.8	0	
ILMN_1795251	461.5	0	243.2	0.96897	467.8	0.01034	151.1	0.04483	
ILMN_3236503	117.5	0.12759	447.2	0	643.4	0	141.6	0.12069	
ILMN_2154654	149.7	0	3083.6	0	1891.9	0	176.5	0.00345	
ILMN_1729142	895	0	4105.1	0	2444.5	0	613.3	0	
ILMN_1692267	1455.8	0	5175.7	0	6337.5	0	1725.7	0	
ILMN_1712634	3887	0	11063.9	0	8694.3	0	2253.3	0	
ILMN_1661010	558.4	0	1676	0	554.3	0.00345	162.8	0.01724	
ILMN_1749838	333.8	0	8193.4	0	9044.8	0	412.2	0	
ILMN_2078141	127.4	0.01034	1255.9	0	786.7	0	150.2	0.05517	
ILMN_1754009	110.8	0.41034	254.7	0.87241	307.1	0.38966	142.2	0.11379	
ILMN_2366587	117.5	0.12759	479.1	0	424.6	0.01034	127.9	0.37931	
ILMN_3243603	117.2	0.13793	294.4	0.1931	300.9	0.50345	140.6	0.13448	
ILMN_2214734	138.6	0	796.8	0	789.3	0	127.8	0.38621	
ILMN_1680015	114.1	0.23103	293.6	0.20345	307.7	0.37241	143.7	0.0931	
ILMN_1764747	116.7	0.15172	745.1	0	1249.1	0	161.3	0.01724	
ILMN_1808226	269.2	0	3236.5	0	2076.2	0	300.3	0	
ILMN_3251237	111.5	0.38621	297.2	0.17241	277.8	0.84138	188.5	0.00345	
ILMN_2335583	110.8	0.41034	267.5	0.62414	276.3	0.86207	140.9	0.12759	
ILMN_2354269	355	0	2861.3	0	5565.3	0	571.2	0	
ILMN_1778687	101.4	0.9	263.2	0.71379	352.2	0.06207	136.2	0.22414	
ILMN_1797796	103.9	0.80345	302.5	0.13793	284.4	0.75862	144.3	0.08621	
ILMN_3308778	108.1	0.58621	280.9	0.37931	298.8	0.54828	116.2	0.85517	
ILMN_1652865	107.7	0.61379	286	0.31724	369.9	0.02414	126.5	0.44828	
ILMN_2258816	116.1	0.15517	242.1	0.96897	296.9	0.57241	133.5	0.28276	
ILMN_1705218	914.5	0	7456.5	0	8065.5	0	1362.7	0	
ILMN_2185427	110	0.48621	269.9	0.58621	285.2	0.75172	148.6	0.05517	
ILMN_2412490	124	0.02069	258.3	0.83448	359.9	0.04138	144.7	0.08276	
ILMN_1708588	154.1	0	655.4	0	417.6	0.01034	155.3	0.02414	
ILMN_1685044	135.3	0	280.8	0.37931	363.8	0.03448	146.7	0.05862	
ILMN_1743319	1394.7	0	7238	0	10824.7	0	3479.3	0	
ILMN_1745852	119.2	0.08276	976.3	0	997.6	0	138.5	0.17241	
ILMN_2086965	112.3	0.32414	274.7	0.50345	296.1	0.58621	141.7	0.12069	
ILMN_2348487	111	0.40345	297.7	0.16897	291.4	0.64828	123.5	0.55172	
ILMN_1712396	103.5	0.83103	262.7	0.73103	329.9	0.18621	122.4	0.58276	
ILMN_1704238	830	0	7033.4	0	4321.3	0	758.4	0	
ILMN_2407605	293.4	0	4901.7	0	6933.1	0	367.8	0	
ILMN_1756439	1174.8	0	14032.3	0	27111.2	0	6591	0	
ILMN_2396697	106.8	0.67931	334.8	0.01379	368.9	0.02414	126.5	0.44828	
ILMN_2358626	468	0	8903.5	0	10601.4	0	1170.8	0	
ILMN_1787386	124.2	0.02069	434.5	0	423	0.01034	141.2	0.12414	
ILMN_2411731	2457.9	0	21288	0	28473.1	0	4928.1	0	
ILMN_2092118	139.5	0	346.7	0.0069	464.6	0.01034	125.7	0.47241	
ILMN_1684497	119	0.08621	349.9	0.0069	5586.5	0	277.4	0	
ILMN_1681526	146.8	0	354.9	0.00345	391.2	0.01379	138.9	0.16552	
ILMN_3309204	120.3	0.06552	377.8	0.00345	345.9	0.09655	114.9	0.89655	
ILMN_1741477	1095.5	0	11108.5	0	296.4	0.58276	119.1	0.6931	
ILMN_3310499	115	0.18621	271.8	0.55862	318	0.26897	133	0.28966	
ILMN_1665761	112.3	0.32414	358.8	0.00345	2162.6	0	159.4	0.01724	
ILMN_3245282	106.2	0.71034	292.8	0.22414	323.4	0.21379	122.9	0.56552	
ILMN_2278550	111.1	0.4	270.4	0.58621	420.9	0.01034	131.4	0.31724	
ILMN_1768262	106.1	0.71379	291.8	0.24483	283.7	0.77586	118.5	0.73103	
ILMN_1772522	1267	0	8514.5	0	11049.6	0	3366.8	0	
ILMN_1715482	723.2	0	4506	0	2695.2	0	279	0	
ILMN_1720048	204.1	0	321.3	0.02414	27571.6	0	8871.8	0	
ILMN_1693303	128	0.0069	273.5	0.53448	367.8	0.02414	139	0.16207	
ILMN_1655690	114.6	0.21034	275.9	0.48276	1193.1	0	164.2	0.01379	
ILMN_2196347	2274.6	0	6240.8	0	9858.7	0	4264.6	0	
ILMN_1685445	370.8	0	1927.3	0	3459.9	0	284.9	0	
ILMN_1783815	140.8	0	871.9	0	1604	0	202.7	0.00345	
ILMN_2346856	677.7	0	8941.6	0	13644.1	0	2104.5	0	
ILMN_1677396	3423.9	0	10513.9	0	12714.8	0	6693.2	0	
ILMN_1800611	100	0.93103	372.7	0.00345	1262.7	0	126	0.46552	
ILMN_2382906	271.2	0	2762.3	0	5608.1	0	668.5	0	
ILMN_3237750	96.1	0.98621	267.1	0.63448	297.6	0.56897	129.1	0.35172	
ILMN_1813430	144.3	0	460.8	0	660.2	0	166.8	0.01379	
ILMN_1700340	105.9	0.73103	274.9	0.50345	318.7	0.26207	119.3	0.6931	
ILMN_1759973	149.1	0	3477.1	0	5061.2	0	225.8	0	
ILMN_3310705	145.9	0	1415	0	492.7	0.0069	146	0.06552	
ILMN_1668979	243.5	0	10309	0	13037.6	0	413	0	
ILMN_1712390	1234.2	0	15797.3	0	16605	0	1183.9	0	
ILMN_1684585	201.5	0	1314.1	0	663.1	0	164.3	0.01379	
ILMN_1815707	124.7	0.02069	453	0	652	0	151.3	0.04138	
ILMN_1812970	215.9	0	2873.2	0	5229.7	0	333.5	0	
ILMN_2280731	2231.2	0	7990.5	0	9369	0	4157	0	
ILMN_2124064	1483	0	10676.2	0	8128.6	0	1099.8	0	
ILMN_1737364	112.2	0.33448	298.8	0.16897	357.6	0.04483	123.8	0.53103	
ILMN_1684724	117.5	0.12759	265.3	0.66552	760.7	0	191.4	0.00345	
ILMN_1787844	1899.1	0	9380.4	0	11293.2	0	5714.1	0	
ILMN_1775257	153.2	0	589.7	0	748.8	0	224.7	0	
ILMN_1776314	178	0	1643.9	0	1471.4	0	224.2	0	
ILMN_1659564	4265.5	0	21338.8	0	25912.4	0	6068.1	0	
ILMN_1729515	210.7	0	2299	0	6221.1	0	1342.7	0	
ILMN_1751062	153.9	0	270.9	0.57586	1454	0	171.1	0.01034	
ILMN_2110919	100.4	0.93103	270.5	0.58621	298.4	0.55862	108.1	0.97931	
ILMN_1763516	130.5	0.00345	284.2	0.34138	335.3	0.13793	135.6	0.23103	
ILMN_3309609	120	0.07241	248.7	0.94138	340.2	0.12069	129.3	0.34828	
ILMN_1796887	104.9	0.77586	278.8	0.41724	282.4	0.78276	122.5	0.58276	
ILMN_2108366	130.7	0.00345	874.6	0	1090.9	0	173.4	0.0069	
ILMN_1726426	445.1	0	3602.7	0	3931.3	0	721.3	0	
ILMN_1713992	116.9	0.14828	504	0	415.3	0.01034	128	0.36897	
ILMN_1770732	5070.8	0	15109.7	0	13630.7	0	4063.7	0	
ILMN_3309729	102	0.88621	292.8	0.22414	302.5	0.47241	151.4	0.04138	
ILMN_2076758	115.3	0.17241	259.6	0.81379	328.3	0.19655	126.8	0.43448	
ILMN_1668333	111.5	0.38621	255.9	0.86897	319.4	0.25517	125.5	0.47586	
ILMN_3246793	119.9	0.07586	273.4	0.53793	320.2	0.25172	123.1	0.55517	
ILMN_1670144	112.6	0.29655	252.3	0.92414	321	0.24138	119.1	0.6931	
ILMN_3230546	108.1	0.58621	253.3	0.9069	318.1	0.26897	126.8	0.43448	
ILMN_2361807	119.7	0.07586	428	0	527.8	0.0069	128.6	0.36207	
ILMN_2211235	108.8	0.53448	279.5	0.4069	327.8	0.19655	128.2	0.36897	
ILMN_1769925	112.8	0.28966	283.4	0.34138	845.1	0	123.7	0.53103	
ILMN_1739161	679.4	0	14243.2	0	10767	0	865	0	
ILMN_1812902	126	0.01379	278.5	0.43103	329.3	0.18621	118.7	0.72414	
ILMN_1676254	182.3	0	2909.7	0	4002.6	0	367.4	0	
ILMN_2170595	583.7	0	4323	0	8732.2	0	2220.2	0	
ILMN_2214473	447.8	0	307.6	0.1069	3111.6	0	164.6	0.01379	
ILMN_2293441	112.5	0.31034	248.8	0.94138	317.5	0.27931	128.3	0.36897	
ILMN_1805062	109.7	0.48621	280.5	0.38276	330.9	0.16897	105.2	0.98966	
ILMN_2194448	1806	0	10188.2	0	9375.6	0	2396.6	0	
ILMN_1769385	109.8	0.48621	319.6	0.04138	476.1	0.0069	137.3	0.2	
ILMN_1805449	134.5	0	4731.2	0	4156.6	0	193.6	0.00345	
ILMN_1667754	118.1	0.11034	268.8	0.6069	346	0.09655	136	0.22759	
ILMN_1795464	126.2	0.01379	688.2	0	519.7	0.0069	142.4	0.11034	
ILMN_1765258	9770.2	0	29553.9	0	32348.3	0	26479.2	0	
ILMN_1669928	197.4	0	5456.7	0	2818.5	0	173.4	0.0069	
ILMN_1809040	680.8	0	6675.6	0	11758.7	0	1962.2	0	
ILMN_1680614	132.3	0	494.9	0	981.1	0	165.7	0.01379	
ILMN_1709153	116.3	0.15172	283.1	0.34138	1191.1	0	128.9	0.35862	
ILMN_3234884	321	0	5125.1	0	6362	0	844.5	0	
ILMN_1687440	201.6	0	3360.8	0	4386.3	0	289.8	0	
ILMN_1661264	8889.2	0	20336.4	0	20256	0	8048.3	0	
ILMN_1760441	1444.1	0	8007.7	0	9917.2	0	3188.3	0	
ILMN_1691173	109.4	0.50345	308.6	0.1	312.3	0.32759	131.9	0.3069	
ILMN_2160160	634.1	0	6176.8	0	4214.5	0	304.1	0	
ILMN_1801040	109.4	0.50345	327.3	0.01724	339.4	0.12069	117.7	0.77241	
ILMN_2184262	116.2	0.15517	492.1	0	6332.8	0	776.7	0	
ILMN_1756578	111.6	0.37931	279.2	0.4069	599	0	148.6	0.05517	
ILMN_1782295	117.4	0.12759	277.7	0.45517	371.7	0.02414	143.2	0.10345	
ILMN_2096743	219.8	0	1755.2	0	4544.3	0	688.5	0	
ILMN_1684200	101.7	0.88966	276.8	0.47241	300.2	0.52759	109.2	0.97241	
ILMN_1687857	545.8	0	5384.3	0	8599.6	0	1888.9	0	
ILMN_2143148	2839.6	0	10482.7	0	14305	0	5804.5	0	
ILMN_1753404	202.4	0	3028.8	0	2276.1	0	282.8	0	
ILMN_2170209	132	0	1393.4	0	666.3	0	115	0.89655	
ILMN_1659378	123.2	0.02414	292.9	0.22414	277.3	0.84483	127.7	0.38966	
ILMN_1700144	2445.7	0	14445.6	0	16695.1	0	12832.8	0	
ILMN_1744534	5958.1	0	17066.1	0	14034.7	0	4296.3	0	
ILMN_1753026	183.4	0	338.3	0.01379	397.6	0.01379	154.2	0.02759	
ILMN_1679177	1094.7	0	6750	0	8109.7	0	1203.3	0	
ILMN_3230880	355.3	0	3299.9	0	5434.8	0	843.4	0	
ILMN_3243744	774.5	0	10093.5	0	9372.5	0	753.6	0	
ILMN_1680626	1168.6	0	13853.8	0	8880.9	0	1458.4	0	
ILMN_2360028	199	0	1334.6	0	1650.6	0	219.5	0	
ILMN_1726280	108.9	0.52759	263.2	0.71379	302.7	0.46552	116.8	0.81379	
ILMN_2215965	107.8	0.60345	557	0	1118.6	0	168.5	0.01379	
ILMN_1791728	1467.2	0	15004	0	10446.4	0	1126.7	0	
ILMN_2138631	115.7	0.16552	288.6	0.28276	347.4	0.08276	130.4	0.32759	
ILMN_1660114	334.2	0	275	0.50345	8459.3	0	13149.6	0	
ILMN_1718069	132.8	0	1250.3	0	1183.3	0	174.1	0.00345	
ILMN_1796976	129.1	0.00345	281.1	0.37931	366.4	0.02759	122.7	0.57586	
ILMN_2388112	108.1	0.58621	312.7	0.06897	361.6	0.03793	135	0.25517	
ILMN_3245331	113.2	0.26897	632.5	0	420.2	0.01034	163.3	0.01724	
ILMN_1748908	5805.1	0	20002.6	0	20849.2	0	7603.5	0	
ILMN_1651574	170.2	0	310.3	0.08621	1267.1	0	471.3	0	
ILMN_1674297	113.5	0.26207	416.7	0	2139.6	0	144.5	0.08276	
ILMN_1719998	289.8	0	2398.2	0	1107.1	0	167.4	0.01379	
ILMN_2284667	133.3	0	2299.2	0	2817.6	0	160.6	0.01724	
ILMN_1814074	457.3	0	16848.4	0	11062.7	0	307.5	0	
ILMN_2041190	163.1	0	7694.5	0	6040.3	0	177.5	0.00345	
ILMN_1758978	254.2	0	656.8	0	10465.5	0	2383.1	0	
ILMN_1681657	123	0.02414	371.1	0.00345	1592.2	0	226.8	0	
ILMN_1804629	134.5	0	1356.5	0	2548.8	0	166.2	0.01379	
ILMN_2355033	2278.3	0	12140.7	0	7497.3	0	1030	0	
ILMN_1733616	136.1	0	760.5	0	809.4	0	203.5	0.00345	
ILMN_2055218	100.3	0.93103	273.3	0.54138	307.4	0.37931	117.1	0.8069	
ILMN_2343677	120.4	0.06207	284.3	0.33448	2496.9	0	262.9	0	
ILMN_2377733	403.8	0	5426.7	0	6839.4	0	645.3	0	
ILMN_2086981	119	0.08621	305.6	0.12414	329.5	0.18621	151.3	0.04138	
ILMN_1813270	124	0.02069	365.8	0.00345	338.8	0.12759	140	0.14828	
ILMN_1678075	2313.1	0	14767.3	0	13910.1	0	2890	0	
ILMN_1682449	115.6	0.17241	294.6	0.1931	457.7	0.01034	133.2	0.28621	
ILMN_1703984	118.8	0.0931	479.3	0	646.4	0	160.8	0.01724	
ILMN_3245684	111.3	0.39655	260.9	0.78276	300.3	0.52759	136.9	0.2069	
