"GSM1583284","GSM1583285","GSM1583286","GSM1583287","GSM1583288","GENE_SYMBOL"
7.5095353,7.745702,6.7258677,7.8832097,6.1653557,"JDP2"
6.0660853,6.4052677,6.1704254,7.5872183,6.1064734,"HIST1H1D"
5.2161098,5.3937793,5.356133,5.6426506,6.080126,"TLR3"
9.956612,9.844195,10.226842,9.266065,10.586334,"ISOC1"
2.7409508,3.3316095,3.532276,2.4029229,3.6251788,"NDE1"
2.7631135,2.9799101,2.8030653,4.1733384,3.3597643,"VASH2"
7.091844,6.9603734,7.081982,7.4698663,7.4048204,"HIVEP1"
7.316954,7.8542895,6.721981,7.5829434,6.171462,"TAF2"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"CNKSR2"
2.332352,2.671302,3.201329,2.935364,2.9029741,"C2orf83"
6.5881977,7.0678525,6.1565104,7.4724283,5.94824,"RND3"
2.332352,2.3459494,2.322009,2.4029229,2.5637727,"SLC16A10"
8.088011,8.498597,7.2209597,8.174469,7.168603,"ZNF219"
14.258139,14.249157,14.377557,14.070851,14.203166,"SRP14"
9.44476,9.544279,10.015618,9.332009,10.057588,"RTP4"
7.0090766,7.3571653,6.696885,8.268538,5.445581,"SLCO2A1"
4.797094,4.894138,4.8146114,5.552445,4.3771544,"TMTC1"
2.332352,3.1646042,3.829954,2.4029229,3.3606117,"SPDYE5"
11.034026,11.2823925,10.739027,10.942573,10.803068,"PDRG1"
10.857391,10.776331,10.745101,11.049062,10.577077,"UGGT2"
3.037209,3.9718657,3.5278878,3.316874,3.9004614,"VAMP1"
10.052931,10.282437,9.605089,9.722216,9.261207,"ARL2"
10.870125,10.749153,11.24675,10.591082,11.269075,"NFU1"
3.9384887,3.278509,3.4918892,4.2213984,2.6909132,"TYR"
4.998824,4.7431936,4.468432,6.194441,5.0564656,"CUX2"
3.5410957,2.3459494,3.7859592,3.9573624,3.6710234,"SPANXN4"
2.332352,2.3459494,2.322009,2.9657397,2.3246098,"C1S"
7.014289,7.2043858,7.088671,6.7720366,6.6521535,"PLBD2"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"POU3F3"
2.332352,2.6051054,2.3288326,3.5977688,2.3246098,"NAALADL1"
8.945509,8.919582,9.2070055,8.783669,9.274826,"ZNF341"
5.1670833,5.910184,5.308164,4.902649,6.359372,"PDCL"
4.8097587,6.1052547,4.8370833,4.647582,2.9409974,"LOC100133331"
11.072346,10.898271,10.430588,11.458109,10.345582,"TMEM141"
3.4072278,3.5769005,2.3272016,4.1694593,3.2458215,"RGS6"
12.328329,12.444472,12.399068,12.385027,12.4261465,"TMEM59"
4.006338,5.7047443,4.792942,5.098381,4.170372,"XPO5"
6.4088306,6.3699346,6.7542057,7.2824745,6.7059402,"FOSL1"
10.492466,10.815814,9.26517,10.3212805,9.8208065,"FAM102B"
3.7751362,3.3456497,4.0179853,4.3241763,4.3697386,"ST6GALNAC1"
5.308899,4.5116177,4.960431,2.4029229,6.441743,"ST8SIA1"
2.9422011,2.6330543,2.8320124,2.4029229,3.6929145,"DPPA2"
11.842811,11.3949795,11.740991,11.3374195,11.978316,"GOLGA3"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"L1TD1"
2.8743248,2.3459494,2.322009,2.4029229,2.3246098,"KCNQ4"
4.728685,4.201619,4.494175,2.4029229,4.703865,"C17orf47"
4.4248633,3.918827,3.7236178,4.342914,4.386323,"USP2"
9.36538,9.021871,10.2235775,8.360014,10.535903,"SETX"
8.746721,8.257613,8.198012,8.249538,8.89209,"MAGED1"
6.4729104,6.313359,6.039724,5.5023675,6.3473597,"CNPY3"
5.0319843,5.194273,4.8629217,5.4650865,4.5959024,"TTPAL"
8.161031,8.407732,7.0561852,8.083382,5.474156,"ZNF226"
2.5741465,2.7403538,2.357265,3.13396,2.519477,"PPBP"
2.8906822,2.3459494,2.449845,2.4029229,2.3246098,"ENKUR"
3.4106045,3.2826393,5.288043,2.4029229,5.153142,"C17orf87"
5.168431,4.9850245,4.7023697,5.690164,4.9089403,"C11orf85"
2.332352,2.3459494,2.3633451,2.4029229,2.3246098,"ZNF256"
5.8707047,6.1757193,6.991625,6.2576537,6.523143,"SLMAP"
5.8142605,5.5672593,5.675896,5.911153,6.0450945,"FAM47A"
8.789231,9.410624,7.813679,9.513657,7.892844,"FLJ45445"
14.089715,14.377557,14.119764,14.421029,14.240374,"CUTA"
3.1437821,2.3459494,4.1191373,2.4029229,4.0608144,"C21orf71"
10.965806,11.07778,11.912623,11.453832,12.2322235,"GYG1"
2.332352,2.3459494,2.322009,2.4029229,2.5829089,"AKNA"
2.9447546,2.9777966,2.4260292,3.9048579,2.3246098,"NMNAT2"
5.6993113,5.352565,5.6779523,6.131802,5.365782,"FAM181A"
4.22052,2.8544526,4.025039,2.4029229,4.255276,"MED18"
7.6997213,7.9358096,7.327726,8.425364,7.5493927,"ANKRD57"
8.79754,8.620094,8.805449,7.5737915,8.798054,"SNX27"
13.504145,13.552834,13.623088,13.320315,13.203213,"PPP1R9B"
3.6777945,3.3679414,3.2930973,3.8466458,3.092456,"ZNF45"
3.9182951,3.47186,3.1909974,2.4029229,3.8545847,"KLK6"
7.887896,8.694114,7.5968595,8.287724,7.4785476,"GLUD2"
7.1131725,6.700994,6.6128883,7.544026,7.062595,"PGA3"
8.863511,8.81599,9.095363,8.544677,9.159724,"SMC1A"
3.39021,4.3913274,6.9269204,4.3882465,4.2571096,"SIGLEC15"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"HOXD12"
8.848231,9.548744,8.047531,9.587356,7.7319455,"MCAM"
7.9829674,7.273644,8.604182,6.3934646,8.993939,"SENP7"
4.8575144,4.612897,6.043162,2.4029229,5.3217387,"ZNF70"
4.294092,3.7479463,4.925173,4.0978847,5.472212,"KIAA1377"
12.442092,12.859723,11.9348955,12.714456,11.399122,"SUMO2"
3.9059684,4.822302,4.8162556,4.716294,4.7710714,"TMEM33"
9.34707,8.686273,10.286931,7.921687,9.607371,"LOC100129196"
9.997563,9.717973,10.510185,9.198996,10.441607,"ITPKC"
6.401876,5.454936,5.6274633,6.1906004,6.3888254,"SRMS"
2.332352,4.7013397,2.5890703,5.397657,3.151978,"CYP7B1"
8.20787,7.8598127,8.819822,7.4714375,8.997575,"MIS18BP1"
3.059598,2.3459494,3.5974298,2.4029229,3.0254185,"SLC23A1"
4.578549,5.8008094,5.0406713,4.852678,3.9886236,"FXR2"
6.2057395,5.7694225,6.0266905,6.3131685,6.2411957,"HULC"
6.1563315,5.5615783,7.3140254,6.337668,7.33452,"CENPI"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"OMD"
2.7025366,2.3459494,2.322009,3.461281,2.760744,"LOC100289178"
2.332352,2.5980806,2.760377,2.4029229,2.772757,"FOSL2"
8.90593,9.735142,7.9600005,8.570994,8.07398,"TMEM55B"
9.686467,9.316578,10.250704,8.802543,10.14913,"TRIM4"
3.632357,3.4393861,3.946111,3.1385338,3.7817276,"ZSCAN21"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"CADM4"
4.7635694,4.498551,5.2103496,4.5645905,4.6980443,"LOC100506105"
4.1151376,6.0229197,3.9940352,2.4029229,3.3343723,"EXOC6B"
13.442678,13.296714,14.003205,13.140527,14.277727,"SAE1"
3.5425348,3.093711,3.5253313,2.4029229,3.9592302,"OR1Q1"
6.506275,6.885605,7.3926415,7.6353693,7.131639,"GPR180"
2.332352,2.3459494,2.3679616,2.4029229,2.3246098,"CCDC40"
8.504812,8.105378,9.056646,7.9829674,9.449935,"IMMP1L"
8.829049,8.404992,9.93309,8.291909,10.028168,"KIAA0430"
6.6096745,6.0678554,5.919911,6.9775276,6.3934646,"SYT2"
6.145243,5.55922,6.3020787,4.515755,6.2654223,"C21orf15"
5.181855,6.2829847,5.481774,7.0380874,3.5837266,"C1orf133"
2.332352,2.3459494,2.322009,2.4029229,2.4397368,"ADAMTS12"
4.6477976,5.4311147,5.5220695,4.578549,6.3061604,"FLJ31306"
2.9144068,2.3459494,4.3865094,2.4029229,3.8175921,"WDR37"
5.53304,4.7778497,4.557053,2.4029229,6.6519566,"FAM125B"
8.138356,7.990819,8.832433,7.431419,8.734216,"POPDC3"
3.4020715,3.4704263,2.3338735,3.5967078,2.3246098,"CTCFL"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"CLSTN2"
2.332352,2.3459494,2.322009,3.4553547,2.3246098,"KCNJ3"
7.0454435,7.891607,7.5559397,7.474239,7.2628837,"TRAM2"
4.577866,4.199187,3.8507955,4.287073,4.1706953,"MRPS27"
8.307691,8.644927,7.614119,9.348713,7.025261,"IGF1R"
2.5703247,2.3459494,2.3734546,3.2612424,2.4067838,"HS3ST1"
4.0841236,3.5900772,4.2197638,6.0228543,4.596355,"CMBL"
13.901791,13.977826,13.780203,14.046544,13.717055,"VARS"
6.8785233,7.3732805,7.3136363,6.9342494,7.1653953,"SS18L1"
6.1774287,5.9435496,5.3569803,6.512232,5.8869796,"CA1"
3.671899,3.8512394,5.618835,3.5399036,4.2841854,"LOC255411"
7.0372243,6.422827,7.9958296,6.321522,7.9948773,"HS2ST1"
4.2858763,3.6099262,4.7314715,3.6578755,4.725811,"C9orf43"
10.869396,10.620477,10.523405,10.937021,11.05711,"AIFM2"
2.332352,2.3459494,2.4720027,2.4029229,2.3246098,"DCAF8L1"
11.885814,11.737055,11.682244,11.467767,11.764784,"PCBD1"
11.543348,11.180388,12.230644,10.887231,12.29656,"AAK1"
9.934235,9.687377,9.874261,9.962996,10.348765,"FAM116A"
7.519536,7.229402,7.8711386,7.422826,7.902314,"AQR"
13.745081,13.585592,14.236374,14.061633,14.375497,"PSMC1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"C11orf93"
6.063999,5.6664577,5.573771,2.4029229,4.168497,"ACSF3"
4.019889,4.296468,3.5169992,2.4029229,3.6467135,"HCFC2"
3.3551211,2.7547784,2.9537687,3.9486675,3.5418568,"GRIP1"
3.729634,4.142687,3.0877192,3.599893,3.6243744,"ZNF705A"
3.616935,4.006338,4.8319435,2.4029229,4.1579514,"BMF"
7.461848,6.7441583,8.670617,6.57903,8.179283,"WDFY2"
7.461848,6.7441583,8.670617,6.57903,8.179283,"WDFY2"
3.8812175,3.898892,5.274199,2.4029229,5.248356,"HIST1H2BF"
3.9423118,4.304969,3.8226588,2.4029229,3.8801079,"LOC100128988"
7.984059,8.380413,8.191132,8.334235,7.79634,"MEMO1"
11.540955,11.619275,11.512953,11.531497,11.324602,"NUDT5"
3.2476554,3.0104315,3.2803786,2.9670963,3.3194478,"GRM8"
7.8607054,7.5516434,7.841105,7.019247,8.096296,"KIAA2018"
8.866916,8.623578,7.988639,9.568591,8.251581,"RNASE1"
2.332352,3.4450283,3.6903126,3.7744415,3.8743308,"ALS2"
10.775274,10.194875,10.76864,8.956402,11.207818,"DTL"
2.332352,2.3459494,3.7095273,2.4029229,4.7013397,"ACOT4"
4.0202107,3.158377,2.8906822,2.4029229,3.5397532,"ADAMTS16"
2.332352,2.3459494,2.322009,4.578813,2.7235432,"ATXN3L"
5.1142883,5.6463714,5.357302,5.4009347,5.240709,"ZNF641"
13.312385,13.049209,13.128876,13.142014,13.459085,"MAP2K7"
4.4263043,3.7471828,4.062096,2.4029229,4.0768366,"ZNF836"
11.169725,11.9952135,10.294548,12.80198,9.959764,"IGFBP7"
4.7886295,5.2653084,4.776057,3.8252077,4.9994416,"SAMD4B"
5.5682735,6.739047,5.287523,6.220003,4.51948,"LOC649395"
8.410561,8.3772335,9.107937,7.6636596,8.930975,"SLC35E3"
10.135442,9.676857,10.521046,7.754348,10.3911705,"MED30"
2.332352,2.3459494,2.322009,4.2706323,2.3246098,"MUC15"
7.920258,7.6969123,6.841346,8.116486,7.19164,"TGIF2LY"
7.695774,7.426093,7.146905,7.666013,7.505686,"C7orf54"
7.777707,7.22187,7.345055,7.8526864,7.564592,"VCAN"
8.136795,7.9307218,9.504028,6.7478337,9.361135,"PRKCH"
10.846828,10.906088,10.055048,10.774448,9.4673195,"BCKDK"
3.8222814,4.0120773,3.6631398,4.176376,3.7536974,"OBSCN"
6.860586,7.1276326,6.5864625,6.1300645,7.3586526,"MED13L"
12.492759,12.43604,12.194557,12.207443,12.338661,"NCAPH2"
3.3468513,4.386323,5.322722,2.4029229,4.824806,"PPFIBP1"
2.332352,3.139255,2.322009,2.4029229,2.3246098,"CBLC"
4.6835065,3.3087301,3.8214943,2.4029229,3.0112586,"PPARD"
3.5933378,4.3896203,4.772501,4.3236856,5.4527864,"ACAD11"
11.302652,10.874972,11.933615,10.600342,12.099245,"LSM14A"
5.3254623,5.741331,6.0733438,6.3571944,5.773911,"TRMT61A"
3.2466722,2.3459494,2.322009,2.4029229,2.3246098,"RIPPLY1"
6.0162597,5.6184335,6.6396685,4.866479,6.639912,"LOC400027"
6.557027,6.857776,6.373876,6.6753397,5.995166,"ASCC2"
11.46457,10.978942,11.667803,10.518863,11.583611,"AGPAT3"
3.8910544,3.6771326,4.4926434,5.0094967,3.7661083,"LRRC3B"
4.4081125,4.4234886,4.8181796,2.4029229,5.4468355,"C1orf38"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"HNF4G"
10.641102,10.250704,11.2735,10.529151,11.249375,"DYM"
6.690445,6.3473597,7.657046,6.0321736,8.141776,"LOC642852"
3.7345765,3.9929311,5.225314,2.4029229,5.315664,"CEP97"
7.561186,7.5711813,7.5005016,8.214668,7.6744995,"SEC22B"
12.641577,12.508029,12.178283,11.866132,12.952571,"LARP1"
10.337325,9.848877,10.914605,9.65061,10.918369,"C9orf40"
5.5786223,5.9983997,5.6997404,6.427068,5.6458364,"CREM"
9.1144705,8.592675,8.052115,9.402666,8.238612,"SLC22A23"
10.408219,10.985491,9.5971365,10.427933,9.8214245,"GDI2"
6.9438505,6.30641,5.644887,6.711673,6.2072306,"WFDC2"
8.14455,7.769873,8.82128,7.977834,8.732135,"SLC25A35"
5.5877604,4.66796,4.194913,5.4368978,4.9703894,"SFTPD"
3.8572125,2.3459494,3.2277777,4.3540807,3.342005,"LINC00161"
6.3185205,6.0136437,5.9249263,6.6915936,6.308389,"ATAD3C"
8.084744,7.9094424,7.725757,7.355102,8.451226,"WDR92"
4.1117716,4.208766,4.716294,3.6145365,5.2412243,"SDCCAG8"
3.201132,3.6960332,4.053344,2.4029229,4.1610227,"C20orf112"
2.332352,2.3459494,2.3901076,2.4029229,2.3246098,"LCN12"
9.891189,9.887274,9.791681,10.030821,9.763425,"ARSA"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"VWDE"
7.4053893,7.7312255,7.7283263,7.5642066,7.765178,"AK3"
2.8970213,2.3459494,2.322009,2.4029229,3.3140075,"LOC541473"
5.923022,6.327551,6.646886,6.5587735,7.7989364,"MORC2-AS1"
9.009418,8.8171625,8.948713,9.48977,9.162291,"C1orf182"
2.9352596,2.3459494,2.322009,2.4029229,2.7788491,"BTBD9"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"LOC729020"
9.308605,9.633283,8.724732,9.346752,8.277805,"PRMT6"
10.141456,9.922273,10.14624,9.727511,10.228934,"KLHL12"
12.764801,12.775486,13.146487,12.696659,13.1206455,"SEC11A"
10.858249,10.639613,11.438335,10.5389805,11.256424,"ATG12"
7.248528,6.5331903,8.633268,6.0820217,8.412412,"NBPF11"
6.866799,6.92175,7.5099177,6.613612,7.5062284,"ZNF17"
4.7579174,5.4066257,5.091607,5.6168184,4.670868,"CEP68"
2.332352,2.3459494,2.322009,3.5357594,2.3246098,"HS6ST3"
2.332352,2.3459494,2.997857,2.4029229,2.3246098,"SRG7"
2.332352,2.8181374,2.322009,3.636482,2.3246098,"GIMAP4"
4.9032087,4.5067267,3.4944546,4.360094,3.8999054,"CHRM2"
6.909824,6.6593146,7.9945073,6.3803406,8.03104,"LOC389834"
6.7424455,7.100504,6.3486676,7.840072,6.4602475,"CRNN"
11.695611,11.700804,12.674913,11.201703,12.482745,"NMI"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"KCNC1"
5.5951576,4.7306857,5.6223044,5.0919495,6.672259,"CELF4"
12.257122,12.543949,11.4332695,12.742136,11.366202,"PTP4A1"
4.4294114,4.6716247,3.5398579,2.4029229,3.73574,"MYOZ1"
2.7285035,3.0061314,4.191639,2.4029229,4.412733,"KDM6B"
3.1178982,4.205265,3.564332,4.206774,3.59481,"BACE1"
4.865955,4.3989353,4.263056,4.610369,3.788315,"MUC16"
10.332603,10.306149,9.6977215,10.954271,9.73791,"ZNF385A"
4.2169228,3.831456,4.1432033,4.6781564,4.786883,"PRAC"
11.781683,11.798058,11.832502,11.052623,11.622579,"GSDMB"
8.071864,8.315054,8.1817255,8.21789,8.317068,"ZNF429"
2.332352,3.2901266,2.829276,3.8923988,2.7969842,"CD1D"
5.041151,4.796165,6.1877947,3.3422093,6.0904236,"FAM13A-AS1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"TRIM15"
4.053344,4.629951,3.9462712,5.815402,4.171678,"LOC100505880"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"EXOC6B"
3.0409496,2.9437306,3.6172209,3.7428932,2.7489502,"LOC441666"
10.784415,10.697105,10.501029,10.690966,10.987768,"C9orf5"
12.569378,12.703282,12.327271,12.100806,12.485276,"SUB1"
5.858787,6.0916553,5.9387345,5.1281447,5.9849906,"SLC15A4"
6.9419785,7.0103526,7.5316215,6.7746587,7.457114,"MMACHC"
2.332352,2.3459494,2.322009,2.4029229,2.5226634,"HSD3B1"
6.4685736,7.256792,5.766139,6.9796543,4.8891344,"RHBDF1"
4.814321,4.252635,5.6646442,2.4029229,5.8128643,"FBXO36"
2.8181374,2.3459494,2.4580781,4.0317616,2.3246098,"FAM71D"
11.770333,11.707819,12.380491,11.896231,12.155912,"RPL26L1"
5.3005633,5.945841,7.885248,4.6637745,6.2865295,"CEACAM1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"ADIG"
8.077596,7.689172,7.1765614,8.891353,7.4594445,"PLA2G1B"
11.256424,11.087342,10.761019,11.093459,10.682112,"POLR3K"
8.820721,8.69432,9.881731,8.929335,9.711865,"MOB4"
7.726031,7.370965,6.959851,8.238612,7.3120127,"OR8U1"
6.9547386,6.909824,7.785848,6.4635906,7.3351865,"C18orf32"
3.5571847,4.0458508,3.0818644,3.3169851,3.8665688,"LOC100270746"
7.8574705,8.384382,6.0554495,9.13184,6.811206,"PLCH2"
6.517704,6.2825484,5.0421634,6.4388137,2.5785332,"SET"
9.299365,9.631241,8.493057,9.640693,8.374001,"NQO2"
9.9643135,9.654434,10.192161,9.251152,10.250496,"TSN"
9.7769575,10.044932,8.443352,9.876042,7.2896953,"DDAH1"
2.332352,2.3459494,2.322009,3.6401749,2.3246098,"GPR101"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"DBC1"
9.581445,9.87787,9.45864,9.799517,9.823241,"SNAPIN"
3.3616338,2.858613,2.5764744,2.4029229,2.3246098,"BAALC"
4.3117633,4.1292176,3.8770363,4.002198,3.9084647,"SERPINA11"
11.459345,11.253109,10.986378,12.680786,10.9700165,"SNCB"
8.277395,7.9593396,7.302075,8.648113,7.7271204,"BRSK2"
7.7439065,7.379666,7.4548154,6.8983755,7.691734,"SUV39H1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"ZNF610"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"KIAA1244"
8.08004,8.667695,7.6330895,8.12349,7.21139,"XPO6"
5.576684,4.977765,5.2999973,4.2417526,5.053295,"C15orf43"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"SLC13A1"
14.917466,14.865867,14.242864,15.076606,14.580896,"EEF1G"
10.359863,10.352542,9.959387,10.636129,9.933363,"OR8D2"
4.923269,5.8114524,4.9149237,6.291138,4.9596744,"GOLGA6L7P"
4.5075006,3.7833083,4.2498856,4.4910245,4.2872705,"DLX6-AS1"
3.0496428,2.3459494,3.568948,4.1824245,3.3210864,"ZNF674"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"DGCR5"
11.615583,11.578373,11.97535,11.780024,11.887891,"C7orf30"
6.299608,5.8532734,6.9710035,5.733976,7.4734235,"DENND2C"
10.076643,10.033627,10.290443,10.154659,10.302524,"SHPK"
6.030108,7.055368,6.2835016,7.708698,5.160068,"OCRL"
6.7406797,7.241693,6.6829896,5.593863,6.428638,"C20orf27"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"LGALS14"
2.5724971,2.3459494,2.6970706,2.4029229,2.7771366,"ZNF32"
3.5616496,2.6664252,3.2034035,2.4029229,3.2919853,"DNAH14"
7.664536,8.321921,7.0700207,7.3775997,6.869784,"NEURL1B"
6.7798386,6.2247562,8.270439,6.1886325,7.915262,"DPY19L4"
6.639912,6.495359,7.2626343,6.327551,7.499616,"DNM1L"
4.4464135,4.076139,4.860372,4.411444,5.0539827,"FAM71E1"
3.5946577,3.4963112,3.6831162,2.4029229,3.9034307,"SLC22A9"
6.2831135,7.0073013,6.2114387,6.3401,6.042373,"SLC1A5"
14.44489,14.061633,14.637887,13.780203,14.896965,"PPIA"
5.9630003,5.8762016,5.549247,6.263331,6.091368,"LOC100130015"
4.8524046,4.141407,3.3537614,3.9921339,2.3246098,"ZNF677"
7.269952,7.566799,6.80537,7.613162,6.680176,"BCL2L13"
8.005185,9.147764,10.5389805,9.965486,8.890332,"MAF"
5.983952,6.2087064,6.2312293,5.592145,5.9959307,"RAP1GAP2"
5.2541165,5.29107,5.344488,4.485116,6.1682534,"ZNF658"
7.4869437,7.5141406,8.315956,7.0521965,8.122593,"RNF19A"
2.8732977,5.0521846,3.6988237,2.4029229,3.407412,"ZFR2"
2.4927685,2.3459494,2.322009,2.4029229,3.9397647,"LOC100270710"
5.8805428,6.0179725,6.4667096,4.8520226,6.4207277,"FAM161A"
12.90913,12.837187,13.249818,13.498281,13.059239,"ATP6V1F"
7.824237,7.859322,7.8702397,8.0423975,7.6613193,"PIGH"
16.58332,16.862198,15.93267,16.655293,16.429134,"FUT6"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"L3MBTL4"
5.1607823,5.100102,4.121305,5.7279034,4.7522187,"CES3"
6.6949987,7.121045,7.2982492,6.6234026,6.9305143,"TEKT4"
11.240364,11.299088,11.268254,10.771181,11.11672,"CDC7"
11.439114,11.063943,11.739946,10.963188,12.182185,"INPP5E"
2.896567,3.234833,2.341074,4.46293,3.2219975,"MYO7A"
7.629693,7.6494617,7.4120674,7.8107004,8.003897,"TMEM63B"
4.2796407,4.128959,4.193051,4.485527,3.9459465,"FAM83A"
5.961476,5.7416387,5.649491,5.0593486,5.930526,"C14orf21"
2.332352,2.3459494,3.1101494,3.7664196,2.9109242,"LRGUK"
10.2551155,9.825984,10.924879,9.345891,10.755673,"RAD54B"
6.895658,6.7374296,6.4370403,6.632867,6.554834,"ASCC3"
12.800467,13.008661,12.8920965,12.800467,12.285,"ODC1"
5.939852,5.457307,5.455655,5.7026987,5.5414352,"SCN5A"
2.332352,2.3459494,2.5331051,2.4029229,2.3246098,"SSX7"
2.332352,2.3459494,2.322009,2.4029229,2.4730093,"ODZ4"
7.2033653,7.9051647,6.8181276,7.3120127,6.952465,"SKI"
5.313303,5.0812707,5.3098145,4.8179603,5.5301704,"LOC440896"
9.340359,8.922447,9.3550415,8.57357,9.704231,"FBXO43"
6.20087,6.895473,6.078718,7.025261,5.4003296,"METTL2A"
2.332352,2.3459494,3.6703231,2.4029229,3.2682896,"SNAI3"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"PLXNC1"
6.88875,7.1708755,7.890187,7.4604774,8.195564,"TSC22D3"
9.191632,9.096286,8.764008,8.891712,8.574192,"TCP11L1"
10.661084,10.736443,10.368381,11.316064,10.070519,"IPO5"
2.901953,3.5002682,2.4029236,2.4029229,2.3246098,"BEND4"
12.885429,12.95132,12.463327,12.750017,12.565159,"HNRNPU"
6.5383487,5.164173,7.7309766,3.1853368,7.826641,"ANKRD20A2"
2.332352,2.9976969,3.2379694,2.4029229,2.5127032,"XRRA1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"REG4"
14.565411,14.389125,14.931869,14.118232,14.945218,"NUP62"
2.332352,2.3459494,2.322009,3.6679175,2.3246098,"RHAG"
2.332352,2.3459494,2.322009,2.4029229,2.706786,"GPR64"
5.0647206,4.5621843,4.335497,2.4029229,4.861427,"H1FOO"
14.460794,14.738796,14.105767,15.297097,14.496969,"IFI27L2"
2.5383122,2.3459494,2.322009,2.4029229,2.3246098,"GDF6"
6.2066994,6.102026,5.957304,5.944557,6.1222506,"LDHC"
13.134861,13.137653,12.867252,13.346445,12.466122,"NHP2L1"
4.5674667,4.277055,4.231341,5.5825744,4.7611227,"AIRE"
5.3835297,4.924158,4.71725,4.852845,4.8601007,"PDGFA"
8.526845,8.268847,9.181049,7.9149723,9.011772,"ZNF107"
9.773289,9.664356,9.121906,9.3387575,9.109324,"MAD2L1BP"
2.332352,2.3459494,2.4377134,2.4029229,2.3246098,"LOC100189589"
9.372668,9.238969,9.574328,9.740822,9.825019,"MPP1"
4.4171095,3.9996824,4.954781,3.5584395,5.2087846,"IGLL1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"LOC728290"
7.9113126,7.5854297,7.3148394,7.2098365,7.525001,"HLA-DQB2"
3.5320487,3.057328,4.9802556,3.704204,3.9586713,"TOR1AIP2"
4.2958055,3.4940214,3.917667,3.8995607,4.435898,"NLRP8"
4.2270703,2.7178686,4.4424496,4.0241117,4.313213,"CPA2"
3.5338025,3.497649,3.750089,2.4029229,3.6322243,"C21orf7"
10.97953,12.276018,11.714328,11.858988,11.303575,"LTB"
2.332352,2.3459494,2.322009,3.529467,2.3246098,"POM121"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"EPHA7"
8.231148,7.3805337,8.707808,6.6633463,9.266065,"DYRK2"
2.332352,2.3459494,3.7571402,2.4029229,3.5567098,"DLK1"
9.228707,9.148533,9.652617,8.6626625,9.521816,"RPAP3"
3.3047142,2.6212752,2.5791926,3.4017599,2.525246,"SLC22A15"
5.4235616,4.7831173,6.078,4.9565263,5.919911,"ZNF3"
4.938489,4.4200535,4.6488314,3.9262617,4.421741,"WDR76"
7.0874834,7.796791,6.5580087,6.9814315,6.0972395,"CHPF2"
2.332352,2.3459494,2.322009,2.4029229,3.1928153,"SSX7"
7.6589417,7.300989,7.062595,7.7436132,7.6094255,"ACTN2"
4.8388376,4.9994416,5.3750014,4.925653,5.5034957,"CHRNB1"
7.4662857,7.0388427,6.5351644,6.227315,6.8906054,"PJA2"
14.881312,14.931869,14.54362,15.047913,14.460794,"ZNF525"
2.332352,2.3459494,2.322009,2.4029229,2.3783295,"BPY2B"
3.5742648,3.0648627,3.7377498,5.267778,2.8949485,"AQPEP"
5.787281,5.3505535,6.5435023,5.543924,6.8533125,"STMN2"
4.193784,4.644779,4.928034,4.763995,4.2750826,"BRAP"
5.4410486,7.164841,5.146017,6.0575666,5.080329,"GSG1"
7.3771005,6.8035545,8.349606,6.889232,8.43164,"GZF1"
2.4919314,2.3459494,2.322009,2.4029229,2.3246098,"TRIM60"
10.992143,10.667605,11.147601,10.539241,11.167276,"MCM4"
9.875802,10.310238,8.999076,10.5370655,8.724298,"STEAP3"
9.372217,8.911396,9.869945,9.064205,10.213268,"CENPBD1"
4.0966153,4.0111823,2.912677,4.6995316,4.779082,"PLIN1"
3.19912,2.9146438,2.986106,4.681141,3.5370398,"LOC442459"
7.2626343,7.252276,7.290727,6.779502,7.6662326,"CHMP6"
4.2657986,4.7106915,5.0741234,4.2872705,5.2451935,"LOC729088"
6.1849146,7.364653,5.7378693,6.46283,5.667525,"TENC1"
2.332352,2.3459494,2.322009,2.4029229,2.3246098,"LOC100130899"
