"Gene","BRCNCR_CTRL_Mean","BRCNCR_SH3GL2_Mean","UL_mean","nonUL_mean","gliomaMeans","gliomaMeans_CBD","sebumMeans","sebum_CBDtreated_Means","pancreaticMeans","DE_incr_ARHGFE10_pancr","DE_decr_ARHGFE10_pancr","FC_incr_ARHGFE10_pancr","FC_decr_ARHGFE10_pancr","colon_cncr_ctrl_Mean","colon_cncr_LGR51_loss_Mean","colon_cncr_LGR52_loss_Mean","Stomach_Cancer_Blood_Mean","Stomach_Blood_Ctrl_Mean"
"ABCD1",6.56666666666667,6.50666666666667,133.488571428571,148.019607843137,8.09296333333333,8.09849333333333,6.8853,6.238677,390.2,2324.8,-6666.7,6.95797027165556,0.268962114150995,-3,6.55,10.9,6.46573753333333,7.059688
"ABCD2",3.10333333333333,3.08666666666667,17.9171428571429,16.7647058823529,7.00595,7.88261,2.6756,2.821748,111.65,167.9,-217.35,2.5038065382893,0.361298853952395,-5.875,-9.6,-10.15,3.2526122,3.6500475
"ABCD4",5.04333333333333,5.13666666666667,126.030714285714,131.730392156863,8.51132,8.45428666666667,8.4579,8.445491,143.9,498.9,-527.6,4.46699096594857,0.265334540137854,0.8,-0.975,1.725,10.66497325,11.545116
"ABCD4",5.04333333333333,5.13666666666667,126.030714285714,131.730392156863,8.51132,8.45428666666667,8.4579,8.445491,143.9,498.9,-527.6,4.46699096594857,0.265334540137854,0.8,-0.975,1.725,10.66497325,11.545116
"ABCE1",10.5766666666667,10.69,256.907857142857,237.573529411765,9.96116,9.88841333333333,11.1252,10.611737,613.75,11039.3,-12266.45,18.9866395112016,0.056963728339253,1498.325,1798.6,81.5,7.9145771375,9.253214
"ABCE1",10.5766666666667,10.69,256.907857142857,237.573529411765,9.96116,9.88841333333333,11.1252,10.611737,613.75,11039.3,-12266.45,18.9866395112016,0.056963728339253,1498.325,1798.6,81.5,7.9145771375,6.943084
"ABCF2",8.72666666666667,8.47333333333333,107.806714285714,100.496666666667,10.0296333333333,9.82582,8.9969,8.570317,864.733333333333,8016.7,-7896.8,10.2707192968931,0.222283866520033,235.7,231.316666666667,650.283333333333,9.32315175,7.761146
"ABCF2",8.72666666666667,8.47333333333333,107.806714285714,100.496666666667,10.0296333333333,9.82582,8.9969,8.570317,864.733333333333,8016.7,-7896.8,10.2707192968931,0.222283866520033,235.7,231.316666666667,650.283333333333,9.32315175,7.761146
"ABCF2",8.72666666666667,8.47333333333333,107.806714285714,100.496666666667,10.0296333333333,9.82582,8.9969,8.570317,864.733333333333,8016.7,-7896.8,10.2707192968931,0.222283866520033,235.7,231.316666666667,650.283333333333,9.32315175,7.761146
"ABCF3",8.29333333333333,8.44,153.39,157.817647058824,10.5220333333333,10.3798833333333,10.7192,10.549631,346.7,6281.5,-11369.1,19.1179694260167,0.102222116933573,67.15,27.15,210.15,11.1022275,11.131996
"ABCG4",5.47,5.69333333333333,35.96,39.4274509803922,7.40789333333333,7.36678666666667,5.9762,6.149722,154.1,1844.6,-446.2,12.9701492537313,0.245901639344262,26.25,6.45,50.05,3.530211125,5.5365057
"ABHD2",7.82333333333333,7.83333333333333,83.4276428571428,106.857810457516,10.6253,10.7141,4.9022,4.956713,136.933333333333,852.566666666667,-2934.53333333333,7.2261441090555,0.090480814926545,71.3333333333333,35.1,169.45,4.5260699,3.7682872
"ABHD2",7.82333333333333,7.83333333333333,83.4276428571428,106.857810457516,10.6253,10.7141,4.9022,4.956713,136.933333333333,852.566666666667,-2934.53333333333,7.2261441090555,0.090480814926545,71.3333333333333,35.1,169.45,4.5260699,3.7682872
"ABHD3",7.80666666666667,7.85666666666667,54.3128571428571,56.0294117647059,8.64862,8.71522666666667,7.4525,7.540041,1269.5,9763.2,-9084.6,8.69058684521465,0.105397394361343,188.8,373.05,92.3,7.40903865,7.132188
"ABHD5",6.61,6.55666666666667,66.0515476190476,65.5437908496732,10.9744,10.5354666666667,8.3857,8.48536,203.1,7865,-9701.4,39.7247661250615,0.0212568476912057,205.3,302.05,225.1,8.588813,8.778442
"ABHD5",6.61,6.55666666666667,66.0515476190476,65.5437908496732,10.9744,10.5354666666667,8.3857,8.48536,203.1,7865,-9701.4,39.7247661250615,0.0212568476912057,205.3,302.05,225.1,8.588813,8.778442
"ABI2",8.36333333333333,8.37333333333333,226.609464285714,208.913970588235,11.6617,11.7671,9.4819,9.609053,1129.33333333333,8323.53333333333,-7898.23333333333,8.37030696576151,0.105249245711222,59.4625,373.65,201.025,6.193708425,5.9097567
"ABL1",9.69333333333333,9.62333333333333,637.942571428571,585.143529411765,10.1553,10.27697,5.0968,5.073681,463.233333333333,7122.63333333333,-7584.13333333333,16.3759084694538,0.0789807112352501,208.366666666667,145.65,376.516666666667,6.261050125,7.439928
"ABL1",9.69333333333333,9.62333333333333,637.942571428571,585.143529411765,10.1553,10.27697,5.0968,5.073681,463.233333333333,7122.63333333333,-7584.13333333333,16.3759084694538,0.0789807112352501,208.366666666667,145.65,376.516666666667,6.261050125,5.0222826
"ABLIM3",10.2666666666667,9.93,48.0407142857143,128.871568627451,7.94174,7.44643333333333,6.5305,7.230291,130.7,310.3,-3493.1,3.37413925019128,0.0656912830663065,-4.4,-3.5,12.55,3.0987282375,2.3246098
"ABLIM3",10.2666666666667,9.93,48.0407142857143,128.871568627451,7.94174,7.44643333333333,6.5305,7.230291,130.7,310.3,-3493.1,3.37413925019128,0.0656912830663065,-4.4,-3.5,12.55,3.0987282375,4.072212
"ABR",7.81666666666667,7.86,454.789285714286,663.903921568627,10.5402666666667,10.4055966666667,10.701,10.920753,778.533333333333,3296.03333333333,-3301.8,5.23364445966775,0.243082566003133,567.7,237.15,650.066666666667,11.4769815,11.7072735
"ABTB2",9.46333333333333,9.51666666666667,82.5635714285714,107.362745098039,7.67098333333333,7.74214666666667,8.7321,8.594982,117,453.4,-2934.7,4.87521367521367,0.0557897107557672,74.35,69.1,219.25,8.45677425,6.841878
"ACAA1",8.43333333333333,8.47,221.167142857143,219.880392156863,8.57146,8.76676333333333,8.1769,7.931045,612.5,5617.5,-8106.1,10.1714285714286,0.307839437124828,818.15,975.3,1693.5,10.589234,10.615193
"ACAA2",7.38,7.65,204.62619047619,194.533660130719,8.65206333333333,8.7332,10.7825,10.829722,7289.8,21772.5,-15966.8,3.98670745425115,0.211052420928842,2428.2,2596,870.65,13.150971,13.525594
"ACACA",10.1833333333333,10.3666666666667,122.162857142857,92.1774509803922,9.57382,9.75120666666667,6.3226,6.359838,913.4,11153.4,-7921.33333333333,13.2108605211298,0.0728559501236764,581.5,523.666666666667,148.383333333333,6.645686475,6.2727094
"ACACA",10.1833333333333,10.3666666666667,122.162857142857,92.1774509803922,9.57382,9.75120666666667,6.3226,6.359838,913.4,11153.4,-7921.33333333333,13.2108605211298,0.0728559501236764,581.5,523.666666666667,148.383333333333,6.645686475,6.2727094
"ACADS",7.51666666666667,7.7,63.96,64.1490196078431,8.51417,8.48551333333333,5.6134,5.799758,201.9,2416.4,-1814.2,12.9683011391778,0.172580498038858,159.3,44.55,289.55,3.785126575,2.3246098
"ACADSB",5.65,5.61,79.1742857142857,72.0885620915033,7.88052,8.12049,4.3242,4.262949,130.1,2603.1,-2331.5,21.0084550345888,0.0587024102709031,11.4,8.05,-3.9,8.009512125,10.066019
"ACADSB",5.65,5.61,79.1742857142857,72.0885620915033,7.88052,8.12049,4.3242,4.262949,130.1,2603.1,-2331.5,21.0084550345888,0.0587024102709031,11.4,8.05,-3.9,8.009512125,7.56536
"ACADVL",8.03333333333333,8.14,1481.68714285714,1859.3,10.308,10.42909,13.6975,13.792538,2189.36666666667,9510.1,-8360.53333333333,5.34376760402552,0.297577806218896,2150.7,1712.46666666667,1790.61666666667,14.630773125,14.670215
"ACADVL",8.03333333333333,8.14,1481.68714285714,1859.3,10.308,10.42909,13.6975,13.792538,2189.36666666667,9510.1,-8360.53333333333,5.34376760402552,0.297577806218896,2150.7,1712.46666666667,1790.61666666667,14.630773125,14.670215
"ACAP2",3.97,3.73333333333333,191.108095238095,194.133333333333,10.4848666666667,10.2112466666667,7.7346,8.096104,837.2,16425.8,-14158.2,20.6199235547062,0.0455896727223701,98.25,80.65,-2.9,5.41320165,4.4264617
"ACAT1",11.2933333333333,11.66,587.826428571429,727.772549019608,9.26235333333333,9.47054,7.4396,7.558124,11950.5,8541.7,-7514.5,1.71475670474039,0.600409454680811,4560.7,2909.3,1304.4,9.59001729166667,7.4131575
"ACAT1",11.2933333333333,11.66,587.826428571429,727.772549019608,9.26235333333333,9.47054,7.4396,7.558124,11950.5,8541.7,-7514.5,1.71475670474039,0.600409454680811,4560.7,2909.3,1304.4,9.59001729166667,11.729929
"ACAT1",11.2933333333333,11.66,587.826428571429,727.772549019608,9.26235333333333,9.47054,7.4396,7.558124,11950.5,8541.7,-7514.5,1.71475670474039,0.600409454680811,4560.7,2909.3,1304.4,9.59001729166667,8.426169
"ACAT2",10.45,10.4833333333333,168.490714285714,162.294117647059,9.35380333333333,9.94478333333333,10.8621,11.134889,3917,5177.7,-3800.15,2.32185345928006,0.475189890899047,1338.025,1666.025,1570.85,11.73631025,11.066128
"ACAT2",10.45,10.4833333333333,168.490714285714,162.294117647059,9.35380333333333,9.94478333333333,10.8621,11.134889,3917,5177.7,-3800.15,2.32185345928006,0.475189890899047,1338.025,1666.025,1570.85,11.73631025,11.066128
"ACBD3",9.65,9.59333333333333,315.095714285714,284.064705882353,11.1171333333333,10.8186,7.6763,7.851536,1233.3,8116.1,-8081.5,7.58079948106706,0.201338103332411,892.65,387.7,59.9,6.3771896,6.3913326
"ACE",4.3,4.18,40.4561904761905,51.674183006536,6.62016,6.63059666666667,4.1028,4.224208,141.7,473.266666666667,-174.766666666667,4.3399200188191,0.428680396643783,-5.01666666666667,3.21666666666667,5.01666666666667,4.66237068333333,3.302015
"ACE",4.3,4.18,40.4561904761905,51.674183006536,6.62016,6.63059666666667,4.1028,4.224208,141.7,473.266666666667,-174.766666666667,4.3399200188191,0.428680396643783,-5.01666666666667,3.21666666666667,5.01666666666667,4.66237068333333,6.469904
"ACE",4.3,4.18,40.4561904761905,51.674183006536,6.62016,6.63059666666667,4.1028,4.224208,141.7,473.266666666667,-174.766666666667,4.3399200188191,0.428680396643783,-5.01666666666667,3.21666666666667,5.01666666666667,4.66237068333333,3.302015
"ACHE",6.20666666666667,6.25,19.4919047619048,16.5529411764706,7.97916,7.55867,6.1404,6.149722,129.9,806.55,-562.05,7.20900692840647,0.207710741471666,19.95,-0.616666666666667,33.5666666666667,5.982679975,6.0929217
"ACIN1",8.29,8.35333333333333,221.001428571429,196.721568627451,9.32040666666667,9.38602,7.7503,7.521966,455,5468.4,-5331.6,13.0184615384615,0.0900308921165367,320.6,591.5,930.6,8.1353934,7.362449
"ACIN1",8.29,8.35333333333333,221.001428571429,196.721568627451,9.32040666666667,9.38602,7.7503,7.521966,455,5468.4,-5331.6,13.0184615384615,0.0900308921165367,320.6,591.5,930.6,8.1353934,7.362449
"ACO1",10.07,10.1066666666667,285.984285714286,350.588235294118,10.7683333333333,10.6012033333333,10.5557,10.792605,1391,8643.4,-9315.4,7.2138030194105,0.147199106497121,2005.5,1332.95,1058.25,9.0894975,8.75952
"ACO2",8.59666666666667,8.77333333333333,376.050714285714,400.626470588235,11.1029333333333,11.1628666666667,12.6125,12.543997,139.1,5893.4,-9900.4,43.3680805176132,0.0318214711807389,969.1,621.4,1268.8,13.11763925,13.504145
"ACOT8",7.60666666666667,7.81,72.8335714285714,74.0725490196078,9.11369,8.89723666666667,9.4613,9.794577,145.2,2698,-6290.5,19.5812672176309,0.058829690141688,70.3,60.35,188.8,6.4043126,6.716154
"ACOX1",7.25666666666667,7.24333333333333,101.621547619048,92.5395424836601,9.95985666666667,9.92342666666667,8.363,8.359932,196.533333333333,1576.3,-1553.56666666667,9.0205223880597,0.109346633797703,125.333333333333,146.716666666667,52.9,11.426985,11.733601
"ACOX1",7.25666666666667,7.24333333333333,101.621547619048,92.5395424836601,9.95985666666667,9.92342666666667,8.363,8.359932,196.533333333333,1576.3,-1553.56666666667,9.0205223880597,0.109346633797703,125.333333333333,146.716666666667,52.9,11.426985,11.733601
"ACOX2",6.22666666666667,6.87666666666667,310.628571428571,309.3,6.52848666666667,6.43039333333333,6.2713,5.718527,689.3,5264.6,-2290.4,8.63760336573335,0.160133475120091,6.1,-2.55,30.65,3.803938075,5.32212
"ACOX2",6.22666666666667,6.87666666666667,310.628571428571,309.3,6.52848666666667,6.43039333333333,6.2713,5.718527,689.3,5264.6,-2290.4,8.63760336573335,0.160133475120091,6.1,-2.55,30.65,3.803938075,5.32212
"ACOX3",7.22,7.46,56.3764285714286,54.6411764705882,8.82262333333333,8.99985666666667,5.6871,5.48762,111,225.2,-319.4,3.02882882882883,0.288482958342615,286.3,191.6,468.85,7.464727875,8.077596
"ACOX3",7.22,7.46,56.3764285714286,54.6411764705882,8.82262333333333,8.99985666666667,5.6871,5.48762,111,225.2,-319.4,3.02882882882883,0.288482958342615,286.3,191.6,468.85,7.464727875,8.077596
"ACP1",10.7466666666667,10.7633333333333,336.561428571429,280.124019607843,10.8987666666667,10.8491,10.7199,10.811539,4724.7,14528.3,-12570.75,4.07496772281838,0.298534655454307,3516.2,5192.575,2836.625,7.095095225,11.635916
"ACP1",10.7466666666667,10.7633333333333,336.561428571429,280.124019607843,10.8987666666667,10.8491,10.7199,10.811539,4724.7,14528.3,-12570.75,4.07496772281838,0.298534655454307,3516.2,5192.575,2836.625,7.095095225,2.3246098
"ACP2",7.93,7.88666666666667,137.551428571429,123.102941176471,10.6411333333333,10.7825,6.2316,5.994443,747.2,6182,-5648.9,9.27355460385439,0.245888289635286,234.5,537.7,593,5.993088625,5.262431
"ACPP",3.71333333333333,3.79666666666667,12.3854761904762,14.3627450980392,5.75049333333333,5.66175666666667,3.9799,3.769096,185.6,91,-208.4,1.49030172413793,0.394713912285797,21,46.45,14.8,2.5375511,2.3246098
"ACPP",3.71333333333333,3.79666666666667,12.3854761904762,14.3627450980392,5.75049333333333,5.66175666666667,3.9799,3.769096,185.6,91,-208.4,1.49030172413793,0.394713912285797,21,46.45,14.8,2.5375511,2.3246098
"ACR",5.23333333333333,5.18333333333333,27.2342857142857,29.6303921568627,6.37407,6.31799333333333,4.9022,5.95027,108.1,172,-166.9,2.59111933395005,0.452068286277085,5.3,-5.75,6.55,6.201663125,6.0212135
"ACR",5.23333333333333,5.18333333333333,27.2342857142857,29.6303921568627,6.37407,6.31799333333333,4.9022,5.95027,108.1,172,-166.9,2.59111933395005,0.452068286277085,5.3,-5.75,6.55,6.201663125,6.0212135
"ACSL1",9.48333333333333,9.52333333333333,257.486428571429,264.748039215686,8.74663,8.27310666666667,9.0195,9.031231,201.5,1112.6,-498.8,6.52158808933002,0.247775599457095,671.05,251.75,161.6,9.687970375,8.6737795
"ACSL3",11.2533333333333,10.9333333333333,270.801904761905,273.291830065359,10.7841,11.0062333333333,8.9092,8.85688,2157.36666666667,11687.6333333333,-9764.13333333333,6.41754608241529,0.260427397038922,656.433333333333,481.633333333333,25.6666666666667,7.47948525,8.632078
"ACSL4",7.64333333333333,7.33333333333333,58.252380952381,98.2339869281046,8.54775,8.66987333333333,7.2109,7.192898,491.475,3716.85,-5456.4,8.56264306424538,0.170655895306022,285.6375,49.0625,9.1,7.842334525,7.6871047
"ACSL4",7.64333333333333,7.33333333333333,58.252380952381,98.2339869281046,8.54775,8.66987333333333,7.2109,7.192898,491.475,3716.85,-5456.4,8.56264306424538,0.170655895306022,285.6375,49.0625,9.1,7.842334525,7.6871047
"ACTA1",4.24666666666667,4.33666666666667,25.0142857142857,19.2823529411765,8.48031,8.60458333333333,2.8053,2.821748,104.4,308,-195.5,3.95019157088123,0.376594387755102,-5.65,20.45,-6.9,5.516552175,7.2013025
"ACTA1",4.24666666666667,4.33666666666667,25.0142857142857,19.2823529411765,8.48031,8.60458333333333,2.8053,2.821748,104.4,308,-195.5,3.95019157088123,0.376594387755102,-5.65,20.45,-6.9,5.516552175,7.2013025
"ACTA2",8.03,7.84666666666667,10543.2985714286,15396.0944444444,7.54883333333333,7.74867333333333,7.3421,7.548174,6671.9,4532,-12054.5,1.67926677558117,0.280276795949561,328.9,65.05,1024.75,9.27144675,9.811612
"ACTB",14.3566666666667,14.2733333333333,11966.9137857143,15956.7439542484,13.3613,13.3892666666667,14.2832,14.269054,18559.15,15234.05,-12560.75,1.82083770000242,0.608086477918739,10681.1333333333,23471.8666666667,23886.6833333333,15.58485325,14.61933
"ACTB",14.3566666666667,14.2733333333333,11966.9137857143,15956.7439542484,13.3613,13.3892666666667,14.2832,14.269054,18559.15,15234.05,-12560.75,1.82083770000242,0.608086477918739,10681.1333333333,23471.8666666667,23886.6833333333,15.58485325,16.615894
"ACTC1",6.03,5.96333333333333,3835.42571428571,2572.44215686274,6.42206666666667,6.52322333333333,4.6492,4.659897,123.5,204.2,-418.1,2.65344129554656,0.247073653880785,-7.6,-8.65,-8.575,2.847738025,2.3246098
"ACTC1",6.03,5.96333333333333,3835.42571428571,2572.44215686274,6.42206666666667,6.52322333333333,4.6492,4.659897,123.5,204.2,-418.1,2.65344129554656,0.247073653880785,-7.6,-8.65,-8.575,2.847738025,2.3246098
"ACTG2",6.43,5.69,15957.4878571429,21175.3911764706,6.70261,6.91994666666667,4.9886,4.374102,408.1,430.2,-14759.9,2.05415339377604,0.00885056776593673,-8.7,-9.95,-8.45,7.461423025,5.587273
"ACTL6A",10.1466666666667,10.12,328.265714285714,323.925490196078,9.83649666666667,9.87494666666667,12.1385,11.972297,3832.85,11507.1,-8495.2,4.00223071604681,0.276499344223203,2347.3,3522.375,456.175,11.7984925,11.149404
"ACTL6B",6.28,6.38666666666667,10.3964285714286,9.70588235294118,7.38310333333333,7.27102333333333,7.358,6.074552,109.8,167.2,-197.3,2.52276867030965,0.377209595959596,-0.2,9.85,21,7.95736885,8.518082
"ACTN1",12.3533333333333,12.2,2397.34714285714,2309.80588235294,11.2062,10.7549666666667,11.5229,11.651559,1698.9,25279.3,-28674.8,15.8798045794338,0.0801693719124912,769.95,1229.3,1817.25,10.84573725,8.231148
