"","GENE_SYMBOL","UL_mean","nonUL_mean","DE_UL","Magnitude","FoldChange_UL"
"THUMPD1","THUMPD1",412.135476190476,355.45294117647,56.6825350140057,56.6825350140057,1.15946565198307
"CHST7","CHST7",53.1442857142857,109.819607843137,-56.6753221288515,56.6753221288515,0.483923470116515
"KCTD12","KCTD12",1160.28285714286,1103.62156862745,56.6612885154063,56.6612885154063,1.05134122975313
"OSBPL10","OSBPL10",117.379857142857,174.022614379085,-56.6427572362278,56.6427572362278,0.674509215722737
"SUN2","SUN2",293.641428571429,350.23137254902,-56.5899439775911,56.5899439775911,0.838421259735461
"GPR116","GPR116",206.453333333333,263.006862745098,-56.5535294117647,56.5535294117647,0.784973179705293
"GTF2IRD1","GTF2IRD1",281.520714285714,224.985294117647,56.5354201680672,56.5354201680672,1.25128495793376
"GALC","GALC",107.312142857143,163.824509803922,-56.5123669467787,56.5123669467787,0.655043271520132
"FKBP5","FKBP5",372.665476190476,429.141176470588,-56.475700280112,56.475700280112,0.868398318836266
"NBN","NBN",227.888142857143,284.332450980392,-56.4443081232493,56.4443081232493,0.801484818462943
"KITLG","KITLG",145.583809523809,202.024183006536,-56.4403734827263,56.4403734827263,0.720625656578445
"ACP1","ACP1",336.561428571429,280.124019607843,56.4374089635854,56.4374089635854,1.20147293703194
"WSCD2","WSCD2",133.923571428571,77.4921568627451,56.4314145658263,56.4314145658263,1.72822098197341
"SMPDL3A","SMPDL3A",82.7614285714286,139.162745098039,-56.4013165266106,56.4013165266106,0.594709658200001
"MRPL24","MRPL24",663.858571428571,607.472549019608,56.3860224089635,56.3860224089635,1.09282069206249
"NFKB1","NFKB1",286.957142857143,343.341176470588,-56.3840336134454,56.3840336134454,0.835778410870928
"KLHDC10","KLHDC10",322.647476190476,266.362189542484,56.2852866479926,56.2852866479926,1.21131109766244
"G3BP2","G3BP2",323.071428571428,266.826797385621,56.2446311858077,56.2446311858077,1.21079078914447
"RNF220","RNF220",326.589047619048,382.808496732026,-56.2194491129783,56.2194491129783,0.853139495092417
"SELT","SELT",482.298571428571,538.507843137255,-56.2092717086834,56.2092717086834,0.895620328607995
"PCNP","PCNP",1544.64476190476,1600.80065359477,-56.1558916900092,56.1558916900092,0.964920121962778
"COMMD10","COMMD10",197.960476190476,254.107843137255,-56.1473669467786,56.1473669467786,0.779041188758384
"ZNF266","ZNF266",360.227857142857,304.100980392157,56.1268767507003,56.1268767507003,1.18456657613639
"NDUFB3","NDUFB3",668.262857142857,612.172549019608,56.0903081232493,56.0903081232493,1.09162499725458
"TBL1XR1","TBL1XR1",394.875619047619,338.788888888889,56.0867301587301,56.0867301587301,1.16555067771755
"GYS1","GYS1",184.501428571429,240.58431372549,-56.0828851540616,56.0828851540616,0.766888853701192
"PRRX1","PRRX1",387.321904761905,443.282026143791,-55.9601213818861,55.9601213818861,0.873759552426036
"AZIN1","AZIN1",542.257142857143,486.303921568627,55.9532212885154,55.9532212885154,1.11505813300463
"TSPYL5","TSPYL5",674.36,618.411764705882,55.9482352941177,55.9482352941177,1.09047084561971
"FAM50B","FAM50B",206.662857142857,150.717647058824,55.9452100840336,55.9452100840336,1.37119216744538
"BPHL","BPHL",153.928571428571,97.9980392156863,55.9305322128851,55.9305322128851,1.5707311356484
"SYPL1","SYPL1",1021.73642857143,1077.59411764706,-55.8576890756301,55.8576890756301,0.948164445071772
"APPL1","APPL1",196.317142857143,140.583333333333,55.7338095238095,55.7338095238095,1.39644677788128
"TUBG1","TUBG1",177.831428571429,122.103921568627,55.7275070028011,55.7275070028011,1.45639408044304
"BIRC2","BIRC2",782.085714285714,837.798039215686,-55.7123249299719,55.7123249299719,0.933501485653836
"RDX","RDX",280.55380952381,336.262091503268,-55.7082819794584,55.7082819794584,0.83433076939951
"PRAF2","PRAF2",449.798571428571,394.139215686274,55.659355742297,55.659355742297,1.14121750266688
"ZMPSTE24","ZMPSTE24",1594.61571428571,1539.01568627451,55.6000280112046,55.6000280112046,1.03612700540161
"SH3BP4","SH3BP4",111.47,166.991176470588,-55.5211764705882,55.5211764705882,0.667520298712508
"PAFAH1B2","PAFAH1B2",278.10119047619,222.610130718954,55.4910597572362,55.4910597572362,1.24927463803206
"PPAP2C","PPAP2C",147.551428571429,92.1196078431373,55.4318207282913,55.4318207282913,1.60173748050124
"ZBTB7A","ZBTB7A",83.2352380952381,138.657352941176,-55.4221148459384,55.4221148459384,0.60029444042935
"C8orf4","C8orf4",113.091428571429,168.461764705882,-55.3703361344538,55.3703361344538,0.671318080805314
"TNNC2","TNNC2",58.4314285714286,113.754901960784,-55.3234733893557,55.3234733893557,0.513660752760987
"HNRNPR","HNRNPR",673.830476190476,729.135294117647,-55.3048179271708,55.3048179271708,0.924150129100392
"DDRGK1","DDRGK1",302.384285714286,357.676470588235,-55.2921848739496,55.2921848739496,0.845412853736184
"NCLN","NCLN",54.0942857142857,109.384640522876,-55.2903548085901,55.2903548085901,0.494532737463929
"FPR1","FPR1",33.2635714285714,88.5049019607843,-55.2413305322129,55.2413305322129,0.375838746686711
"ARL2BP","ARL2BP",527.607142857143,472.476470588235,55.1306722689076,55.1306722689076,1.11668448208706
"STIM1","STIM1",89.9471428571429,145.000980392157,-55.053837535014,55.053837535014,0.620320928961168
"GGA1","GGA1",527.298785714286,582.351176470588,-55.0523907563025,55.0523907563025,0.90546530516182
"YTHDF1","YTHDF1",668.555714285714,613.520588235294,55.0351260504202,55.0351260504202,1.08970379658932
"EIF2AK1","EIF2AK1",262.613571428571,207.680392156863,54.9331792717087,54.9331792717087,1.26450826051126
"TUB","TUB",122.894642857143,67.9916666666667,54.9029761904762,54.9029761904762,1.80749566648574
"PCDHGA8","PCDHGA8",53.9264285714286,108.81862745098,-54.8921988795518,54.8921988795518,0.495562477074259
"PSMB6","PSMB6",1268.47571428571,1323.35098039216,-54.8752661064425,54.8752661064425,0.958533097477898
"NUP43","NUP43",289.622142857143,234.81862745098,54.8035154061625,54.8035154061625,1.23338657584822
"C17orf101","C17orf101",127.698571428571,182.496732026144,-54.7981605975723,54.7981605975723,0.699730729481102
"PDCD6IP","PDCD6IP",559.465357142857,614.239215686275,-54.7738585434174,54.7738585434174,0.910826503510981
"ZCCHC8","ZCCHC8",287.893571428571,342.633333333333,-54.7397619047619,54.7397619047619,0.840238072074826
"MIS12","MIS12",259.381428571429,204.647058823529,54.7343697478991,54.7343697478991,1.2674573974459
"SCAF11","SCAF11",313.729591836735,368.429738562092,-54.7001467253569,54.7001467253569,0.851531673477714
"SYNE2","SYNE2",94.1848571428571,148.883921568627,-54.6990644257703,54.6990644257703,0.632605966786301
"EIF2B2","EIF2B2",301.492857142857,246.921568627451,54.5712885154061,54.5712885154061,1.22100656827489
"BACH1","BACH1",160.608571428571,215.119607843137,-54.5110364145658,54.5110364145658,0.746601265402478
"C1QA","C1QA",297.518571428571,243.007843137255,54.5107282913165,54.5107282913165,1.22431674462675
"C8orf84","C8orf84",196.06880952381,141.560130718954,54.5086788048553,54.5086788048553,1.38505671426
"ARFIP2","ARFIP2",280.182857142857,225.674509803922,54.5083473389356,54.5083473389356,1.24153524200095
"CKLF","CKLF",148.652380952381,94.1656862745098,54.4866946778711,54.4866946778711,1.57862579070504
"BCL2","BCL2",315.487142857143,261.005882352941,54.4812605042017,54.4812605042017,1.20873575726746
"CSDE1","CSDE1",1840.03714285714,1785.57124183007,54.4659010270773,54.4659010270773,1.03050334803289
"SEC24C","SEC24C",266.57,212.117647058824,54.4523529411765,54.4523529411765,1.25670826400443
"HIST1H3B","HIST1H3B",64.4457142857143,118.871568627451,-54.4258543417367,54.4258543417367,0.542145737873538
"DCP1A","DCP1A",346.050714285714,400.473529411765,-54.4228151260505,54.4228151260505,0.864103839257516
"GZMA","GZMA",31.7714285714286,86.1803921568628,-54.4089635854342,54.4089635854342,0.368661916896355
"SLC24A2","SLC24A2",39.2057142857143,93.5823529411765,-54.3766386554622,54.3766386554622,0.418943455187091
"PSEN2","PSEN2",125.541904761905,179.875163398693,-54.333258636788,54.333258636788,0.69793907279818
"KLHL25","KLHL25",188.201428571429,242.505882352941,-54.3044537815126,54.3044537815126,0.776069540026754
"AUTS2","AUTS2",141.019285714286,195.301960784314,-54.282675070028,54.282675070028,0.72205770565726
"CX3CR1","CX3CR1",176.804285714286,122.557843137255,54.2464425770308,54.2464425770308,1.44261910285317
"FBXO11","FBXO11",345.184761904762,290.964052287582,54.2207096171803,54.2207096171803,1.18634848253897
"KIAA0240","KIAA0240",269.152857142857,323.355882352941,-54.203025210084,54.203025210084,0.83237346784704
"GLRX5","GLRX5",736.265714285714,682.080392156863,54.1853221288515,54.1853221288515,1.07944125465549
"TRIL","TRIL",212.655,158.513725490196,54.1412745098039,54.1412745098039,1.34155575072363
"GGT5","GGT5",30.1785714285714,84.256862745098,-54.0782913165266,54.0782913165266,0.358173452527784
"SOX13","SOX13",70.3804761904762,124.454901960784,-54.0744257703081,54.0744257703081,0.565509876120856
"PDHA1","PDHA1",696.505952380952,642.473529411765,54.0324229691878,54.0324229691878,1.08410062126397
"BOLA1","BOLA1",345.2,291.178431372549,54.021568627451,54.021568627451,1.18552737018606
"ROBO4","ROBO4",114.908571428571,168.925490196078,-54.016918767507,54.016918767507,0.680232280487642
"GPN1","GPN1",503.465714285714,449.46862745098,53.9970868347339,53.9970868347339,1.1201353855128
"MAN1C1","MAN1C1",238.882380952381,292.78137254902,-53.8989915966386,53.8989915966386,0.815907032857376
"SPHK2","SPHK2",122.17,176.061764705882,-53.8917647058824,53.8917647058824,0.693904211423132
"GFOD1","GFOD1",95.0290476190476,148.878104575163,-53.8490569561158,53.8490569561158,0.638301030834732
"RIPK1","RIPK1",106.368571428571,160.21568627451,-53.8471148459384,53.8471148459384,0.663908596604714
"GPSM2","GPSM2",116.658214285714,62.9593137254902,53.6989005602241,53.6989005602241,1.85291432486633
"CHTOP","CHTOP",411.102380952381,357.432679738562,53.6697012138188,53.6697012138188,1.1501533134941
"FBXO21","FBXO21",360.964761904762,414.607189542484,-53.6424276377218,53.6424276377218,0.870618674758351
"MECP2","MECP2",124.705952380952,178.313725490196,-53.6077731092437,53.6077731092437,0.699362609569887
"GNG7","GNG7",146.078571428571,92.5032679738562,53.5753034547152,53.5753034547152,1.57917200795389
"ILKAP","ILKAP",245.171428571429,191.650980392157,53.5204481792717,53.5204481792717,1.27925997597173
"HEXIM1","HEXIM1",240.951428571429,294.417647058824,-53.466218487395,53.466218487395,0.818400089052024
"DDX1","DDX1",1153.31571428571,1099.85490196078,53.46081232493,53.46081232493,1.04860715011555
"INSIG1","INSIG1",123.623333333333,177.00522875817,-53.3818954248366,53.3818954248366,0.698416279567826
"HIRA","HIRA",200.582142857143,253.958823529412,-53.3766806722689,53.3766806722689,0.789821515431271
"PPIH","PPIH",213.688571428571,160.31568627451,53.3728851540616,53.3728851540616,1.33292366077434
"RBM34","RBM34",39.3807142857143,92.7490196078431,-53.3683053221289,53.3683053221289,0.424594399511951
"ATRX","ATRX",312.195714285714,258.882189542484,53.3135247432306,53.3135247432306,1.20593739892825
"CAMK2G","CAMK2G",341.667857142857,394.87614379085,-53.2082866479926,53.2082866479926,0.865253225638834
"NKIRAS2","NKIRAS2",159.267857142857,106.070588235294,53.197268907563,53.197268907563,1.50152704715427
"TRAPPC3","TRAPPC3",340.747142857143,287.566666666667,53.1804761904762,53.1804761904762,1.1849326864164
"RC3H1","RC3H1",190.437380952381,137.266993464052,53.1703874883286,53.1703874883286,1.38735012799893
"SLC35A1","SLC35A1",565.379285714286,512.21862745098,53.1606582633053,53.1606582633053,1.10378509373596
"SEC14L1","SEC14L1",114.180714285714,167.321241830065,-53.1405275443511,53.1405275443511,0.682404176761241
"ADRM1","ADRM1",407.050714285714,353.988235294118,53.0624789915966,53.0624789915966,1.14989899013878
"SNX1","SNX1",270.572142857143,323.620588235294,-53.0484453781513,53.0484453781513,0.836078274044848
"MAML1","MAML1",417.850714285714,364.828431372549,53.0222829131653,53.0222829131653,1.14533484332262
"KAT2B","KAT2B",109.407857142857,162.307843137255,-52.8999859943978,52.8999859943978,0.67407621854932
"DAZAP1","DAZAP1",328.403333333333,275.545098039216,52.8582352941176,52.8582352941176,1.19183152112034
"PANK3","PANK3",304.456785714286,251.639215686274,52.8175700280112,52.8175700280112,1.20989403374179
"WARS","WARS",251.019285714286,303.835294117647,-52.8160084033613,52.8160084033613,0.826168949342303
"ABL1","ABL1",637.942571428571,585.143529411765,52.7990420168068,52.7990420168068,1.09023263415368
"DIP2C","DIP2C",406.822380952381,354.068954248366,52.7534267040149,52.7534267040149,1.14899195784054
"KLHL9","KLHL9",370.1525,422.899509803922,-52.7470098039216,52.7470098039216,0.875272946453927
"ZBTB20","ZBTB20",469.940238095238,522.663235294118,-52.7229971988796,52.7229971988796,0.89912625637575
"CHKB","CHKB",365.617142857143,312.937254901961,52.6798879551821,52.6798879551821,1.16834009735174
"ENPP4","ENPP4",49.7128571428571,102.319607843137,-52.6067507002801,52.6067507002801,0.485858558205875
"SKI","SKI",202.324047619048,254.928104575163,-52.6040569561157,52.6040569561157,0.793651402054005
"KDM5B","KDM5B",257.741785714286,205.154411764706,52.5873739495798,52.5873739495798,1.25633069987251
"PPCS","PPCS",418.729285714286,471.269607843137,-52.5403221288515,52.5403221288515,0.888513239015534
"DIO2","DIO2",100.702357142857,48.1710784313725,52.5312787114846,52.5312787114846,2.09051489860921
"SEC31B","SEC31B",123.404285714286,70.8803921568627,52.523893557423,52.523893557423,1.74102148646673
"LSM2","LSM2",239.637142857143,187.137254901961,52.4998879551821,52.4998879551821,1.28054215064064
"SCAND1","SCAND1",305.66119047619,253.184967320261,52.476223155929,52.476223155929,1.20726437162263
"FGFR1","FGFR1",237.171972789116,184.696265172736,52.4757076163798,52.4757076163798,1.28411894288876
"OMD","OMD",88.4028571428571,140.833333333333,-52.4304761904762,52.4304761904762,0.627712595097212
"RPS6KC1","RPS6KC1",274.915714285714,222.558823529412,52.3568907563025,52.3568907563025,1.23524967433782
"DVL3","DVL3",331.475476190476,279.169281045752,52.3061951447246,52.3061951447246,1.18736372049528
"SYT11","SYT11",162.355238095238,110.069281045752,52.2859570494865,52.2859570494865,1.47502769667181
"C9orf9","C9orf9",137.197857142857,189.478431372549,-52.2805742296919,52.2805742296919,0.724081660107799
"HNRNPL","HNRNPL",213.671428571429,265.948039215686,-52.2766106442576,52.2766106442576,0.803432990901429
"RYBP","RYBP",469.100833333333,521.338888888889,-52.2380555555555,52.2380555555555,0.899800193945077
"CASP5","CASP5",49.21,101.419607843137,-52.2096078431373,52.2096078431373,0.485211893898385
"PLK1S1","PLK1S1",329.863214285714,277.675,52.1882142857143,52.1882142857143,1.18794711185996
"MRPL19","MRPL19",177.448571428571,229.609150326797,-52.160578898226,52.160578898226,0.772828831847567
"MOK","MOK",63.9857142857143,116.107843137255,-52.1221288515406,52.1221288515406,0.551088647905333
"VDAC1","VDAC1",407.890952380952,355.796078431373,52.0948739495798,52.0948739495798,1.1464177856576
"GPRC5B","GPRC5B",89.9589285714286,142.036274509804,-52.0773459383753,52.0773459383753,0.633351789054557
"TRA2B","TRA2B",880.179285714286,828.115032679739,52.0642530345472,52.0642530345472,1.06287079811372
"OCRL","OCRL",212.930714285714,264.990196078431,-52.0594817927171,52.0594817927171,0.803541857158713
"DYRK2","DYRK2",216.392142857143,164.364705882353,52.0274369747899,52.0274369747899,1.31653655020093
"PRRX2","PRRX2",125.431428571429,73.4196078431373,52.0118207282913,52.0118207282913,1.70841866711432
"LAMTOR2","LAMTOR2",353.934285714286,301.926470588235,52.0078151260504,52.0078151260504,1.17225324770208
"ADCY9","ADCY9",90.8909523809524,142.822222222222,-51.9312698412699,51.9312698412699,0.636392229211586
"ZFC3H1","ZFC3H1",217.509285714286,269.427450980392,-51.9181652661065,51.9181652661065,0.807301872629584
"RGS1","RGS1",70.68,122.574509803922,-51.8945098039216,51.8945098039216,0.576628861196869
"CARKD","CARKD",472.582142857143,420.691176470588,51.8909663865546,51.8909663865546,1.12334693306833
"COPE","COPE",249.301666666667,197.417320261438,51.8843464052288,51.8843464052288,1.26281557432002
"ATP13A1","ATP13A1",193.954285714286,142.078431372549,51.8758543417367,51.8758543417367,1.3651212491621
"BZRAP1","BZRAP1",138.933571428571,87.1039215686275,51.829649859944,51.829649859944,1.59503233524461
"LSS","LSS",145.735238095238,197.550653594771,-51.8154154995331,51.8154154995331,0.737710736174935
"UFL1","UFL1",243.715714285714,295.517647058824,-51.8019327731093,51.8019327731093,0.824707819351314
"DPYD","DPYD",89.88,141.675163398693,-51.7951633986928,51.7951633986928,0.634409008917573
"PHF16","PHF16",186.878571428571,135.095098039216,51.7834733893557,51.7834733893557,1.38331126843939
"POLR2C","POLR2C",386.511428571429,334.781045751634,51.7303828197947,51.7303828197947,1.15452004668799
"UBR7","UBR7",284.593571428571,232.873529411765,51.7200420168067,51.7200420168067,1.22209498068522
"STIP1","STIP1",148.755714285714,97.0656862745098,51.6900280112045,51.6900280112045,1.53252627159118
"ARMCX2","ARMCX2",581.575714285714,529.890196078431,51.6855182072829,51.6855182072829,1.09754005375037
"MRPL11","MRPL11",317.305714285714,265.664705882353,51.6410084033613,51.6410084033613,1.19438415137549
"C19orf66","C19orf66",211.990714285714,263.616339869281,-51.6256255835668,51.6256255835668,0.804163787384475
"TNIP1","TNIP1",173.640714285714,225.257843137255,-51.6171288515406,51.6171288515406,0.770853133757081
"TTLL12","TTLL12",182.302142857143,130.690196078431,51.6119467787115,51.6119467787115,1.39491827487762
"TOR3A","TOR3A",177.207857142857,228.796078431373,-51.5882212885154,51.5882212885154,0.774523140246961
"SSR1","SSR1",545.241547619048,493.700490196078,51.5410574229692,51.5410574229692,1.10439741998737
"WT1-AS","WT1-AS",277.301428571429,225.790196078431,51.5112324929972,51.5112324929972,1.22813759581973
"RBM25","RBM25",333.103612244898,384.581988795518,-51.4783765506202,51.4783765506202,0.866144598420102
"ZNF323","ZNF323",178.303571428571,126.850980392157,51.4525910364146,51.4525910364146,1.40561445309567
"PHIP","PHIP",276.985142857143,328.408235294118,-51.4230924369748,51.4230924369748,0.843417165251897
"ARHGAP10","ARHGAP10",66.2828571428571,117.703921568627,-51.4210644257703,51.4210644257703,0.563132105196776
"WWP1","WWP1",239.361428571429,290.756862745098,-51.3954341736695,51.3954341736695,0.823235697041048
"VEZF1","VEZF1",565.98380952381,617.360130718954,-51.3763211951446,51.3763211951446,0.916780629913187
"CERS2","CERS2",558.594285714286,609.86862745098,-51.2743417366946,51.2743417366946,0.915925595400765
"ST3GAL5","ST3GAL5",163.705,214.96862745098,-51.2636274509804,51.2636274509804,0.761529726179836
"RAPGEF2","RAPGEF2",154.436833333333,205.612581699346,-51.1757483660132,51.1757483660132,0.751105949144474
"CHMP5","CHMP5",513.612857142857,462.451960784314,51.1608963585434,51.1608963585434,1.11062964523228
"SMPX","SMPX",60.8757142857143,9.77254901960784,51.1031652661064,51.1031652661064,6.22925647787205
"KCTD9","KCTD9",144.640476190476,195.743137254902,-51.1026610644258,51.1026610644258,0.738929998869494
"FOXL2","FOXL2",115.341428571429,166.407843137255,-51.0664145658263,51.0664145658263,0.693124953709629
"TBC1D15","TBC1D15",185.473571428571,236.5,-51.0264285714286,51.0264285714286,0.784243430987615
"HCLS1","HCLS1",326.39,275.382352941176,51.0076470588235,51.0076470588235,1.18522482110435
"NMD3","NMD3",466.414761904762,415.450326797386,50.9644351073764,50.9644351073764,1.12267275248102
"SIAH2","SIAH2",298.522857142857,247.570588235294,50.9522689075631,50.9522689075631,1.20580905539206
"VGLL4","VGLL4",415.375714285714,364.432352941176,50.9433613445378,50.9433613445378,1.13978825132674
"SDC2","SDC2",532.22,481.28954248366,50.9304575163398,50.9304575163398,1.10582082721664
"DVL2","DVL2",262.425714285714,211.524509803922,50.9012044817927,50.9012044817927,1.24063974680275
"PITPNB","PITPNB",951.353571428571,1002.24901960784,-50.8954481792717,50.8954481792717,0.949218759825594
"NQO1","NQO1",141.415714285714,90.521568627451,50.8941456582635,50.8941456582635,1.56223225502998
"POLM","POLM",75.525,126.390196078431,-50.8651960784314,50.8651960784314,0.597554259296609
"POLG2","POLG2",157.004285714286,106.164705882353,50.8395798319328,50.8395798319328,1.47887458839919
"NQO2","NQO2",114.213571428571,165.028431372549,-50.8148599439776,50.8148599439776,0.692084209239896
"MAX","MAX",370.655238095238,421.44,-50.7847619047619,50.7847619047619,0.879497053187258
"TOM1L2","TOM1L2",108.597142857143,159.32614379085,-50.7290009337069,50.7290009337069,0.681602782024902
"KERA","KERA",61.7142857142857,11.0137254901961,50.7005602240896,50.7005602240896,5.60339784836846
"SLC15A3","SLC15A3",107.744285714286,158.36862745098,-50.6243417366947,50.6243417366947,0.680338571145577
"ODZ1","ODZ1",78.9571428571429,28.3441176470588,50.613025210084,50.613025210084,2.7856624023481
"LGI2","LGI2",82.5857142857143,32.0392156862745,50.5464985994398,50.5464985994398,2.57764469312817
"HOXA5","HOXA5",129.402857142857,179.921568627451,-50.5187114845939,50.5187114845939,0.719218146718146
"PRPF8","PRPF8",930.032857142857,879.539215686274,50.4936414565826,50.4936414565826,1.05740919853947
"USO1","USO1",766.910714285714,716.41862745098,50.4920868347339,50.4920868347339,1.07047846733744
"ZNF292","ZNF292",202.305952380952,252.793790849673,-50.4878384687209,50.4878384687209,0.800280543683352
"ATP6V1B2","ATP6V1B2",426.332857142857,375.892156862745,50.4407002801121,50.4407002801121,1.13418928636633
"LUC7L3","LUC7L3",616.709523809524,566.291176470588,50.4183473389356,50.4183473389356,1.08903254974441
"KIAA0754","KIAA0754",152,101.598039215686,50.4019607843137,50.4019607843137,1.49609186528998
"SGSH","SGSH",268.732857142857,319.125490196078,-50.3926330532213,50.3926330532213,0.842091482500321
"CBX6","CBX6",763.072857142857,813.459803921569,-50.3869467787114,50.3869467787114,0.938058467627037
"ITGB4","ITGB4",42.1798571428571,92.5660784313725,-50.3862212885154,50.3862212885154,0.455672940429563
"NCBP2","NCBP2",302.988571428571,252.604901960784,50.3836694677871,50.3836694677871,1.19945642019096
"LDB3","LDB3",160.81,110.449019607843,50.3609803921569,50.3609803921569,1.45596584352643
"CDKN2A","CDKN2A",91.0695238095238,40.7326797385621,50.3368440709617,50.3368440709617,2.23578523176091
"PGM1","PGM1",729.778571428571,679.478431372549,50.3001400560224,50.3001400560224,1.07402757428873
"PLOD1","PLOD1",368.45,318.152941176471,50.2970588235294,50.2970588235294,1.15809081832637
"CTCF","CTCF",378.554285714286,328.475490196078,50.0787955182072,50.0787955182072,1.15245824121707
"FBXO17","FBXO17",229.908571428571,179.875816993464,50.0327544351073,50.0327544351073,1.27815164523714
"ATF7IP","ATF7IP",241.226071428571,191.216503267974,50.0095681605976,50.0095681605976,1.26153374476529
"MYO1E","MYO1E",186.055,136.055882352941,49.9991176470588,49.9991176470588,1.36748956959727
"LY6H","LY6H",73.6971428571429,23.7333333333333,49.9638095238095,49.9638095238095,3.10521669341895
"ARFGAP1","ARFGAP1",226.851428571429,176.896078431373,49.955350140056,49.955350140056,1.28239942107838
"MRPL15","MRPL15",515.518571428571,465.56862745098,49.9499439775911,49.9499439775911,1.10728803667694
"SLC25A28","SLC25A28",201.887142857143,151.949673202614,49.9374696545285,49.9374696545285,1.32864479799138
"MSN","MSN",1060.97357142857,1110.90637254902,-49.9328011204482,49.9328011204482,0.955052196697839
"RASA1","RASA1",454.796428571429,404.877450980392,49.9189775910364,49.9189775910364,1.12329404235815
"SMTN","SMTN",1348.96952380952,1398.84346405229,-49.8739402427636,49.8739402427636,0.964346303554015
"BCL11A","BCL11A",77.9334523809524,28.0954248366013,49.8380275443511,49.8380275443511,2.77388410512393
"CENPC1","CENPC1",110.309285714286,160.1,-49.7907142857143,49.7907142857143,0.689002409208532
"PIGR","PIGR",36.0585714285714,85.8343137254902,-49.7757422969188,49.7757422969188,0.420095062959222
"C6orf106","C6orf106",269.03,318.764705882353,-49.7347058823531,49.7347058823531,0.843976748477579
"FAM36A","FAM36A",352.007619047619,401.702287581699,-49.6946685340803,49.6946685340803,0.876289804488671
"STT3A","STT3A",379.531428571429,329.845098039216,49.6863305322129,49.6863305322129,1.15063534619
"BRD3","BRD3",386.573333333333,336.899673202614,49.6736601307189,49.6736601307189,1.14744347971167
"SULT1A1","SULT1A1",146.045952380952,195.687908496732,-49.6419561157797,49.6419561157797,0.746320779361751
"NVL","NVL",247.418571428571,197.811764705882,49.6068067226891,49.6068067226891,1.25077783819606
"MLXIP","MLXIP",246.183571428571,196.585294117647,49.5982773109244,49.5982773109244,1.25229902131561
"NINL","NINL",244.501428571429,194.952941176471,49.548487394958,49.548487394958,1.25415614196919
"WNT5A","WNT5A",230.73,280.270588235294,-49.5405882352941,49.5405882352941,0.823240146077321
"MRFAP1L1","MRFAP1L1",842.227142857143,792.775490196078,49.4516526610645,49.4516526610645,1.0623778778136
"TFF3","TFF3",42.9614285714286,92.3843137254902,-49.4228851540616,49.4228851540616,0.465029471335185
"BEX4","BEX4",353.635714285714,304.266666666667,49.3690476190476,49.3690476190476,1.16225585326155
"RNASET2","RNASET2",323.120952380952,372.48954248366,-49.3685901027077,49.3685901027077,0.867463151385321
"MCHR1","MCHR1",27.7571428571429,77.0686274509804,-49.3114845938375,49.3114845938375,0.360161375324841
"FAM193A","FAM193A",305.998095238095,256.711111111111,49.2869841269841,49.2869841269841,1.1919939651761
"ERLIN1","ERLIN1",228.800714285714,278.06862745098,-49.2679131652661,49.2679131652661,0.822821029409543
"NCOA1","NCOA1",335.181785714286,384.397549019608,-49.2157633053221,49.2157633053221,0.871966500746831
"ZNF706","ZNF706",697.736428571429,746.936274509804,-49.1998459383753,49.1998459383753,0.934131133247393
"RWDD2B","RWDD2B",251.875714285714,202.682352941176,49.1933613445378,49.1933613445378,1.24271161564231
"CCS","CCS",259.7,210.507843137255,49.1921568627451,49.1921568627451,1.23368324965769
"CASP1","CASP1",86.7748571428571,135.936078431373,-49.1612212885154,49.1612212885154,0.63835045224337
"ALOX5AP","ALOX5AP",174.181428571429,223.297058823529,-49.1156302521008,49.1156302521008,0.780043541500849
"AKT2","AKT2",338.678095238095,387.759477124183,-49.0813818860877,49.0813818860877,0.873423127527147
"TOMM70A","TOMM70A",417.781428571429,368.752941176471,49.028487394958,49.028487394958,1.13295754940567
"PLEC","PLEC",145.32,194.338562091503,-49.0185620915033,49.0185620915033,0.747767187510511
"MRPS12","MRPS12",244.582857142857,293.596078431373,-49.0132212885154,49.0132212885154,0.833059005588957
"ARHGEF6","ARHGEF6",213.365238095238,262.288888888889,-48.9236507936508,48.9236507936508,0.81347417726728
"HSD11B2","HSD11B2",127.732857142857,78.8705882352941,48.862268907563,48.862268907563,1.6195245908626
"COL10A1","COL10A1",70.6142857142857,21.7627450980392,48.8515406162465,48.8515406162465,3.24473247268094
"NCOA3","NCOA3",103.626523809524,152.475294117647,-48.8487703081233,48.8487703081233,0.679628292630593
"HIPK1","HIPK1",228.817023809524,277.662581699346,-48.8455578898224,48.8455578898224,0.824083037797609
"BACE2","BACE2",407.631190476191,456.459150326797,-48.8279598506069,48.8279598506069,0.893028850849746
"OSTF1","OSTF1",134.934285714286,183.729411764706,-48.7951260504202,48.7951260504202,0.734418536576443
"MMP16","MMP16",80.1814047619048,31.3888888888889,48.7925158730159,48.7925158730159,2.55445183312263
"ZNF493","ZNF493",160.073673469388,111.304761904762,48.768911564626,48.768911564626,1.43815655979171
"TTC1","TTC1",366.838571428571,318.1,48.7385714285714,48.7385714285714,1.1532177662011
"XRCC5","XRCC5",745.381904761905,696.643464052288,48.7384407096173,48.7384407096173,1.06996181436356
"PLEKHM1","PLEKHM1",113.674523809524,162.405555555556,-48.7310317460317,48.7310317460317,0.6999423352278
