"","GENE_SYMBOL","UL_mean","nonUL_mean","DE_UL","Magnitude","FoldChange_UL"
"C3AR1","C3AR1",177.081428571429,176.050980392157,1.0304481792717,1.0304481792717,1.00585312377686
"CCR4","CCR4",15.1214285714286,14.0921568627451,1.02927170868347,1.02927170868347,1.07303862132024
"DZANK1","DZANK1",27.7142857142857,28.743137254902,-1.02885154061624,1.02885154061624,0.964205315116017
"HOXA1","HOXA1",4.82571428571429,5.85294117647059,-1.0272268907563,1.0272268907563,0.824493898061738
"RBFOX1","RBFOX1",29.8088095238095,28.7826797385621,1.02612978524743,1.02612978524743,1.03565094683914
"CYP11B2","CYP11B2",15.0771428571429,16.1019607843137,-1.02481792717087,1.02481792717087,0.936354463850815
"C10orf92","C10orf92",7.59857142857143,8.62222222222222,-1.02365079365079,1.02365079365079,0.881277614138439
"TNK1","TNK1",47.9,46.8764705882353,1.02352941176471,1.02352941176471,1.0218346091103
"RANBP17","RANBP17",36.725,37.7480392156863,-1.02303921568627,1.02303921568627,0.97289821572345
"TCEA2","TCEA2",168.228095238095,169.250326797386,-1.02223155929033,1.02223155929033,0.993960238785744
"TXNL4B","TXNL4B",81.2814285714286,80.2601307189542,1.02129785247433,1.02129785247433,1.01272484661221
"IL5RA","IL5RA",9.87726190476191,10.8983660130719,-1.02110410830999,1.02110410830999,0.906306678718145
"CABP2","CABP2",7.34,8.36078431372549,-1.02078431372549,1.02078431372549,0.877908067542214
"PSG2","PSG2",10.6957142857143,11.7156862745098,-1.01997198879552,1.01997198879552,0.91293962940825
"TFPT","TFPT",169.717142857143,168.698039215686,1.01910364145658,1.01910364145658,1.006040992807
"ITGA2B","ITGA2B",13.3571428571429,12.3382352941176,1.01890756302521,1.01890756302521,1.0825813042738
"C2orf42","C2orf42",146.608571428571,145.590196078431,1.01837535014005,1.01837535014005,1.00699480718874
"HCRTR1","HCRTR1",20.49,21.5078431372549,-1.0178431372549,1.0178431372549,0.952675722490656
"MYLIP","MYLIP",372.198571428571,373.21568627451,-1.01711484593835,1.01711484593835,0.997274726429395
"AGPAT2","AGPAT2",100.47,99.4529411764706,1.01705882352941,1.01705882352941,1.01022653338854
"TAS2R9","TAS2R9",14.5457142857143,15.5607843137255,-1.0150700280112,1.0150700280112,0.934767425115208
"PTTG3P","PTTG3P",10.4485714285714,11.4627450980392,-1.01417366946779,1.01417366946779,0.911524363423096
"TFB2M","TFB2M",112.907142857143,111.893137254902,1.0140056022409,1.0140056022409,1.00906226804537
"LAMP3","LAMP3",8.26857142857143,9.27843137254902,-1.00985994397759,1.00985994397759,0.891160487863785
"PCDH11X","PCDH11X",13.0628571428571,14.0725490196078,-1.0096918767507,1.0096918767507,0.928250960409244
"UEVLD","UEVLD",86.3167857142857,85.3073529411765,1.00943277310924,1.00943277310924,1.01183289292548
"TGM3","TGM3",16.3685714285714,15.3607843137255,1.00778711484594,1.00778711484594,1.06560779021846
"LILRB1","LILRB1",19.5478571428571,18.5401960784314,1.00766106442577,1.00766106442577,1.05435007591953
"NPC1L1","NPC1L1",14.9980952380952,13.9911764705882,1.006918767507,1.006918767507,1.07196812717099
"FOXD3","FOXD3",22.7914285714286,23.7980392156863,-1.0066106442577,1.0066106442577,0.957701950352523
"HIST1H2AL","HIST1H2AL",11.0214285714286,12.0274509803922,-1.00602240896359,1.00602240896359,0.9163561414132
"AMACR","AMACR",17.5097619047619,18.5156862745098,-1.0059243697479,1.0059243697479,0.945671775010968
"CLCA2","CLCA2",9.03964285714286,10.0446078431373,-1.0049649859944,1.0049649859944,0.899949803746589
"SLC22A6","SLC22A6",6.51785714285714,7.52254901960784,-1.0046918767507,1.0046918767507,0.866442628139487
"RASGRF1","RASGRF1",14.4838095238095,15.4861111111111,-1.00230158730158,1.00230158730158,0.935277386290838
"SLC9A8","SLC9A8",50.9778571428571,51.9794117647059,-1.00155462184874,1.00155462184874,0.980731705345522
"GRM5","GRM5",10.1069047619048,11.1078431372549,-1.00093837535014,1.00093837535014,0.909889042995843
"C11orf16","C11orf16",14.935,15.9352941176471,-1.00029411764706,1.00029411764706,0.93722775932078
"BTRC","BTRC",51.2443333333333,50.2442483660131,1.00008496732026,1.00008496732026,1.01990446667716
"PRSS12","PRSS12",10.1785714285714,11.178431372549,-0.99985994397759,0.99985994397759,0.910554539303881
"CLCA1","CLCA1",16.0914285714286,15.0921568627451,0.999271708683475,0.999271708683475,1.06621132537724
"C19orf40","C19orf40",39.1128571428571,38.1137254901961,0.999131652661063,0.999131652661063,1.0262144841474
"IL26","IL26",5.61,4.61176470588235,0.998235294117648,0.998235294117648,1.21645408163265
"CHRND","CHRND",10.3942857142857,9.39607843137255,0.998207282913166,0.998207282913166,1.10623658478416
"LPPR1","LPPR1",16.1535714285714,15.1558823529412,0.997689075630252,0.997689075630252,1.06582850489312
"CYP4F3","CYP4F3",9.16,10.156862745098,-0.996862745098039,0.996862745098039,0.901853281853285
"PICALM","PICALM",281.075142857143,282.070196078431,-0.995053221288515,0.995053221288515,0.996472320595646
"LOC100129973","LOC100129973",3.87571428571429,4.87058823529412,-0.994873949579831,0.994873949579831,0.795738440303658
"NUP62CL","NUP62CL",6.99071428571429,7.98529411764706,-0.994579831932773,0.994579831932773,0.875448566166799
"MSI1","MSI1",12.49,11.4960784313725,0.993921568627451,0.993921568627451,1.08645744499404
"ATP8B3","ATP8B3",15.8580952380952,16.8516339869281,-0.993538748832863,0.993538748832863,0.941041993340017
"CFTR","CFTR",7.18735714285714,8.18058823529412,-0.993231092436976,0.993231092436976,0.8785868370502
"FSTL4","FSTL4",9.07523809523809,10.0679738562092,-0.992735760971057,0.992735760971057,0.901396668768775
"NAG18","NAG18",6.29571428571429,7.28627450980392,-0.990560224089636,0.990560224089636,0.864051207135169
"SLC19A3","SLC19A3",13.2342857142857,14.2245098039216,-0.990224089635854,0.990224089635854,0.930386065791673
"RIT2","RIT2",5.65714285714286,6.64705882352941,-0.989915966386555,0.989915966386555,0.851074589127687
"VNN2","VNN2",19.6442857142857,20.6333333333333,-0.989047619047618,0.989047619047618,0.952065543503347
"FABP7","FABP7",10.8790476190476,11.8679738562091,-0.988926237161531,0.988926237161531,0.916672698377734
"ERBB2IP","ERBB2IP",471.058095238095,472.046405228758,-0.988309990662913,0.988309990662913,0.997906328742862
"PPEF2","PPEF2",4.39142857142857,5.37647058823529,-0.985042016806722,0.985042016806722,0.816786495779932
"MRM1","MRM1",42.2242857142857,43.2078431372549,-0.983557422969191,0.983557422969191,0.977236599849597
"TEKT2","TEKT2",17.8514285714286,16.8686274509804,0.98280112044818,0.98280112044818,1.05826206804935
"LOC100127972","LOC100127972",18.6357142857143,17.6529411764706,0.982773109243698,0.982773109243698,1.05567191888418
"DICER1","DICER1",170.607380952381,171.587581699346,-0.980200746965409,0.980200746965409,0.994287461031519
"RFPL3-AS1","RFPL3-AS1",15.2228571428571,14.243137254902,0.979719887955183,0.979719887955183,1.0687853996224
"ELMO3","ELMO3",25.06,24.0803921568627,0.979607843137252,0.979607843137252,1.04068072632522
"OSBP2","OSBP2",13.9383333333333,12.9591503267974,0.979183006535953,0.979183006535953,1.07555919808347
"PRICKLE3","PRICKLE3",20.7857142857143,21.7627450980392,-0.97703081232493,0.97703081232493,0.955105350546383
"SCN3B","SCN3B",25.417380952381,26.3928104575163,-0.975429505135384,0.975429505135384,0.963041847828013
"KCNA2","KCNA2",13.7307142857143,12.7558823529412,0.974831932773109,0.974831932773109,1.0764221482921
"CASZ1","CASZ1",66.8995714285714,65.9249019607843,0.974669467787123,0.974669467787123,1.01478454178615
"CES1P1","CES1P1",6.59428571428571,7.56862745098039,-0.974341736694678,0.974341736694678,0.871265729089563
"PRDM9","PRDM9",5.46095238095238,6.43398692810457,-0.973034547152193,0.973034547152193,0.848766471237012
"CDH16","CDH16",7.34857142857143,6.37647058823529,0.972100840336135,0.972100840336135,1.1524512387981
"RASAL1","RASAL1",30.1114285714286,31.0833333333333,-0.97190476190476,0.97190476190476,0.968732286480278
"PILRA","PILRA",32.1407142857143,31.1705882352941,0.97012605042017,0.97012605042017,1.03112312296121
"PCGF1","PCGF1",70.2064285714286,71.1764705882353,-0.970042016806715,0.970042016806715,0.986371310507674
"SLC6A11","SLC6A11",20.9542857142857,19.9862745098039,0.968011204481794,0.968011204481794,1.04843379910583
"CPA1","CPA1",7.20285714285714,6.23529411764706,0.967563025210084,0.967563025210084,1.15517520215633
"NKX2-5","NKX2-5",32.0514285714286,31.0862745098039,0.965154061624652,0.965154061624652,1.03104759501883
"NDST4","NDST4",16.2935714285714,15.328431372549,0.96514005602241,0.96514005602241,1.06296404586779
"CDR1","CDR1",2.99285714285714,3.95686274509804,-0.964005602240896,0.964005602240896,0.756371230355372
"GPR18","GPR18",11.0871428571429,12.0509803921569,-0.963837535014006,0.963837535014006,0.920019989772675
"C8orf39","C8orf39",3.33714285714286,4.3,-0.962857142857143,0.962857142857143,0.77607973421927
"KLK6","KLK6",32.6742857142857,31.7117647058824,0.962521008403364,0.962521008403364,1.03035217425868
"ITGB8","ITGB8",53.4867857142857,52.5246078431373,0.962177871148462,0.962177871148462,1.01831861123118
"GALNT8","GALNT8",21.0614285714286,22.0235294117647,-0.962100840336134,0.962100840336134,0.956314865689867
"CAMK2B","CAMK2B",23.9708571428571,23.0094117647059,0.961445378151261,0.961445378151261,1.04178487429331
"IL23A","IL23A",13.9753571428571,14.9357843137255,-0.960427170868348,0.960427170868348,0.935696234580343
"PAR5","PAR5",7.35428571428571,8.31176470588235,-0.95747899159664,0.95747899159664,0.884804367606915
"MYL4","MYL4",47.2182142857143,48.1754901960784,-0.957275910364146,0.957275910364146,0.980129399691256
"HNRNPUL1","HNRNPUL1",272.073333333333,273.029411764706,-0.956078431372418,0.956078431372418,0.996498258465293
"PLEKHG6","PLEKHG6",31.1171428571429,30.1647058823529,0.952436974789915,0.952436974789915,1.03157454869624
"HTR7P1","HTR7P1",35.4128571428571,34.4617647058824,0.95109243697479,0.95109243697479,1.02759848327826
"STC2","STC2",31.2407142857143,32.1911764705882,-0.950462184873945,0.950462184873945,0.970474450172944
"ZNHIT2","ZNHIT2",34.1990476190476,35.1490196078431,-0.949971988795518,0.949971988795518,0.972973016050111
"KNG1","KNG1",9.11,10.059477124183,-0.949477124183009,0.949477124183009,0.905613670326815
"NPAS1","NPAS1",9.94428571428571,8.99705882352941,0.947226890756303,0.947226890756303,1.10528183813571
"TMEM35","TMEM35",92.9757142857143,93.9225490196078,-0.946834733893553,0.946834733893553,0.989918983845979
"FAM164C","FAM164C",21.5535714285714,20.606862745098,0.946708683473389,0.946708683473389,1.04594142714415
"DRD3","DRD3",5.035,4.08921568627451,0.945784313725491,0.945784313725491,1.23128746104052
"EXD3","EXD3",34.7157142857143,35.6614379084967,-0.945723622782445,0.945723622782445,0.973480496630309
"GRIA1","GRIA1",10.8328571428571,11.7764705882353,-0.943613445378151,0.943613445378151,0.919872984158694
"GRIK2","GRIK2",8.26428571428571,9.20751633986928,-0.943230625583569,0.943230625583569,0.897558625934846
"FCHO1","FCHO1",19.4742857142857,18.5313725490196,0.942913165266106,0.942913165266106,1.05088199283522
"PLK4","PLK4",13.4895238095238,12.5467320261438,0.94279178338002,0.94279178338002,1.07514241807472
"ARL14","ARL14",4.33,5.27254901960784,-0.942549019607843,0.942549019607843,0.821234659724805
"CRX","CRX",6.29,7.23235294117647,-0.942352941176471,0.942352941176471,0.869703131354209
"MST1R","MST1R",34.8414285714286,35.7823529411765,-0.940924369747897,0.940924369747897,0.973704234282896
"MUC4","MUC4",29.9223333333333,30.8625163398693,-0.940183006535946,0.940183006535946,0.969536411218633
"MAP2K5","MAP2K5",51.397619047619,50.459477124183,0.938141923436035,0.938141923436035,1.01859198661784
"INA","INA",29.7714285714286,28.8333333333333,0.93809523809524,0.93809523809524,1.03253509496284
"SNTB1","SNTB1",20.7684523809524,19.831045751634,0.937406629318396,0.937406629318396,1.04726965189121
"KRT36","KRT36",2.4,3.33725490196078,-0.937254901960785,0.937254901960785,0.719153936545242
"ZNF259P1","ZNF259P1",15.7042857142857,16.6411764705882,-0.936890756302521,0.936890756302521,0.943700449426856
"ABCB11","ABCB11",6.45,7.38529411764706,-0.935294117647059,0.935294117647059,0.873357228195938
"OR2B2","OR2B2",14.1785714285714,15.1137254901961,-0.935154061624649,0.935154061624649,0.938125509674546
"CYTH3","CYTH3",60.8860714285714,59.9514705882353,0.934600840336131,0.934600840336131,1.01558928965655
"C1orf50","C1orf50",117.775714285714,116.841176470588,0.934537815126049,0.934537815126049,1.00799836019591
"FBXL6","FBXL6",36.5657142857143,37.5,-0.934285714285714,0.934285714285714,0.975085714285715
"APOF","APOF",7.10071428571429,6.16666666666667,0.934047619047619,0.934047619047619,1.15146718146718
"AIM1L","AIM1L",14.2438095238095,15.1764705882353,-0.932661064425769,0.932661064425769,0.938545588778145
"LRP2","LRP2",13.5942857142857,14.5264705882353,-0.932184873949581,0.932184873949581,0.935828536719404
"NR0B2","NR0B2",15.9957142857143,16.9274509803922,-0.931736694677873,0.931736694677873,0.94495705846337
"OR7A10","OR7A10",6.65142857142857,7.58235294117647,-0.930924369747899,0.930924369747899,0.877224869777236
"CHRNB1","CHRNB1",41.9292857142857,41,0.929285714285712,0.929285714285712,1.02266550522648
"SLC9A2","SLC9A2",3.75714285714286,4.68627450980392,-0.929131652661065,0.929131652661065,0.801733413030485
"TULP1","TULP1",17.9671428571429,17.0392156862745,0.927927170868347,0.927927170868347,1.05445832648365
"EMR1","EMR1",19.3214285714286,20.2490196078431,-0.927591036414565,0.927591036414565,0.954190817413441
"FKBP8","FKBP8",43.4685714285714,44.3960784313726,-0.927507002801121,0.927507002801121,0.979108357414159
"SIRPB1","SIRPB1",13.9959523809524,14.9228758169935,-0.926923436041077,0.926923436041077,0.93788573681049
"LUC7L","LUC7L",310.896571428571,311.821176470588,-0.924605042016765,0.924605042016765,0.997034822802985
"KIF24","KIF24",6.37571428571429,7.3,-0.924285714285714,0.924285714285714,0.873385518590999
"LBP","LBP",18.4478571428571,19.371568627451,-0.923711484593838,0.923711484593838,0.952316123574787
"KLHL18","KLHL18",69.1592857142857,70.0820261437909,-0.92274042950514,0.92274042950514,0.986833422486788
"SYT5","SYT5",17.6857142857143,18.6078431372549,-0.922128851540617,0.922128851540617,0.950444076471475
"MUC5AC","MUC5AC",22.3408333333333,21.4194444444444,0.921388888888899,0.921388888888899,1.04301646997795
"LRRC23","LRRC23",53.27,52.3490196078431,0.920980392156864,0.920980392156864,1.01759307813319
"VRTN","VRTN",21.0457142857143,21.9666666666667,-0.920952380952379,0.920952380952379,0.958075005419466
"CCL20","CCL20",2.80285714285714,3.72352941176471,-0.920672268907563,0.920672268907563,0.752742044685171
"FGFR4","FGFR4",15.0335714285714,15.9539215686275,-0.920350140056021,0.920350140056021,0.942311980405751
"OR3A1","OR3A1",3.37,4.29019607843137,-0.920196078431372,0.920196078431372,0.785511882998172
"MLC1","MLC1",10.2114285714286,9.2921568627451,0.919271708683473,0.919271708683473,1.09892985259097
"SLC6A20","SLC6A20",11.797380952381,12.7156862745098,-0.91830532212885,0.91830532212885,0.927781694019169
"TSSK2","TSSK2",8.96857142857143,9.88627450980392,-0.917703081232494,0.917703081232494,0.907174023913413
"IL18BP","IL18BP",40.4659523809524,41.3820261437908,-0.916073762838465,0.916073762838465,0.977863003622507
"RRH","RRH",30.3085714285714,31.2235294117647,-0.914957983193275,0.914957983193275,0.970696522768866
"IGSF6","IGSF6",15.4992857142857,14.5872549019608,0.912030812324929,0.912030812324929,1.06252244294451
"CORT","CORT",31.9685714285714,32.8764705882353,-0.907899159663863,0.907899159663863,0.972384530838636
"ALX4","ALX4",20.6185714285714,19.7117647058824,0.906806722689076,0.906806722689076,1.0460033252334
"DLX4","DLX4",16.5071428571429,17.4127450980392,-0.905602240896361,0.905602240896361,0.947991988868069
"TSPAN32","TSPAN32",58.4035714285714,57.4980392156863,0.905532212885149,0.905532212885149,1.01574892335873
"ZNF415","ZNF415",121.498571428571,122.403921568627,-0.905350140056029,0.905350140056029,0.992603585502378
"CYP2C8","CYP2C8",8.56214285714286,9.46666666666667,-0.904523809523809,0.904523809523809,0.904451710261569
"ALDH3A1","ALDH3A1",10.09,10.9941176470588,-0.904117647058824,0.904117647058824,0.917763509898343
"SIGLEC9","SIGLEC9",8.12,9.02352941176471,-0.903529411764707,0.903529411764707,0.89986962190352
"PAK6","PAK6",16.6792857142857,17.5823529411765,-0.903067226890755,0.903067226890755,0.948637862639199
"LHX1","LHX1",22.8042857142857,21.9019607843137,0.902324929971989,0.902324929971989,1.04119836296202
"ATP2B3","ATP2B3",11.4296428571429,10.5277777777778,0.901865079365084,0.901865079365084,1.08566528458349
"UPB1","UPB1",12.9996428571429,13.9014705882353,-0.901827731092437,0.901827731092437,0.935127170512765
"CASD1","CASD1",78.9909523809524,78.0892156862745,0.901736694677865,0.901736694677865,1.01154751890838
"TAPT1","TAPT1",98.9419047619048,98.040522875817,0.901381886087762,0.901381886087762,1.00919397265179
"F5","F5",15.7804761904762,16.6813725490196,-0.900896358543418,0.900896358543418,0.945993870954201
"ALOX12P2","ALOX12P2",13.9285714285714,14.8294117647059,-0.900840336134454,0.900840336134454,0.939253130843766
"SMAD5","SMAD5",262.440714285714,261.541568627451,0.899145658263308,0.899145658263308,1.00343786902779
"MLN","MLN",28.3014285714286,29.2,-0.898571428571426,0.898571428571426,0.969227005870842
"CSPG4P1Y","CSPG4P1Y",5.65142857142857,6.54901960784314,-0.897591036414566,0.897591036414566,0.862942686056458
"DDA1","DDA1",62.0473809523809,61.1513071895425,0.896073762838462,0.896073762838462,1.01465338688609
"RNF186","RNF186",22.01,22.9039215686274,-0.893921568627448,0.893921568627448,0.960970807293898
"KIAA1661","KIAA1661",11.7685714285714,10.878431372549,0.890140056022409,0.890140056022409,1.0818261406942
"INSL5","INSL5",13.4542857142857,12.5666666666667,0.887619047619047,0.887619047619047,1.0706328154604
"SLC22A11","SLC22A11",8.65785714285714,7.77058823529412,0.887268907563025,0.887268907563025,1.11418297826322
"SMG7","SMG7",87.3145238095238,88.2008169934641,-0.886293183940253,0.886293183940253,0.989951417524784
"LHX2","LHX2",10.6135714285714,9.72745098039216,0.886120448179273,0.886120448179273,1.09109482535203
"GNAL","GNAL",61.3846428571429,60.5,0.884642857142858,0.884642857142858,1.01462219598583
"LPA","LPA",9.82333333333333,8.93986928104575,0.883464052287581,0.883464052287581,1.09882292732856
"SLC18A3","SLC18A3",9.55,10.4313725490196,-0.881372549019607,0.881372549019607,0.915507518796993
"CAMTA2","CAMTA2",97.0514285714286,96.1705882352941,0.880840336134455,0.880840336134455,1.00915914472707
"FCER2","FCER2",5.43857142857143,6.31862745098039,-0.880056022408963,0.880056022408963,0.860720381247922
"HGFAC","HGFAC",7.82857142857143,6.94901960784314,0.879551820728291,0.879551820728291,1.12657207352467
"CACNA1F","CACNA1F",6.65285714285714,7.53137254901961,-0.878515406162465,0.878515406162465,0.883352549559266
"IFNW1","IFNW1",7.54,8.41764705882353,-0.87764705882353,0.87764705882353,0.895737246680643
"SCRN3","SCRN3",44.7564285714286,43.8789215686274,0.877507002801124,0.877507002801124,1.01999837214387
"COQ7","COQ7",105.150952380952,104.274509803922,0.876442577030787,0.876442577030787,1.0084051469403
"CETP","CETP",6.53142857142857,7.4078431372549,-0.876414565826331,0.876414565826331,0.8816909929668
"VAX2","VAX2",25.7,24.8254901960784,0.874509803921569,0.874509803921569,1.03522628544349
"HYAL4","HYAL4",6.58285714285714,7.45686274509804,-0.874005602240897,0.874005602240897,0.882791780924833
"MATN4","MATN4",21.4828571428571,22.356862745098,-0.874005602240896,0.874005602240896,0.960906607863282
"P2RX7","P2RX7",42.4785714285714,43.3519607843137,-0.873389355742297,0.873389355742297,0.979853521272368
"ADAMDEC1","ADAMDEC1",16.6285714285714,17.5019607843137,-0.873389355742297,0.873389355742297,0.950097628116898
"CSF2","CSF2",12.6957142857143,13.5676470588235,-0.871932773109243,0.871932773109243,0.935734415162123
"NTRK1","NTRK1",6.29642857142857,5.42450980392157,0.871918767507003,0.871918767507003,1.16073687743668
"TMCC1","TMCC1",94.6587244897959,93.7874883286648,0.871236161131108,0.871236161131108,1.00928947108678
"GAL","GAL",25.7421428571429,26.6127450980392,-0.870602240896361,0.870602240896361,0.96728626687367
"NPVF","NPVF",5.67714285714286,6.54705882352941,-0.869915966386555,0.869915966386555,0.867128738287769
"C16orf70","C16orf70",50.9666666666667,51.8359477124183,-0.869281045751627,0.869281045751627,0.98323015042429
"OR3A2","OR3A2",9.93857142857143,10.8058823529412,-0.867310924369749,0.867310924369749,0.919737149078465
"DDC","DDC",5.04714285714286,5.91372549019608,-0.866582633053222,0.866582633053222,0.853462485790072
"ADRB3","ADRB3",11.5864285714286,12.4529411764706,-0.866512605042017,0.866512605042017,0.930417032188408
"CALCR","CALCR",13.4442857142857,12.5794117647059,0.864873949579831,0.864873949579831,1.06875313136711
"ZNF33B","ZNF33B",43.2285714285714,44.0921568627451,-0.863585434173672,0.863585434173672,0.980414080516361
"SMCP","SMCP",8.73,7.86862745098039,0.861372549019608,0.861372549019608,1.10946922501869
"SLCO1C1","SLCO1C1",14.6821428571429,15.5421568627451,-0.860014005602242,0.860014005602242,0.944665723477307
"PROM1","PROM1",28.2028571428571,27.3450980392157,0.85775910364146,0.85775910364146,1.03136792936018
"OVOL1","OVOL1",14.7757142857143,15.6333333333333,-0.857619047619048,0.857619047619048,0.945141638745053
"CPS1-IT1","CPS1-IT1",7.92428571428571,7.06666666666667,0.857619047619048,0.857619047619048,1.12136118598383
"NKX2-2","NKX2-2",5.90857142857143,5.05098039215686,0.857591036414566,0.857591036414566,1.16978704525288
"ANK1","ANK1",12.9580952380952,13.8146125116713,-0.856517273576094,0.856517273576094,0.937999182181008
"NIPAL3","NIPAL3",49.6972857142857,50.5535294117647,-0.856243697478995,0.856243697478995,0.983062632669921
"TACR3","TACR3",11.3214285714286,10.4666666666667,0.854761904761904,0.854761904761904,1.08166515013649
"POLR3G","POLR3G",17.0895238095238,16.2349673202614,0.854556489262364,0.854556489262364,1.05263678530451
"GLCE","GLCE",66.74,67.5941176470588,-0.854117647058828,0.854117647058828,0.987364024018798
"CDH20","CDH20",5.55142857142857,6.40392156862745,-0.85249299719888,0.85249299719888,0.866879538098154
"KIDINS220","KIDINS220",248.312476190476,247.461830065359,0.850646125116754,0.850646125116754,1.00343748417642
"BRDT","BRDT",6.01857142857143,6.86862745098039,-0.850056022408964,0.850056022408964,0.876240773214796
"CALCA","CALCA",8.49392857142857,9.34117647058824,-0.847247899159663,0.847247899159663,0.909299658150413
"CLCA4","CLCA4",5.57,6.4156862745098,-0.845686274509804,0.845686274509804,0.868184596577018
"GALNT12","GALNT12",40.145,40.9872549019608,-0.842254901960779,0.842254901960779,0.979450809673021
"NOD2","NOD2",18.9371428571429,18.0960784313726,0.841064425770305,0.841064425770305,1.04647771775304
"MMP20","MMP20",3.50428571428571,4.34313725490196,-0.838851540616246,0.838851540616246,0.80685585295066
"MST1P9","MST1P9",11.9035714285714,12.7401960784314,-0.836624649859944,0.836624649859944,0.934331885890173
"TLK1","TLK1",83.6553741496599,84.4910364145658,-0.835662264905935,0.835662264905935,0.990109456572344
"BLNK","BLNK",43.7628571428571,44.5980392156863,-0.835182072829134,0.835182072829134,0.981273121251137
"SCN9A","SCN9A",7.89571428571429,8.73039215686275,-0.834677871148459,0.834677871148459,0.904394000160423
"GAD2","GAD2",12.9101904761905,13.7443137254902,-0.834123249299724,0.834123249299724,0.939311393354422
"APC2","APC2",16.685,17.5191176470588,-0.834117647058825,0.834117647058825,0.952388147401999
"BRD4","BRD4",138.240816326531,139.073949579832,-0.83313325330127,0.83313325330127,0.994009422643004
"CST6","CST6",9.02928571428571,9.86176470588235,-0.832478991596638,0.832478991596638,0.915585190234757
"INVS","INVS",50.9880952380952,50.1581699346405,0.829925303454708,0.829925303454708,1.01654616395567
"AK5","AK5",19.7471428571429,20.5764705882353,-0.829327731092437,0.829327731092437,0.959695336110432
"FAF2","FAF2",195.359285714286,196.186274509804,-0.826988795518218,0.826988795518218,0.995784675571294
"CA7","CA7",33.8642857142857,34.6901960784314,-0.825910364145656,0.825910364145656,0.976191821969573
"CATSPERG","CATSPERG",8.48476190476191,9.30980392156863,-0.825042016806719,0.825042016806719,0.911379227343844
"TEP1","TEP1",59.5507142857143,60.3754901960784,-0.824775910364146,0.824775910364146,0.986339226270702
"SLC19A1","SLC19A1",9.25285714285714,8.42843137254902,0.824425770308125,0.824425770308125,1.09781485235713
"TSHR","TSHR",5.35690476190476,6.18039215686274,-0.823487394957981,0.823487394957981,0.866758067440174
"ACTL8","ACTL8",8.32,9.14313725490196,-0.82313725490196,0.82313725490196,0.909972120952177
"GSTA1","GSTA1",45.6057142857143,44.7833333333333,0.822380952380954,0.822380952380954,1.01836354936467
"NR5A1","NR5A1",12.7914285714286,11.9705882352941,0.820840336134454,0.820840336134454,1.06857142857143
"SMUG1","SMUG1",58.8930952380952,58.0738562091503,0.819239028944921,0.819239028944921,1.01410684742536
"CRNN","CRNN",15.1314285714286,15.9490196078431,-0.817591036414566,0.817591036414566,0.948737222944259
"VNN3","VNN3",9.63833333333333,10.4539215686275,-0.815588235294117,0.815588235294117,0.921982556503794
"USH1C","USH1C",14.6154761904762,15.431045751634,-0.815569561157794,0.815569561157794,0.947147486030139
"GPR35","GPR35",40.5914285714286,41.406862745098,-0.815434173669466,0.815434173669466,0.980306786855859
"DPPA4","DPPA4",7.26047619047619,8.07581699346405,-0.81534080298786,0.81534080298786,0.899039217499885
"SLC6A3","SLC6A3",28.5328571428571,27.7176470588235,0.815210084033613,0.815210084033613,1.02941122968712
"SOX10","SOX10",14.5814285714286,15.3960784313725,-0.814649859943978,0.814649859943978,0.947087184338845
"DGCR5","DGCR5",21.8885714285714,22.7009803921569,-0.812408963585433,0.812408963585433,0.964212604497637
"USF2","USF2",151.463333333333,152.275490196078,-0.812156862745155,0.812156862745155,0.994666529316706
"LIMK2","LIMK2",95.6123809523809,96.4202614379085,-0.807880485527548,0.807880485527548,0.991621258089537
"ZDHHC8P1","ZDHHC8P1",12.0385714285714,11.2313725490196,0.807198879551821,0.807198879551821,1.07187001197127
"ZNF221","ZNF221",7.625,6.81862745098039,0.806372549019608,0.806372549019608,1.11826024442847
"CEACAM21","CEACAM21",19.0921428571429,19.8970588235294,-0.804915966386556,0.804915966386556,0.959545982472815
"JRKL","JRKL",105.818571428571,105.014705882353,0.803865546218489,0.803865546218489,1.00765479024546
"HCG9","HCG9",18.2757142857143,17.4725490196078,0.803165266106443,0.803165266106443,1.04596726357472
"CLDN14","CLDN14",14.95,14.1470588235294,0.802941176470588,0.802941176470588,1.05675675675676
"B3GNT3","B3GNT3",28.2257142857143,27.4235294117647,0.802184873949582,0.802184873949582,1.02925170068027
"PNLIPRP1","PNLIPRP1",9.08714285714286,9.88823529411765,-0.801092436974791,0.801092436974791,0.918985297866916
"CBLC","CBLC",7.24357142857143,6.44313725490196,0.800434173669467,0.800434173669467,1.12423050169551
"RNF43","RNF43",16.2114285714286,17.0117647058824,-0.800336134453783,0.800336134453783,0.952953961667654
"THPO","THPO",12.5257142857143,13.3258169934641,-0.80010270774976,0.80010270774976,0.93995844996654
"CSN3","CSN3",7.19,6.39019607843137,0.799803921568627,0.799803921568627,1.12516109235962
"NUPL1","NUPL1",70.9563095238095,71.7552287581699,-0.798919234360426,0.798919234360426,0.988866048534903
"MAGEA10","MAGEA10",4.42428571428571,5.22254901960784,-0.798263305322129,0.798263305322129,0.847150634235297
"C21orf96","C21orf96",14.9571428571429,15.7529411764706,-0.795798319327732,0.795798319327732,0.949482556278675
