"","GSM1399027.CBD","GSM1399028.CTRL","GSM1399029.CBD","GSM1399030.CTRL","GSM1399031.CBD","GSM1399032.CTRL"
"11709",10.9751,10.7314,11.7242,11.5827,12.0506,11.912
"11710",9.38386,9.27746,8.97626,9.49697,9.19278,9.36388
"11711",10.4073,10.2838,9.64034,10.1376,10.3634,10.6434
"11712",3.8611,3.9795,4.08525,4.11406,3.9858,3.99664
"11713",8.51579,9.22497,8.79106,9.57252,10.1645,10.0379
"11714",8.5202,8.172,8.45015,8.17211,8.10025,7.95819
"11715",6.7823,7.15412,8.24643,7.62272,7.22081,7.88446
"11716",5.86275,5.86741,5.86167,5.75915,6.58905,6.37695
"11717",10.0291,10.0575,9.91391,9.90345,9.70715,9.73851
"11718",8.5028,8.34043,8.35194,8.49093,8.66104,8.3586
"11719",10.4668,10.4924,9.96208,10.76,10.2555,10.6912
"11720",5.42772,5.59845,5.23281,5.26142,5.57129,5.11346
"11721",10.4603,10.4676,10.5048,10.7079,10.6124,10.6514
"11722",6.86239,6.91396,7.437,7.46281,7.48719,7.02642
"11723",8.70917,8.2457,10.3483,10.2968,10.1915,10.3867
"11724",4.16629,4.42221,4.32594,4.64698,4.47972,4.30312
"11725",10.749,10.4803,10.0996,10.2287,9.71496,9.50121
"11726",5.20434,5.05199,5.60612,5.27302,4.68997,4.90659
"11727",6.33837,6.63979,7.64092,7.18723,6.91146,6.97818
"11728",7.53745,7.82495,8.27986,8.89841,9.50957,10.0483
"11729",5.46357,5.09788,5.28127,5.30927,5.44629,5.93142
"11730",7.02226,6.94343,6.95469,7.82848,7.79836,8.37134
"11731",8.19412,8.09,8.49009,8.44761,9.24831,9.19674
"11732",11.2149,11.0822,11.4554,10.7359,11.4481,11.3104
"11733",5.69648,5.62991,6.28293,6.4999,6.67593,6.86794
"11734",5.64262,5.51916,5.59909,5.61497,5.24086,5.37601
"11735",5.4095,5.97866,10.4115,10.7687,10.6364,11.1793
"11736",4.39502,4.41291,4.58449,4.82801,6.57981,6.47648
"11737",5.06689,4.93208,5.22314,5.34045,4.79643,5.03537
"11738",5.04827,4.79206,5.13233,4.99087,6.12737,5.49674
"11739",6.38015,6.55054,10.0929,8.60143,7.9382,7.79798
"11740",5.55288,5.46006,5.69954,5.62872,8.76429,7.66698
"11741",9.15955,8.82598,9.63729,9.31367,10.4919,10.1999
"11742",6.6502,6.35346,6.6482,6.62245,7.96467,8.03347
"11743",8.25174,8.43864,8.25367,8.36095,8.58431,8.581
"11744",5.14887,5.0685,5.16795,5.09478,5.09453,4.7673
"11745",5.00823,4.71091,5.25066,4.89331,4.42417,4.41745
"11746",9.89908,9.86318,10.0463,9.7191,10.1301,10.3141
"11747",5.17645,5.37459,5.52686,5.08723,5.48574,5.52397
"11748",8.74682,8.68492,8.10932,8.13758,8.70648,8.54395
"11749",8.95296,8.27185,7.94869,6.51315,8.20522,7.04391
"11750",5.90523,5.96492,6.31434,6.67885,7.42381,8.78592
"11751",4.87157,4.81218,4.77832,4.691,6.01053,6.01742
"11752",10.7788,10.7552,10.5737,10.3425,10.8917,10.9741
"11753",9.77837,9.2658,7.44954,5.34569,8.54266,7.57409
"11754",5.1972,5.19113,5.01546,5.53225,4.87907,5.00715
"11755",5.58109,5.73552,5.7935,5.8169,5.55068,5.59821
"11756",8.40566,8.17871,7.39883,7.39435,8.12902,8.04063
"11757",4.81199,4.68673,4.43884,4.72103,4.86169,5.40641
"11758",9.93475,9.92837,9.34632,9.84616,9.53559,9.75315
"11759",6.46125,6.46478,6.56467,6.56467,6.13409,6.15536
"11760",10.7864,10.7981,10.6017,10.6956,10.286,10.4528
"11761",8.15424,8.11774,7.69675,7.59749,7.65957,8.0015
"11762",9.97327,9.84935,9.66975,9.09693,9.44721,9.03213
"11763",7.0888,7.02712,7.39824,7.89612,9.18737,8.87464
"11764",9.94304,9.98471,9.80862,9.8571,9.82199,9.87182
"11765",5.90337,5.89876,6.16845,6.03182,5.88614,5.59972
"11766",11.0327,10.8401,10.5489,10.6856,10.6144,10.5884
"11767",6.98781,6.84408,6.84417,7.01225,7.09455,7.51184
"11768",9.19249,9.13052,10.349,10.4021,10.0611,10.1421
"11769",10.2757,10.3806,10.8762,11.0491,11.047,11.0507
"11770",6.05879,6.36319,7.71994,6.67971,5.85265,5.9546
"11771",10.3665,10.5832,10.2253,10.421,10.7461,10.9336
"11772",11.3804,11.2887,11.0291,11.2093,11.4636,11.6907
"11773",7.63806,7.52724,7.35225,6.95085,6.89104,6.91684
"11774",11.1787,11.2856,11.0773,11.1581,11.5256,11.4754
"11775",7.73764,7.73014,7.97806,7.7168,7.49793,7.46326
"11776",7.03412,7.0461,6.74727,6.96233,6.68131,6.79782
"11777",8.76356,8.77278,8.37924,7.96509,8.86461,8.89636
"11778",11.0975,11.3885,11.0858,11.448,11.3272,11.6972
"11779",6.10896,6.28047,6.60776,6.69312,6.94384,7.21579
"11780",7.16463,7.09766,7.01073,6.63271,7.42757,7.91027
"11781",7.69913,7.56058,7.62269,7.32701,7.92301,8.10037
"11782",5.13778,4.87164,5.39251,5.245,4.96278,4.82373
"11783",10.3049,10.3986,9.94361,10.0268,10.4594,10.7442
"11784",9.39459,9.08915,9.1219,8.29065,9.54078,9.74255
"11785",5.50269,5.45963,5.60535,5.59566,5.3354,5.35793
"11786",4.70555,4.60872,5.21512,4.76958,4.60204,4.64538
"11787",9.568,9.60281,9.15201,9.27696,9.90453,9.81728
"11788",6.07341,6.26153,7.15173,6.84953,6.22862,6.92814
"11789",9.516,9.57972,8.68647,9.01552,8.83024,8.85522
"11790",8.50293,8.24118,8.4549,8.08216,7.37798,6.96765
"11791",9.14338,8.95645,9.08796,7.29047,9.02603,7.82773
"11792",4.4007,4.60397,4.58391,4.44898,8.07642,7.19402
"11793",9.66529,8.75711,11.1478,9.79749,6.78172,6.55833
"11794",11.2668,11.3303,11.2593,11.5744,11.6256,11.6022
"11795",3.20639,3.001,3.20844,2.9907,3.09358,3.39417
"11796",3.93372,3.94058,3.85994,3.79622,3.74767,3.724
"11797",9.02734,8.9282,7.45093,6.98801,9.91122,9.80766
"11798",9.26154,9.17548,8.70436,8.3024,8.70606,8.61211
"11799",4.92178,5.29908,5.35077,5.51663,4.87111,4.7047
"11800",8.59217,8.52476,8.198,8.11133,7.77091,7.73701
"11801",10.0741,10.1824,9.89977,9.91348,9.8499,10.0999
"11802",8.93838,8.67731,8.23727,7.82804,8.48474,8.34005
"11803",9.69484,9.45628,9.23783,9.40942,9.55092,9.91408
"11804",5.54648,5.30698,6.00422,6.14758,7.88974,8.29739
"11805",8.00794,7.60985,6.85207,7.16649,8.22185,7.85246
"11806",8.41718,8.40641,8.52487,8.16533,8.29841,8.08362
"11807",10.0097,10.4263,12.6415,11.5441,10.6796,10.3695
"11808",5.21362,5.43425,5.51956,5.5182,5.69598,5.3789
"11809",5.88017,5.89018,6.29276,6.25882,6.05046,5.58999
"11810",8.96036,9.00748,6.73239,6.72689,9.67329,10.314
"11811",5.54526,5.3762,5.76024,5.64302,6.1286,6.29299
"11812",9.46201,9.30882,8.08184,7.7713,9.61191,9.44328
"11813",5.994,6.26495,5.91852,5.95359,8.59102,8.89106
"11814",9.63093,9.76304,9.20859,9.86875,9.46418,9.8494
"11815",6.33283,6.20997,6.08448,5.61505,7.81823,7.34016
"11816",10.4791,10.6619,10.4396,10.5214,11.3824,11.2613
"11817",8.2744,8.23695,8.44118,8.18381,9.26959,9.38024
"11818",11.6128,11.567,11.2922,11.2238,11.2506,11.2261
"11819",11.5572,11.6637,11.134,11.1973,10.9602,11.0051
"11820",11.471,11.0368,11.4377,10.5001,11.0059,10.623
"11821",5.07309,5.01381,4.81323,5.21352,4.81228,4.77498
"11822",11.346,11.4286,10.8637,10.6525,11.4706,11.1073
"11823",7.96417,7.85086,7.44654,8.01597,8.15128,8.53417
"11824",8.51674,8.15308,8.12649,7.9576,8.2083,8.61893
"11825",9.6186,9.39575,8.47997,9.37799,9.48644,9.7119
"11826",10.1753,9.88723,9.0465,9.0851,9.44741,9.45435
"11827",9.15724,8.94974,8.51586,8.49021,8.77623,8.87004
"11828",8.6846,8.77451,8.74104,8.79039,9.11812,8.95703
"11829",6.6834,6.87265,6.14646,6.66425,6.88801,7.97052
"11830",10.6776,10.8932,10.3603,11.0114,11.1671,11.7349
"11831",4.61492,4.57767,4.50154,4.58422,5.5927,5.94672
"11832",9.33714,9.23256,8.66718,8.1645,9.15436,9.13965
"11833",5.71475,5.7092,5.9953,6.17809,5.76495,5.75086
"11834",7.83102,8.01013,7.63315,8.20147,8.02077,8.17635
"11835",9.68811,9.47662,8.83649,8.83115,9.15103,9.30284
"11836",7.98067,7.95551,7.0561,7.30644,8.88578,8.63238
"11837",9.97702,10.1286,9.69137,9.71885,9.43317,9.46001
"11838",8.29901,8.48769,8.88985,9.65656,9.18166,9.49585
"11839",8.60327,8.53671,8.68878,8.82391,9.74551,9.53548
"11840",10.9505,10.9473,10.7399,10.5228,10.8377,10.8373
"11841",6.69279,6.81641,7.33168,9.26921,6.15971,8.49965
"11842",4.94295,5.05015,5.4363,4.92246,6.42244,6.79942
"11843",9.66397,10.1386,10.0746,11.1503,11.1853,10.8342
"11844",8.35541,8.40111,8.33244,8.3777,8.84996,9.03102
"11845",7.79932,8.30916,8.17203,8.3265,7.65817,7.64398
"11846",7.53477,7.45452,8.17347,8.33185,8.76606,8.99091
"11847",6.56118,6.4457,5.84132,5.67034,5.46719,5.39205
"11848",6.59835,6.79683,6.82536,6.85355,6.6059,6.70799
"11849",4.9421,5.04174,5.09811,5.09811,4.80769,4.86758
"11850",5.97044,6.0149,6.28635,5.48998,5.82936,5.83099
"11851",7.35883,7.09093,8.09679,6.60684,10.184,9.07796
"11852",12.5952,12.4308,11.7163,11.9675,11.742,11.7507
"11853",8.98891,8.57713,8.26643,7.9001,8.80776,8.89377
"11854",5.57915,5.57353,5.97867,5.71041,5.96033,5.43051
"11855",5.06129,5.36418,4.853,5.00239,4.93288,5.1828
"11856",10.2422,9.96789,9.61908,9.67458,10.4522,10.4337
"11857",9.6878,9.79622,9.28146,8.92034,8.89515,7.65529
"11858",7.35005,7.05006,7.50646,6.93448,6.71301,6.25396
"11859",9.65099,9.50388,8.9323,8.40068,9.07212,8.52935
"11860",6.01218,6.19058,5.87107,5.75964,5.80965,5.85749
"11861",10.0573,10.2266,11.4661,11.2527,11.1584,11.0304
"11862",9.28948,9.83655,8.66375,7.86806,8.79593,8.67745
"11863",8.49852,8.48801,7.67009,8.21934,8.00739,8.15556
"11864",6.65394,6.71954,6.57441,6.93193,7.70224,7.21245
"11865",11.1583,11.375,11.5346,10.1546,12.3625,12.7455
"11866",6.03526,6.04478,6.12625,6.34929,5.97366,5.2036
"11867",8.0651,8.21969,7.65986,7.54045,9.08906,8.29629
"11868",5.46832,5.49498,5.4486,5.39023,5.30808,4.94504
"11869",9.67223,9.68654,9.2726,9.34976,10.0026,10.1313
"11870",9.75927,9.91853,10.8548,11.4951,11.8122,12.0793
"11871",9.05383,9.03719,8.87709,8.45944,9.08624,8.95897
"11872",8.62981,8.52452,8.51556,8.91289,9.14014,9.11448
"11873",9.69001,9.7667,9.06144,9.40449,9.21782,9.61415
"11874",6.83525,6.82634,7.00085,7.08895,6.68381,6.5339
"11875",7.62993,7.58201,7.69891,7.72429,7.37602,7.30466
"11876",7.54766,7.53368,7.63787,7.53821,7.66126,7.55893
"11877",7.05573,7.4686,7.55268,7.52422,7.03992,7.02873
"11878",6.27037,6.25523,6.1969,6.3977,6.02325,6.07663
"11879",7.09017,7.4674,7.16916,7.20223,7.03351,6.94732
"11880",8.80704,8.72711,7.96029,8.11388,7.73738,8.00251
"11881",6.43309,6.58383,6.48915,6.54888,6.30752,6.3356
"11882",10.716,10.4713,10.0931,10.6344,10.1959,10.319
"11883",8.72192,8.73857,8.07012,8.83475,9.17309,9.71508
"11884",9.65337,9.7068,9.88018,9.87264,9.92975,10.0766
"11885",7.6489,7.52439,7.40803,7.38927,8.35992,8.39395
"11886",7.63201,7.82152,8.27192,8.32802,8.0404,8.31955
"11887",6.80166,6.94567,7.05129,7.14181,8.45478,10.6196
"11888",3.28561,3.98397,4.04329,3.49567,3.94449,4.01417
"11889",5.49018,5.49689,5.61496,5.53498,5.55163,5.13133
"11890",8.79711,8.86377,9.24479,9.38342,9.32762,9.67752
"11891",9.9802,9.93602,10.1541,9.92279,10.5058,10.8326
"11892",8.29042,8.15324,8.0283,7.94464,8.47947,8.13075
"11893",7.91316,7.58426,7.48249,7.09113,9.54693,8.11686
"11894",8.19411,8.24962,8.66419,8.27325,9.32939,9.50826
"11895",11.9224,11.8993,11.4412,11.4999,11.3763,11.4197
"11896",6.54251,7.18777,6.51976,7.01128,8.82472,9.43332
"11897",7.17757,7.45853,6.66281,6.02665,7.30793,7.40255
"11898",10.2979,10.5567,10.6037,10.5892,10.6288,10.7538
"11899",9.97291,10.3993,11.3183,11.9668,10.604,11.2119
"11900",6.30558,6.30981,6.6208,6.56173,5.88433,5.90496
"11901",10.9986,11.0561,10.6937,11.0275,11.2451,11.3031
"11902",10.3919,10.0917,10.1756,9.33142,10.6779,9.56479
"11903",6.7257,6.76475,7.31037,7.89973,7.33367,8.42304
"11904",6.49166,6.53094,6.76925,7.0825,6.4803,5.94135
"11905",4.30133,4.40099,4.77724,4.26406,4.17219,4.29627
"11906",5.64795,5.71009,5.6732,5.85923,5.56297,5.42218
"11907",8.19329,8.21142,8.4569,8.0157,7.82204,7.36339
"11908",6.14584,5.79451,6.36775,6.13985,6.82214,6.9412
"11909",8.76457,8.38507,7.62248,7.57796,8.88077,8.76789
"11910",10.058,9.40677,6.72806,6.52619,12.2174,11.9576
"11911",10.5158,10.5975,10.7278,10.6493,11.096,10.9521
"11912",9.33569,9.12539,7.40763,7.59152,10.4372,10.1372
"11913",8.14295,7.86516,9.91398,8.70676,8.72269,8.40864
"11914",6.21343,6.26354,6.3539,6.57414,5.8621,5.92421
"11915",5.27168,5.13981,4.80071,5.01703,5.17636,5.17176
"11916",11.6985,11.677,11.5399,11.1684,11.571,11.4294
"11917",7.37217,6.93535,6.50509,7.2645,7.05363,6.48147
"11918",4.31071,3.81202,2.99882,3.37961,3.58758,3.46101
"11919",7.27261,7.27594,6.90197,6.37833,7.58829,7.47426
"11920",6.61629,6.36027,6.59293,6.88684,6.64884,6.93349
"11921",7.16346,7.27941,7.76681,7.76657,6.86858,7.01709
"11922",10.7848,10.6013,9.58205,9.6581,10.4454,10.2466
"11923",8.953,9.05184,9.3402,9.20481,8.75021,8.60712
"11924",6.99919,7.09711,7.11135,6.98509,6.50494,6.65805
"11925",7.35576,7.48948,7.91971,7.7297,8.76635,8.45475
"11926",8.84876,8.65831,8.61519,8.78264,8.51827,8.72767
"11927",4.84495,4.78901,5.1879,5.10884,5.12354,4.93996
"11928",7.10306,7.66448,6.99506,7.29632,6.7833,7.08682
"11929",8.10296,7.88901,7.8543,8.18912,8.09929,8.22976
"11930",6.00281,6.04353,6.12719,6.13045,5.98052,6.05653
"11931",10.4309,10.4879,9.37096,8.1488,9.38741,7.90473
"11932",7.47161,7.25179,6.93069,6.29393,6.84989,6.892
"11933",9.27806,9.48695,7.96345,8.63117,9.65024,9.91053
"11934",8.88717,8.93333,8.92563,8.78386,8.71495,8.17738
"11935",6.4921,6.43859,6.72224,6.75336,6.39245,6.15359
"11936",5.47125,5.47964,5.61912,5.59333,5.55811,5.42187
"11937",6.29176,6.31078,6.35264,6.45283,6.21663,6.32401
"11938",6.06887,6.06298,6.30873,6.27252,5.97259,5.8137
"11939",6.8195,6.98293,7.35614,7.17979,6.76127,6.32722
"11940",5.47858,5.75994,5.95672,5.82621,5.33146,5.48108
"11941",8.50554,8.33259,7.71274,7.95751,7.89638,8.08182
"11942",6.82368,6.90245,6.91484,7.03712,6.49976,6.63483
"11943",10.0561,9.5358,8.91943,8.39804,8.69843,8.55776
"11944",8.56213,8.63295,8.08211,8.39624,8.88572,8.69105
"11945",6.27447,6.3795,6.72049,6.42537,6.05787,6.2177
"11946",7.74008,7.87226,7.86407,7.71718,8.19543,8.19861
"11947",6.72073,6.79986,7.21432,6.87862,6.45229,6.45213
"11948",9.01549,9.05548,8.81428,9.03651,9.27508,9.2078
"11949",5.01897,5.33738,5.43712,5.02134,4.90082,4.63073
"11950",6.4684,6.6123,6.55703,6.87316,6.01224,5.80774
"11951",5.01584,4.5901,5.16309,4.89106,5.10796,5.039
"11952",9.30519,9.16216,8.71124,9.2057,8.98748,8.91162
"11953",8.44428,8.3434,8.5969,8.54554,7.9495,7.95075
"11954",7.12539,6.93646,7.41746,7.29968,6.92884,6.9683
"11955",7.83732,7.86134,7.85192,7.89093,7.53329,7.48138
"11956",8.04893,8.46799,9.21332,9.72439,11.5187,11.6972
"11957",7.52409,7.48368,7.50257,7.6388,7.19386,7.09333
"11958",7.68759,7.6918,7.15678,7.63062,7.4937,7.85045
"11959",8.17959,7.89586,7.94908,7.69281,7.83453,7.33046
"11960",10.0313,10.0397,9.9205,10.0131,10.0778,10.1458
"11961",8.70161,8.74986,8.73206,9.00005,9.20246,9.30001
"11962",10.2729,9.96272,9.18717,8.60426,9.62698,9.30921
"11963",7.49503,7.61403,7.77409,7.818,7.38714,6.96982
"11964",4.70816,4.97443,4.59611,5.031,4.13992,4.28071
"11965",5.16741,5.09646,5.11635,5.05499,4.92827,4.98029
"11966",3.9678,3.90314,3.96952,3.68811,3.75763,3.65571
"11967",4.49256,4.5625,4.86957,4.67657,4.41913,4.28883
"11968",6.87184,6.93013,7.66487,7.47958,6.90834,6.66867
"11969",8.37288,8.30666,8.19903,7.97179,7.74401,7.59416
"11970",8.40808,8.31451,8.68644,8.34862,8.63349,8.40454
"11971",10.1995,10.3593,10.7229,10.2219,10.459,10.6418
"11972",8.45211,10.3803,10.1311,11.4064,9.12717,11.4564
"11973",9.00039,9.17732,10.4802,10.6385,9.99895,10.2147
"11974",8.8353,8.73481,8.57769,8.04492,8.5329,7.98186
"11975",11.1406,11.154,11.4379,11.6997,11.5273,11.7463
"11976",3.87676,4.08289,4.05231,4.11524,4.17274,4.09489
"11977",6.3795,6.38226,6.77249,6.70019,6.60774,6.6962
"11978",8.12699,8.24808,8.82713,8.31952,8.41785,8.50051
"11979",8.8309,8.9076,9.45358,9.48151,9.48103,9.39482
"11980",5.71077,5.93741,5.79621,6.27868,5.73348,5.53142
"11981",6.8093,6.84078,6.83993,6.7726,6.39908,6.4182
"11982",5.03807,5.28712,5.19409,5.17455,4.89596,4.61147
"11983",8.76951,8.66422,8.52603,8.51848,8.16432,7.83527
"11984",6.67237,6.40614,6.70838,6.31182,6.31734,6.18555
"11985",11.784,11.5442,12.0441,11.9549,11.4575,11.345
"11986",8.03434,8.06826,8.73844,8.25029,8.74514,8.42388
"11987",6.5095,6.57117,6.48775,6.67346,6.42065,6.42892
"11988",7.90414,8.11654,8.30188,8.28207,7.6098,7.56785
"11989",9.5935,9.63379,9.81155,9.70567,9.96185,9.844
"11990",7.33887,7.37779,7.67873,7.67248,7.22494,7.18784
"11991",9.5989,9.53685,9.53152,9.43857,9.21704,9.35318
"11992",8.00832,8.38329,8.43018,8.44437,8.19385,8.18418
"11993",9.02185,8.92057,8.75131,9.18637,8.48721,8.23447
"11994",9.25714,9.28131,9.98322,10.4524,10.2874,10.416
"11995",7.67643,7.58906,7.82028,7.72859,7.54192,7.48099
"11996",9.74429,9.66781,9.65858,9.83465,10.5328,9.80116
"11997",8.72474,8.69145,8.86957,8.81222,8.64022,8.82656
"11998",8.60905,8.71723,9.33048,9.38415,9.62473,9.79575
"11999",9.12627,9.19762,9.47193,9.45842,9.14889,8.92187
"12000",5.19064,5.18257,4.73022,5.73334,5.23962,4.73235
"12001",8.10485,8.76108,8.85523,9.71779,8.295,9.15206
"12002",11.4971,11.9045,11.9954,12.3134,12.5692,12.8759
"12003",7.09423,7.23726,7.14382,7.27474,6.84558,6.77786
"12004",10.7141,10.8269,11.1258,10.9623,11.3207,11.5213
"12005",6.34639,6.45891,6.38598,6.37221,6.3241,5.95691
"12006",6.77326,6.79033,7.30423,7.03375,6.52908,6.24893
"12007",8.03555,7.92289,8.28552,8.35654,8.09244,8.2019
"12008",6.22294,6.67232,6.31708,6.6552,7.40646,7.65592
"12009",10.9632,10.8288,10.5894,9.90254,10.3208,9.40662
"12010",8.57154,8.3166,8.65004,8.29062,8.80492,8.9875
"12011",7.44636,7.63715,7.72592,8.08058,7.12238,7.70001
"12012",9.95312,10.141,10.2272,10.391,10.4443,10.429
"12013",7.05844,7.1112,6.87325,6.99882,6.53491,6.54552
"12014",8.24883,8.26536,8.73103,8.86235,7.82141,7.68872
"12015",10.8539,10.5099,9.42569,7.8673,10.734,10.163
"12016",5.5151,5.68968,6.53427,6.58579,6.31161,7.10637
"12017",8.92675,8.7081,9.65878,8.93321,9.39953,9.22863
"12018",6.56257,6.48006,7.12082,7.0163,7.4513,7.52844
"12019",10.4649,10.4512,10.3833,9.75942,10.5412,10.2634
"12020",4.88508,4.83003,5.06442,4.9972,6.36895,5.95731
"12021",5.76379,6.00908,5.87755,5.93809,5.77861,5.78754
"12022",7.89318,7.95257,7.57826,7.4843,7.64158,7.83806
"12023",6.21736,6.12555,6.2705,5.93226,6.37133,6.26923
"12024",5.23777,5.4718,5.34031,5.00664,4.98402,5.05087
"12025",11.2883,11.2037,10.9849,11.0263,11.0038,11.1942
"12026",5.46569,5.28874,5.55773,5.48507,4.79822,5.13038
"12027",7.38217,7.43182,6.94772,6.772,9.04365,9.22186
"12028",10.1119,10.1476,9.43626,9.60039,10.3417,10.7029
"12029",5.9636,6.12063,6.31214,6.47526,6.07664,5.73228
"12030",8.73791,8.58507,8.25304,7.3909,8.32527,8.22974
"12031",7.99313,7.90183,8.20146,7.95347,8.29482,8.41305
"12032",8.04464,7.88947,8.42028,8.54859,8.18778,8.38324
"12033",5.94653,6.03328,6.02415,6.15338,5.80388,5.49579
"12034",9.07342,9.09577,8.94713,9.41957,8.5414,8.88054
"12035",11.0911,11.0314,11.191,11.2159,11.1786,11.593
"12036",10.1491,10.1731,9.84565,10.1693,9.9738,10.2198
"12037",4.86824,4.61037,4.98943,5.19114,4.7221,4.25654
"12038",6.62696,6.61504,6.82568,6.82066,9.79923,8.95893
"12039",9.23008,8.98166,10.4941,9.6922,8.96997,8.98273
"12040",9.0039,9.05205,8.72733,8.92707,8.29085,8.48605
"12041",6.14101,6.69288,8.68754,9.03011,7.8244,10.3365
"12042",8.83383,8.96385,9.16825,9.27968,9.0157,8.992
"12043",8.30164,8.036,8.18334,8.48526,8.26235,8.92528
"12044",10.4392,10.4987,9.99642,9.74116,9.44923,9.51674
"12045",7.02951,6.98841,7.01622,6.90473,6.85596,6.88982
"12046",6.46334,6.80785,6.89458,6.87721,6.37641,6.26519
"12047",8.94486,9.09684,8.8611,8.76718,8.69672,8.95812
"12048",8.01912,8.05992,8.43191,8.39285,8.57148,9.15254
"12049",4.54626,4.62427,4.7286,4.709,4.3462,4.21404
"12050",5.51978,5.55569,5.89318,5.77967,5.28118,5.11859
"12051",4.08176,4.35442,4.18017,3.9487,4.37739,3.9612
"12052",8.69487,8.67375,7.64974,7.52182,8.0187,7.96355
"12053",7.42328,7.45316,7.67162,7.86208,7.25224,7.09098
"12054",9.82428,10.2949,10.2857,10.8016,9.63442,9.8397
"12055",10.6815,11.2176,11.5781,11.8836,11.1934,11.712
"12056",11.1795,10.9197,10.251,9.00359,9.66957,8.36117
"12057",9.12474,8.57958,8.70709,8.70291,8.64318,8.10368
"12058",6.51787,6.48335,6.86723,7.25654,8.04052,7.45994
"12059",6.73922,7.00573,6.69647,6.68101,9.69368,9.73771
"12060",6.16952,6.1063,6.26094,6.56641,5.81395,5.3597
"12061",5.63553,5.59934,5.6234,5.28473,5.47573,5.24992
"12062",6.0877,6.02892,6.14432,6.21966,5.57581,5.38043
"12063",7.14794,7.21433,7.55807,7.78173,7.28603,7.06524
"12064",6.32298,6.44814,6.7939,6.61102,6.34232,6.38803
"12065",10.7115,10.861,11.0057,11.0603,10.8943,11.3731
"12066",10.655,10.5129,10.2623,8.88451,10.2572,9.16822
"12067",6.77829,6.90383,7.05833,6.7068,6.77911,6.43716
"12068",11.5369,11.3192,10.3998,8.96354,10.4692,9.00341
"12069",6.91922,6.84392,6.8021,6.57334,6.80275,6.51487
"12070",6.69371,6.89438,7.01311,7.19966,7.3288,7.61673
"12071",7.44896,7.33902,7.43306,7.45518,7.3017,7.52336
"12072",6.92275,7.04935,7.09729,7.14253,6.7811,6.69871
"12073",6.69762,6.55095,6.74217,6.48708,6.29736,6.27851
"12074",10.6977,10.7744,11.145,11.1776,11.0017,11.1476
"12075",8.83731,8.88434,9.10112,8.78132,9.04083,9.06281
"12076",8.81063,8.8413,8.8622,8.95486,9.79661,9.77605
"12077",9.35231,9.37981,9.50832,9.42556,9.53933,9.34348
"12078",6.11361,6.28536,6.2266,6.1621,5.95759,6.34766
"12079",7.77653,7.75598,7.31029,7.62458,7.37102,7.0537
"12080",11.6429,11.5033,11.4078,11.2069,11.4191,11.2636
"12081",6.51627,6.72393,6.74844,6.95427,6.57348,6.18598
"12082",6.59725,6.53869,6.64081,6.70771,6.15614,6.20908
"12083",6.97335,7.08417,7.31532,7.3429,7.10675,6.63565
"12084",6.12773,6.35698,6.39323,6.20882,6.01546,6.17487
"12085",5.74074,5.94856,6.28431,6.09701,5.46004,5.63978
"12086",4.40451,4.41077,4.95567,4.97642,4.71489,4.32685
"12087",5.62696,6.06216,5.92069,6.05632,5.75051,5.81915
"12088",5.92669,5.87506,6.40544,6.34858,5.39322,5.5262
"12089",6.0405,6.09346,6.3229,6.13664,5.5305,5.72199
"12090",7.62403,7.72033,8.2283,8.66249,8.63482,8.51486
"12091",8.72808,8.7417,8.89987,8.82963,8.52248,8.49011
"12092",7.42505,7.51125,7.83518,7.76612,7.4517,7.14799
"12093",7.51151,7.62904,7.75081,7.53461,7.50644,7.30078
"12094",10.6182,10.5969,10.6762,10.6865,10.7653,10.7618
"12095",11.2796,11.2275,10.914,10.8291,11.015,10.8787
"12096",7.30633,7.37072,7.62555,8.00188,6.87156,6.94756
"12097",10.4549,10.5106,10.3213,10.4745,10.2767,10.3675
"12098",10.0605,10.0451,9.7416,10.0422,9.99453,10.1049
"12099",7.94858,7.91401,8.46676,8.7676,10.4256,10.6035
"12100",8.73631,8.62024,8.82058,8.95499,9.98404,10.5946
"12101",9.82554,9.97838,9.24109,9.042,9.05813,8.94679
"12102",7.06586,7.00821,7.02565,6.9274,6.66578,6.68985
"12103",6.71796,7.0982,7.44273,7.23404,7.18175,7.05042
"12104",7.82107,8.21143,7.38481,7.54359,7.40407,8.61801
"12105",7.0194,7.0248,7.02628,7.23595,8.52696,8.48465
"12106",6.26685,6.05189,6.42845,5.93581,6.00531,6.17219
"12107",7.07017,7.03453,7.15776,7.35281,7.19445,7.17561
"12108",11.8617,11.6893,11.4339,11.3296,11.2894,11.5705
"12109",7.26259,7.24865,7.25679,7.39021,6.8536,6.78865
"12110",10.9393,10.6791,9.99332,9.92992,10.7062,10.8632
"12111",10.8059,11.0029,10.3109,11.0274,10.0461,10.5489
"12112",8.87355,8.7077,8.83399,8.84131,9.25826,9.2851
"12113",5.74865,6.15496,5.78996,6.20322,5.82932,5.73921
"12114",7.63827,7.58791,8.29672,8.1021,8.69612,8.9247
"12115",10.2994,10.4295,10.0455,10.154,9.81783,10.0429
"12116",9.25564,9.41995,9.58145,10.2847,10.1593,10.578
"12117",7.81631,8.082,8.03913,8.34482,8.81045,9.00176
"12118",9.22404,9.06706,9.66986,9.08863,8.99946,9.03657
"12119",11.0015,10.8444,10.663,10.7271,10.2327,10.2536
