"","GSM1399027.CBD","GSM1399028.CTRL","GSM1399029.CBD","GSM1399030.CTRL","GSM1399031.CBD","GSM1399032.CTRL"
"6494",9.16711,9.17619,9.24955,9.44475,9.77857,9.69928
"6495",11.6661,11.5045,9.76972,8.59851,10.1552,8.57639
"6496",5.69317,5.72527,5.55458,5.54299,5.37819,5.66572
"6497",5.84944,6.06372,6.04335,6.12848,6.50419,6.16278
"6498",6.26735,6.52012,6.86833,6.65314,6.16031,6.71356
"6499",7.73072,7.93269,7.79187,7.70297,7.69552,8.06978
"6500",7.82479,8.55031,8.08509,8.41159,7.52117,7.40627
"6501",7.20786,7.30998,7.38896,8.0954,7.92194,8.60418
"6502",2.5516,2.39117,2.65707,2.33633,2.48304,2.49518
"6503",8.90851,8.66305,8.80377,9.74468,8.72321,8.85227
"6504",8.62166,8.42826,8.40192,8.90035,8.24416,8.43027
"6505",11.1963,10.9896,10.7503,10.5004,10.6999,10.5069
"6506",9.21494,9.05389,8.63328,8.60424,8.01997,8.38283
"6507",11.0491,11.1306,10.8098,10.9064,10.3763,10.4775
"6508",6.94503,7.05811,7.142,6.934,6.44565,6.41417
"6509",11.3252,10.932,11.2589,10.1117,10.252,10.1465
"6510",10.7734,9.76126,10.3686,7.58302,8.92304,7.6384
"6511",9.29177,9.29282,8.83979,9.50224,7.65907,7.81161
"6512",8.79044,8.9017,9.4997,9.40936,9.70428,9.54506
"6513",8.98768,9.01294,9.57865,9.23857,8.60482,8.25793
"6514",7.78175,7.85699,8.09995,8.00158,7.69421,7.45551
"6515",6.45934,6.41069,6.81851,6.71963,6.3803,6.35412
"6516",7.64312,7.88746,8.03261,7.76374,7.41084,7.1336
"6517",6.92968,7.28321,6.97175,6.13889,7.03831,6.53191
"6518",7.466,7.39935,7.21271,5.52271,7.40106,7.4718
"6519",12.1256,12.0954,12.1252,11.8438,11.3159,11.1908
"6520",6.55821,6.70528,7.45379,7.52218,7.81959,7.7341
"6521",11.2766,11.2805,10.9233,10.6684,10.8195,10.8323
"6522",8.93928,8.78982,8.73335,8.1028,9.65514,9.78715
"6523",10.3454,10.4791,10.0558,9.9764,9.85979,10.0228
"6524",10.9577,10.787,9.97039,9.59678,10.2062,9.6229
"6525",6.98294,7.1924,7.48613,7.24085,7.07367,7.01896
"6526",8.76855,8.75519,9.42071,9.11535,9.38496,9.11589
"6527",6.09307,6.17108,6.53206,6.59781,6.62502,6.6148
"6528",8.95438,9.05863,8.47139,8.77368,8.46549,8.88588
"6529",9.4861,9.09008,8.84512,8.70733,9.58649,10.241
"6530",8.0454,7.84296,7.86318,7.72186,7.76734,7.63965
"6531",11.6355,11.5691,11.6576,11.6666,11.6516,11.4881
"6532",10.1557,10.2766,10.3006,10.4778,10.826,11.122
"6533",10.7871,10.7433,10.5042,9.74399,11.7132,11.2996
"6534",5.76522,5.70808,5.86758,5.85507,5.49026,5.36789
"6535",5.5201,5.67876,5.74201,5.74617,5.49242,5.26982
"6536",10.0042,10.2939,10.1284,9.75464,9.40784,9.41596
"6537",5.65986,5.5563,5.98678,6.03128,5.44609,5.36032
"6538",10.457,10.3191,9.34991,8.02372,9.73593,8.25717
"6539",12.498,12.4221,12.2931,12.4317,12.4968,12.7618
"6540",9.86025,9.85034,9.26949,10.067,9.93597,10.4367
"6541",6.84561,6.91523,7.18477,7.17316,6.88625,7.05016
"6542",6.8837,6.78437,7.18369,7.05298,6.62282,6.49469
"6543",7.65881,7.68604,7.64436,7.23874,8.20546,8.05842
"6544",6.08867,5.98435,6.11884,6.36978,5.82419,5.60001
"6545",4.80069,4.95552,4.97204,4.89922,4.68752,4.68386
"6546",10.3005,10.4446,10.7073,11.1316,10.7457,10.8529
"6547",6.61619,6.64018,6.67076,6.87372,6.49886,6.30923
"6548",9.60211,9.30504,8.77223,9.07973,9.2422,9.44586
"6549",10.5565,10.6008,11.0519,10.9042,10.6064,10.4146
"6550",4.99336,5.01033,5.29435,5.09383,4.72581,4.7636
"6551",10.5467,10.7207,10.4174,10.5662,10.8562,11.1558
"6552",6.78095,6.77115,6.77994,6.85874,6.47899,6.29712
"6553",8.04926,8.27478,8.26207,8.22345,8.95844,8.92195
"6554",7.5712,7.5155,9.30327,8.27074,7.91008,7.76224
"6555",6.71732,7.05516,7.62713,7.54216,6.81962,6.69152
"6556",6.28302,6.69045,8.24503,7.29365,6.2968,6.32036
"6557",6.60232,6.68625,6.92585,6.93569,6.50747,6.32642
"6558",7.83039,7.98889,7.89617,8.21735,7.69598,7.79239
"6559",6.75909,6.94588,7.05993,6.95971,6.69314,6.69988
"6560",8.60194,8.71645,8.70932,8.60712,9.02037,9.0931
"6561",6.87851,7.07018,7.07312,7.05204,6.79245,6.59549
"6562",6.45629,6.67192,6.70994,6.61238,6.25292,6.07125
"6563",10.3125,10.185,9.85927,9.98005,9.36774,9.59398
"6564",9.49319,9.55333,9.98112,9.96267,11.038,11.2196
"6565",7.39828,7.37104,7.46604,7.71568,7.55684,7.57434
"6566",7.83229,7.94035,8.11468,8.3828,8.21412,8.19051
"6567",9.94485,9.99895,9.66476,9.45305,9.4071,9.30963
"6568",6.87505,7.0255,7.15743,7.28683,6.77192,6.76838
"6569",8.53618,8.40266,8.82366,8.61516,8.87222,8.95384
"6570",6.29304,6.35755,6.35183,6.80175,6.49434,6.35183
"6571",7.97635,8.15389,8.34046,8.58658,7.78819,7.66223
"6572",6.78067,6.6672,6.55343,6.87918,6.19163,6.42915
"6573",10.6081,10.5562,10.3071,10.2387,10.231,10.3894
"6574",9.0362,9.03287,9.01214,9.18725,8.96702,9.11645
"6575",6.24706,6.54165,6.82961,6.48771,6.27896,6.24747
"6576",7.9913,8.19178,8.04021,8.40403,7.71964,7.79992
"6577",11.2404,11.0352,10.9007,10.7338,10.8298,10.9515
"6578",6.84727,6.8462,6.70775,7.0578,6.52856,6.40631
"6579",9.92314,9.70047,9.844,9.64258,10.3615,10.1984
"6580",5.74907,5.89636,6.10862,6.06677,5.98039,5.91059
"6581",11.6691,11.9181,11.5532,11.8216,11.2769,11.4281
"6582",6.35177,6.51247,6.58577,6.59379,8.02765,8.4316
"6583",7.2878,7.2485,7.53505,7.16382,8.30622,8.19824
"6584",9.90693,9.89623,9.90226,9.92459,10.0296,9.92471
"6585",6.32704,6.15073,7.17928,7.06097,6.78987,6.9934
"6586",11.6141,11.4026,10.8332,10.9236,10.7596,10.755
"6587",10.0114,9.92607,9.89006,9.29377,8.37678,7.9754
"6588",6.92829,6.95563,7.60598,6.93511,8.18365,7.51027
"6589",11.1625,11.1189,10.8207,11.0495,10.9669,11.0614
"6590",6.52944,6.73352,6.73352,6.77426,6.49047,6.39513
"6591",5.24211,5.5537,5.15825,5.62282,5.12619,5.14024
"6592",6.09036,6.08886,6.19547,6.35447,5.87787,5.68466
"6593",9.654,9.77793,9.95566,10.0815,10.1081,10.4345
"6594",7.14747,7.37474,8.22221,7.69432,8.26557,8.20441
"6595",7.99301,8.24629,8.24698,8.403,7.94261,8.09221
"6596",10.185,10.2732,9.89113,10.0393,9.39018,9.77278
"6597",8.43151,8.6746,9.30762,9.6483,8.67116,8.87661
"6598",9.87137,9.83235,10.4798,10.1479,10.7849,10.6968
"6599",9.64813,9.82161,9.67898,9.79344,9.75615,9.56384
"6600",7.08473,7.81581,7.54529,8.37573,7.03065,7.26953
"6601",8.33709,8.58734,8.49389,8.40838,8.57305,8.49028
"6602",5.71609,5.75335,5.69818,5.65814,5.7039,5.58188
"6603",7.02277,6.97476,7.40341,7.11451,6.62162,6.58291
"6604",7.24065,6.87677,6.79009,6.83683,7.00753,6.32216
"6605",8.18548,8.0764,8.17645,8.86754,7.78221,8.18917
"6606",8.16632,7.93886,8.61459,9.63585,8.29683,8.54079
"6607",8.88685,8.80248,9.05499,9.14829,8.67168,8.38245
"6608",7.57928,7.59081,7.72587,7.91116,7.47515,7.26736
"6609",9.17424,9.03887,9.40447,10.1976,9.3911,9.44786
"6610",4.70783,4.17369,3.65568,3.92826,4.4925,4.32959
"6611",8.08361,7.97066,8.49677,8.45126,8.04778,8.36402
"6612",9.91851,9.87339,9.75628,9.93346,9.49537,9.7185
"6613",6.60704,7.31942,6.61444,8.313,6.15455,6.57425
"6614",5.74305,5.59191,5.72527,5.61084,5.46576,5.60398
"6615",5.63841,5.55583,5.72045,5.57233,5.39616,5.55259
"6616",8.87426,8.85568,8.63304,8.41197,8.15247,8.40843
"6617",7.25885,7.32785,7.52369,7.38752,7.17415,7.3925
"6618",7.32786,7.25248,6.99748,7.52735,7.22786,7.49926
"6619",9.60376,9.61431,10.1327,10.2274,10.3556,10.3421
"6620",6.62075,6.64854,6.88498,6.70277,6.65671,6.98
"6621",6.57806,6.55663,6.72885,6.50425,6.2728,6.29275
"6622",9.05453,9.17469,9.81234,9.60933,9.57583,9.77024
"6623",8.03158,8.21316,8.66505,8.49462,8.95521,8.66798
"6624",5.67764,5.52355,5.68565,5.68559,5.78859,5.48393
"6625",5.28329,5.23731,5.61792,5.20689,5.19202,5.27381
"6626",11.8636,11.7823,11.7911,11.7634,11.6447,11.7346
"6627",6.56871,6.42405,6.41109,6.42819,6.56844,6.24477
"6628",9.17392,9.53028,8.92711,8.92182,9.45355,9.94292
"6629",6.80241,7.32773,7.47248,7.52577,6.90413,7.54559
"6630",6.85857,7.03632,6.74486,6.40274,6.23062,6.31856
"6631",10.2837,10.3744,10.7941,10.4326,11.0645,11.0689
"6632",10.4741,10.2251,9.63145,8.03778,9.78102,8.56296
"6633",5.90098,5.67544,5.85077,5.66496,5.64557,5.36327
"6634",9.68305,9.37163,8.91346,7.39778,9.56627,7.77293
"6635",5.53558,5.7588,5.80977,5.86577,5.69263,5.78391
"6636",7.47294,7.54512,8.01007,7.80473,7.57188,7.41412
"6637",8.36499,8.42727,8.66837,8.73396,8.54457,8.50391
"6638",7.60973,7.74224,8.40712,7.98501,8.85775,8.63057
"6639",6.91084,6.77649,7.34482,7.5509,7.42658,7.29435
"6640",5.83582,5.68681,6.18959,6.65718,5.4688,5.90183
"6641",9.94016,10.0377,9.95695,9.97782,10.6142,10.5351
"6642",7.83554,7.80997,8.26809,8.46933,8.13628,8.41041
"6643",11.0097,11.2124,11.267,11.3799,11.1696,11.1086
"6644",9.28676,9.42148,10.0558,10.5513,10.3632,10.5426
"6645",10.0023,10.1248,9.55207,9.003,9.57939,10.0591
"6646",8.00345,8.39917,8.66609,8.8868,8.98109,9.2784
"6647",7.09022,6.98362,7.09286,7.07918,6.96801,6.94128
"6648",9.29953,9.1349,10.1769,9.89299,10.3131,10.1793
"6649",8.31122,8.3427,8.48671,8.39894,8.9676,8.76303
"6650",7.20726,7.14214,7.41163,7.50786,7.59286,7.66946
"6651",4.98664,5.05478,5.40457,5.21927,5.84805,5.53582
"6652",6.96462,7.68109,10.477,10.8642,8.2727,10.3174
"6653",6.38026,6.47122,6.55498,6.55742,8.72974,8.63881
"6654",5.33326,5.34241,5.33105,5.52166,5.11749,5.08465
"6655",8.05653,8.32577,8.18472,8.28773,8.21096,7.88053
"6656",8.97134,8.83349,9.24545,10.0531,9.6136,9.89235
"6657",5.86388,5.79809,5.83568,6.00037,5.57158,5.61288
"6658",5.06856,5.152,5.14514,5.16543,4.99249,5.47264
"6659",11.6209,11.5278,11.5368,11.7869,10.272,10.6146
"6660",8.83558,8.77325,8.81457,8.25185,10.3234,10.1823
"6661",5.50848,5.55968,5.6048,5.5355,5.36961,5.16652
"6662",10.1831,9.90353,10.0657,9.21352,10.619,9.72611
"6663",8.63921,8.93013,9.94561,10.1807,9.71645,10.0702
"6664",7.73559,7.79881,8.60057,8.4975,7.27558,7.02883
"6665",10.1126,10.0818,10.1053,9.92748,9.68431,9.85044
"6666",5.92886,5.66369,5.62717,5.79207,5.96204,5.48219
"6667",9.60592,10.0052,10.2329,10.8554,9.84519,10.1967
"6668",8.31613,8.15509,8.7504,8.70417,8.01589,7.36567
"6669",9.0387,9.07804,9.11986,9.32588,8.51713,8.86127
"6670",6.93862,7.0902,7.07257,7.24604,7.04753,7.04031
"6671",6.53442,6.40738,6.68769,6.70672,7.12227,7.46064
"6672",8.43563,8.43572,8.31411,8.82421,7.97691,7.91732
"6673",10.306,10.3578,11.4012,11.8229,10.102,9.94899
"6674",5.4155,5.24309,5.94349,5.59486,5.3587,5.04112
"6675",4.28734,4.78433,4.55017,4.04743,4.30056,4.29783
"6676",5.94829,5.74815,5.86567,5.70855,5.28843,5.20746
"6677",9.66959,9.32459,10.0028,10.1917,10.2939,9.97925
"6678",4.52676,4.63326,4.26914,4.02774,4.453,4.95569
"6679",5.1943,5.40202,5.42291,5.64245,5.86268,5.49793
"6680",5.90796,5.98608,6.40096,6.334,5.79995,5.87626
"6681",6.53975,6.48049,6.57056,6.80895,6.43095,5.96116
"6682",11.0321,11.1374,10.8378,10.9126,10.3478,10.5164
"6683",8.6035,8.5918,8.5721,8.2389,8.53174,8.43757
"6684",7.30702,6.96149,7.02875,7.31348,7.0165,7.65903
"6685",6.59237,6.70206,6.75737,6.76606,6.36284,6.41171
"6686",6.42054,6.44177,6.5717,6.33458,6.48613,6.69357
"6687",7.12874,7.14743,7.70257,7.14814,7.68364,7.43294
"6688",9.01671,9.03997,9.138,9.46635,9.39287,9.47845
"6689",6.27068,6.23898,6.50163,6.33956,5.97421,5.9141
"6690",7.17695,7.37141,7.34098,7.10689,9.64095,9.80635
"6691",6.83276,7.13229,7.40892,7.03237,6.84417,6.60866
"6692",6.77509,7.00488,7.392,7.37873,7.64576,7.25384
"6693",8.85255,8.77495,8.76456,8.79283,8.9231,9.30223
"6694",10.8981,10.8522,11.2904,11.2639,11.4856,11.0988
"6695",9.51536,9.48456,9.32302,9.42829,9.20819,9.31116
"6696",5.71913,5.73405,6.12095,5.94241,5.79473,5.59509
"6697",7.16158,7.00672,7.72495,7.58094,7.1204,6.91068
"6698",7.61607,7.59195,7.76408,7.64234,7.22245,7.49275
"6699",5.51838,5.65828,6.95526,6.6891,5.89145,6.42565
"6700",7.83467,8.04589,7.4578,7.37457,7.6923,8.17764
"6701",11.3133,11.3326,11.2929,11.3628,11.1812,11.4946
"6702",9.19032,8.83553,7.98776,8.02022,8.76008,8.56318
"6703",8.17982,8.16614,8.63216,8.46924,9.2226,9.06017
"6704",11.7471,11.8548,11.3285,11.5359,11.2442,11.6333
"6705",9.0553,8.91782,9.5534,9.48444,8.98354,8.80702
"6706",9.47631,9.02886,9.63339,10.2826,9.30534,10.0382
"6707",7.26998,7.40175,7.93389,7.57732,7.14938,7.07783
"6708",6.74405,6.60571,6.3617,6.47189,6.46392,6.1886
"6709",10.3331,10.2971,10.2814,10.3626,10.6092,10.3694
"6710",8.83824,8.95264,9.14325,9.41509,9.14943,9.56947
"6711",9.53342,9.49686,8.6438,9.24505,9.1608,9.20888
"6712",7.44251,7.51003,7.66581,7.6996,7.45105,7.49847
"6713",9.48082,9.53465,9.56161,9.36493,10.1119,9.6897
"6714",6.67812,6.56073,8.47815,7.97468,7.40521,8.24271
"6715",6.54724,6.5762,5.94752,5.94561,6.27756,6.64171
"6716",8.33665,8.1747,8.13943,8.19235,7.70778,7.65642
"6717",11.6302,11.6098,11.3874,11.1008,11.5137,11.6434
"6718",6.71478,6.94546,7.06096,7.2843,6.93758,6.99076
"6719",7.52847,7.54044,7.92339,7.88838,7.5247,7.25876
"6720",6.25269,6.27608,6.67397,6.4947,6.428,6.30879
"6721",6.69013,6.67943,7.12088,7.20617,6.75921,6.74781
"6722",8.92927,8.98466,8.58703,8.68248,8.82829,8.96578
"6723",9.8935,9.94271,10.157,10.3559,9.68764,9.86539
"6724",8.0273,7.97592,7.58285,7.8762,7.61107,7.67071
"6725",6.2961,6.41484,6.44592,6.51564,6.22779,6.07055
"6726",8.00027,8.11534,8.15336,7.9801,7.67852,7.64333
"6727",8.86381,8.95171,9.25655,9.48667,9.13961,9.30027
"6728",4.79066,4.77268,5.18952,5.2764,4.82855,4.73859
"6729",9.39781,8.91989,7.93045,6.47728,8.71162,7.46711
"6730",8.68362,8.86483,8.35243,8.57646,8.10873,8.24428
"6731",6.45973,6.68416,6.8752,6.86255,6.64531,6.7322
"6732",8.79886,8.86929,8.78476,9.10389,8.91898,8.79353
"6733",7.19197,7.29587,7.58873,7.27916,6.88096,6.9045
"6734",9.55202,9.41097,9.71148,8.96901,8.80704,8.87351
"6735",6.29908,6.40512,6.58413,6.3455,6.06939,6.03396
"6736",6.4977,6.56033,6.85634,6.89306,6.31318,6.01104
"6737",6.57697,6.56706,6.86726,6.77711,6.15002,5.81359
"6738",10.3063,10.2729,10.9117,11.1333,11.2007,11.299
"6739",10.4811,10.5524,10.2079,10.4093,10.3644,10.4275
"6740",9.21493,9.14993,10.1877,10.4314,9.76141,9.64686
"6741",9.49003,9.45033,9.41235,9.30921,9.2591,9.15056
"6742",8.02618,7.89987,8.02647,8.09877,7.90252,7.892
"6743",8.10804,8.13271,8.71518,8.81857,8.68427,8.64705
"6744",9.09476,9.07719,8.98452,9.15201,9.27707,9.25213
"6745",11.7209,11.6548,10.9836,11.1692,10.618,11.0065
"6746",6.2954,6.22323,6.28213,6.31781,5.65607,5.82845
"6747",6.63015,6.53325,6.84381,6.43416,6.32953,6.16223
"6748",6.46515,6.33423,6.43281,6.15515,6.23786,5.93575
"6749",9.18671,9.04855,8.54469,8.1827,9.20623,9.13483
"6750",8.50127,8.49765,8.51374,8.72102,8.69546,9.14234
"6751",9.12738,9.0206,9.34073,9.62611,10.0525,10.1119
"6752",8.34395,8.34774,8.82521,9.29982,8.24026,8.50666
"6753",6.44537,6.5381,6.64298,6.87878,6.24998,6.13752
"6754",6.23682,6.44789,6.66758,6.78537,6.76558,6.17918
"6755",6.53287,6.58334,6.62602,7.25735,7.44061,7.76822
"6756",6.797,6.87527,6.8539,6.63022,6.45902,6.13103
"6757",6.18397,6.14546,6.30546,6.33763,6.2369,6.37081
"6758",8.74063,8.50233,8.40395,8.07281,8.39167,8.50788
"6759",9.63798,10.0758,9.72865,9.45276,9.9673,10.1002
"6760",11.7401,11.8325,11.4424,11.464,11.9813,11.6167
"6761",9.10946,9.00793,9.04806,9.40856,9.02705,8.90561
"6762",9.07348,9.09331,9.35372,9.76376,9.97453,9.86498
"6763",5.9795,5.87765,6.61058,6.53754,5.86892,5.93624
"6764",6.04422,5.94731,6.23834,6.22984,6.1031,5.83926
"6765",7.66632,7.67518,7.8354,7.85446,7.67658,7.72423
"6766",7.20963,7.22508,7.21783,7.27476,8.01666,7.53653
"6767",12.2825,11.9565,11.4225,9.97714,11.3494,10.6853
"6768",8.86865,8.91415,9.48565,9.31692,9.38406,9.72059
"6769",10.6396,10.5624,10.2928,10.2754,10.773,10.7661
"6770",8.05682,7.84981,8.57129,8.6711,8.36136,8.23473
"6771",7.69876,7.37968,6.75392,6.37737,7.15411,6.45877
"6772",8.71617,8.84704,9.3849,8.56536,8.91788,8.94458
"6773",10.125,10.2484,10.4499,10.208,10.6776,10.6174
"6774",12.0016,12.0428,11.5252,11.7922,11.4268,11.6462
"6775",6.13257,6.09401,6.26674,6.5083,6.49515,6.74729
"6776",5.17783,5.30617,5.06246,5.3186,4.93919,5.08207
"6777",5.37762,5.50916,5.84504,5.4707,5.06842,5.29082
"6778",10.3841,10.4003,9.51263,10.0087,9.55748,9.63057
"6779",5.33826,5.40504,5.32565,5.45147,5.28382,5.44797
"6780",9.57065,9.61773,9.73642,10.5489,9.6497,9.90499
"6781",11.4445,11.4801,11.0891,10.8284,11.2921,11.2811
"6782",6.65154,6.72719,7.31996,6.98422,6.55696,6.39043
"6783",5.16996,5.232,4.99593,5.27163,5.40922,5.68683
"6784",9.51466,9.47708,9.84457,10.0745,10.3289,10.0567
"6785",8.05352,8.29126,7.95215,7.55843,8.19111,7.95893
"6786",8.95175,8.85343,8.5561,8.51911,8.66715,8.50474
"6787",6.26798,6.10057,6.11799,6.39285,6.28722,6.32121
"6788",8.42278,8.37071,8.56862,8.22197,8.47407,8.92027
"6789",7.22776,6.74963,6.47804,5.7742,5.56974,5.4292
"6790",9.30836,9.41456,9.49946,9.54013,10.7513,10.5976
"6791",11.3413,11.3068,10.9989,10.9103,11.1512,10.9809
"6792",8.22785,8.02414,8.3353,8.45015,9.01811,9.28245
"6793",8.01647,7.99317,8.3707,8.13796,7.99958,7.87135
"6794",4.22188,4.29061,4.47477,4.64128,4.40655,4.32847
"6795",10.2353,10.3022,9.50244,9.5767,9.3024,9.80576
"6796",7.81266,7.78423,8.06968,8.05957,7.05772,7.38674
"6797",7.58625,7.73772,9.14366,10.8099,8.35898,10.2478
"6798",6.60825,6.36618,6.42025,6.6767,6.93186,7.0639
"6799",9.32671,9.36295,9.51272,9.91746,10.0301,10.1272
"6800",7.4568,7.30149,7.80621,8.88773,7.58984,7.96042
"6801",9.32606,9.53486,8.99112,9.76837,8.78581,9.66909
"6802",9.25657,9.25013,9.40111,9.08566,9.86513,9.9654
"6803",9.6584,9.4411,9.93633,9.63384,10.4323,10.1148
"6804",9.69574,9.44847,9.31937,9.38006,8.85083,8.27289
"6805",8.45512,8.32889,8.0206,8.06288,9.61118,9.71499
"6806",6.39926,6.35723,6.3921,6.37601,6.32517,6.42231
"6807",11.3094,11.417,11.5888,11.4632,11.1344,11.2914
"6808",5.82541,6.00206,5.46487,5.94942,5.5015,5.21442
"6809",9.67995,9.67486,9.65885,9.92301,9.31106,9.56023
"6810",6.64084,6.70194,6.64408,6.66293,6.82561,6.48618
"6811",10.5042,10.4141,9.45783,9.87219,10.0563,10.3382
"6812",9.63964,9.74513,9.50527,9.60405,9.59336,9.71983
"6813",11.408,11.6283,10.305,10.7251,10.5195,10.657
"6814",9.88253,9.68037,9.49,9.54451,10.0127,9.73904
"6815",5.98914,5.88059,5.96107,6.08952,7.81243,8.54383
"6816",8.63,9.01551,9.02694,9.66742,9.75941,9.85728
"6817",8.07072,8.15359,8.18583,8.19048,8.04749,8.05158
"6818",6.09463,6.61693,6.35134,6.2348,6.08663,6.25651
"6819",8.21402,7.87765,6.90164,6.97823,7.64984,7.81246
"6820",11.184,11.4451,11.7312,11.3891,10.2873,9.17871
"6821",7.71531,7.5424,7.75381,7.89854,8.65433,8.26132
"6822",8.09566,7.98545,8.19445,8.32911,7.69197,7.72258
"6823",10.4836,10.3362,10.2494,9.63878,9.50142,9.54776
"6824",12.5346,12.6464,12.4882,12.2797,12.4251,12.6961
"6825",8.18589,8.17535,8.26479,8.48555,8.45998,8.59777
"6826",11.1836,10.7675,9.7304,6.74758,9.60996,7.49548
"6827",10.0303,9.83575,9.84445,9.49713,10.0904,9.98674
"6828",8.16592,8.50431,9.86897,10.0216,8.76875,8.8208
"6829",8.39241,8.13191,8.12762,8.02168,7.90933,7.30219
"6830",11.5588,11.7096,11.6625,11.8953,11.2011,11.6421
"6831",9.25598,9.40307,9.09919,9.12765,8.78177,8.9871
"6832",7.34336,7.52425,7.77089,7.64053,7.44853,7.47866
"6833",8.68094,8.5818,8.64331,8.49749,8.63196,8.67568
"6834",9.46526,9.45764,9.34946,9.13229,9.62794,9.62228
"6835",6.21115,6.46581,6.30584,6.5413,6.04609,6.09869
"6836",8.87304,8.75711,8.97965,8.58558,9.10931,9.2526
"6837",7.82419,7.55319,7.7272,7.46431,7.77559,7.33621
"6838",7.28731,7.40248,7.75898,8.10334,7.23573,7.24904
"6839",9.55056,9.5083,9.59497,9.79244,9.83265,9.69115
"6840",10.971,10.9162,10.7389,10.7262,10.4597,10.5578
"6841",9.24057,9.33072,9.22979,9.38907,9.45779,9.59333
"6842",8.28049,8.31172,7.93465,8.03269,8.12345,8.47075
"6843",8.32358,8.53469,8.50561,8.52878,7.75865,7.87467
"6844",9.86534,10.0665,9.62992,9.59009,9.06256,8.74222
"6845",5.08561,5.17098,5.78759,5.62717,4.60594,4.85567
"6846",8.92812,8.94577,9.03416,9.40176,9.04841,9.19494
"6847",6.35724,6.37463,5.96474,6.39566,6.19614,5.83775
"6848",7.62881,7.55746,7.59621,7.61029,5.66175,5.93166
"6849",5.15658,5.39018,5.54779,5.23245,4.79492,5.45464
"6850",8.47288,8.6454,8.11636,8.5352,8.65351,8.92689
"6851",7.37696,7.28895,7.07269,6.45007,7.20184,6.96359
"6852",10.7064,10.7848,11.0238,10.7557,10.719,10.7071
"6853",6.42745,6.57458,6.75365,7.27141,6.64396,6.38106
"6854",6.86015,6.65085,7.00691,6.87401,6.79557,6.45995
"6855",8.26753,8.64728,8.56933,9.64868,9.72723,9.71198
"6856",7.34368,6.95334,7.84713,7.68016,7.36158,7.50674
"6857",10.2917,10.4056,10.743,11.8689,10.3753,10.955
"6858",9.07762,8.96542,8.69033,9.13463,8.85912,8.98716
"6859",7.98073,7.94466,8.06942,8.30525,8.92574,8.94891
"6860",5.8643,5.97878,6.65455,6.24877,6.14736,6.0912
"6861",12.3923,12.365,12.065,11.6391,12.0323,11.8353
"6862",10.0283,10.0311,10.9492,11.4049,10.8879,11.2429
"6863",7.13264,7.23686,7.54011,7.59085,7.68513,7.57256
"6864",9.98864,9.98074,10.6574,10.7968,10.298,10.8543
"6865",6.13447,6.13494,5.96157,6.23964,6.09004,5.76139
"6866",9.23488,9.24907,9.36705,9.31824,8.5727,8.74183
"6867",7.63298,7.70888,7.67192,7.59024,7.59442,7.60311
"6868",10.6526,10.7631,10.7867,10.7374,11.1868,10.957
"6869",7.24369,7.41454,7.70971,7.54528,8.55385,9.13672
"6870",7.65015,7.63781,8.11897,8.2538,8.14746,8.35442
"6871",6.90362,6.66603,8.1111,8.01052,6.69055,6.48139
"6872",5.66275,5.57615,6.33056,6.29939,5.5342,5.38887
"6873",7.69822,7.58057,8.07708,7.30642,7.78579,7.78107
"6874",9.70217,9.6172,9.72004,9.89435,9.63392,9.89375
"6875",9.06843,9.09707,9.18254,9.48886,8.97925,8.94903
"6876",5.81168,6.00932,6.11491,6.15683,5.99556,6.04262
"6877",8.56163,8.56755,8.78077,9.10835,8.66401,8.36841
"6878",10.9423,10.966,10.8775,10.9174,10.7845,11.042
"6879",8.50027,8.40633,8.33,8.75807,8.49146,8.74017
"6880",11.0786,11.2142,10.7383,10.9697,11.1775,11.2108
"6881",7.17736,7.11501,7.17694,7.01444,7.94968,8.07101
"6882",6.33894,6.70597,6.98537,7.11148,6.55544,6.30649
"6883",9.34484,9.36243,10.0004,10.1983,9.43253,9.2518
"6884",10.0867,10.1683,10.0823,9.98807,10.1857,10.0486
"6885",10.0599,10.0461,10.0556,10.1599,9.94032,10.0782
"6886",8.23945,8.31195,7.25588,7.27567,8.79048,8.82872
"6887",8.55744,8.41336,8.41169,8.08921,8.12426,8.11073
"6888",9.6802,9.33732,9.60639,9.54137,8.98949,8.34386
"6889",3.99017,4.22858,4.09422,4.42249,3.84048,3.90291
"6890",10.5115,10.4518,10.0451,9.92994,10.0464,9.98564
"6891",8.34061,8.4428,8.49955,8.92064,9.05918,9.08677
"6892",12.3664,12.1469,12.0369,11.5652,12.4545,12.2764
"6893",9.30917,9.39479,9.52048,9.72248,10.3202,9.81926
"6894",4.66755,4.60837,4.46244,5.10297,4.88125,4.42059
"6895",7.241,7.01473,7.58764,7.31408,8.39473,7.86176
"6896",8.63462,8.81703,8.9702,8.90585,9.36911,9.19969
"6897",7.62683,7.84749,8.32854,7.25887,8.11421,7.12518
"6898",9.43658,9.1864,8.35629,8.24752,8.5804,8.70815
"6899",6.28257,6.27585,6.28822,6.43043,7.01257,6.40563
"6900",7.24371,7.42353,7.56456,7.57174,7.47724,7.47583
"6901",8.64555,8.82499,9.17688,9.13215,9.14155,8.78385
"6902",6.7702,6.71561,7.14398,7.43671,8.18643,8.67351
"6903",6.25376,6.15354,6.51715,6.26201,6.19649,6.00694
"6904",7.85714,7.77306,7.66078,7.80355,7.40062,7.71859
