"GENE_SYMBOL","UL_mean","nonUL_mean","gliomaMeans","gliomaMeans_CBD","sebumMeans","sebum_CBDtreated_Means","pancreaticMeans","DE_incr_ARHGFE10_pancr","DE_decr_ARHGFE10_pancr","FC_incr_ARHGFE10_pancr","FC_decr_ARHGFE10_pancr"
"ABCB1",60.5264285714286,105.692156862745,6.31004666666667,6.01419666666667,4.048,3.575997,113.5,194.1,-199.75,2.71013215859031,0.38717594723117
"ABCB11",6.45,7.38529411764706,5.24351,5.03057666666667,2.9373,3.154883,113.4,171.3,-177.2,2.51058201058201,0.395840436413229
"ABCB7",201.71,206.864705882353,9.91155666666667,10.02386,8.1393,8.068477,457.7,6678.5,-6957.5,15.5914354380599,0.0634296714095333
"ABCC10",190.353571428571,158.699019607843,8.29492666666667,8.25121,6.7039,6.479321,473.2,2187.7,-4378.5,5.62320371935757,0.177051029038624
"ABCC2",5.63857142857143,9.06960784313726,6.32183666666667,6.06834333333333,4.2543,4.28174,180.3,4086.3,-683.8,23.6638935108153,0.149290868375218
"ABCC3",23.5137142857143,21.8449019607843,6.62951,6.35367666666667,9.0062,10.139143,169.9,762.6,-4206.3,5.48852266038846,0.0400301252938357
"ABCC4",32.7030952380952,48.2841503267974,9.19074333333333,9.16507666666667,5.3198,5.304616,648.6,3821.4,-3526.95,6.89176688251619,0.114221133923526
"ABCC5",160.12119047619,163.313725490196,8.56172666666667,8.88660666666667,8.7066,8.358335,515.733333333333,6784.9,-7060.26666666667,14.1558298862461,0.110102767064122
"ABCC8",14.6614285714286,27.0254901960784,7.20981,7.28624333333333,4.3412,4.553233,116.3,1088.3,-150,10.3576956147893,0.45414847161572
"ABCC9",55.7882857142857,63.5671895424837,4.94345,4.88101,3.3128,3.102988,121.933333333333,180.333333333333,-261.233333333333,2.47895024603609,0.341040948457076
"ABCD1",133.488571428571,148.019607843137,8.09296333333333,8.09849333333333,6.8853,6.238677,390.2,2324.8,-6666.7,6.95797027165556,0.268962114150995
"ABCD2",17.9171428571429,16.7647058823529,7.00595,7.88261,2.6756,2.821748,111.65,167.9,-217.35,2.5038065382893,0.361298853952395
